Rank,Name,Team,Pos,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,PullAir%,PullAir%_R,xBA,xBA_R,xSLG,xSLG_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
319,Tommy Sacco Jr.,HOU,SS,26,26.363,40.1,244,,,,,58.6,64.1,18.2,10.0,49.5,49.7,33.8,20.8,54.0,56.8,,,,,-33.1,57.2,26.316,64.9,85.859,77.8,27.166,52.7,107.4,22.5,101.4,23.2,28.4,13.9,1.23,10.0,14.6,38.7,0.203,21.2,0.285,14.3,5.244,53.4,,,,
320,Blaze Alexander,BAL,3B,26,26.305,41.3,241,,,,,58.0,63.1,75.9,82.4,42.1,40.1,59.0,67.5,50.0,50.5,,,,,-33.2,56.9,23.048,82.1,76.471,15.0,31.982,24.8,114.1,94.8,107.4,91.9,50.0,92.2,6.224,78.9,9.4,13.4,0.243,69.2,0.395,71.6,6.38,73.0,,,,
321,Trei Cruz,DET,CF,27,27.239,22.6,241,,,,,75.6,82.1,62.7,66.7,53.3,54.0,58.0,65.1,64.4,71.1,,,,,-25.7,74.3,19.361,93.9,80.634,39.4,27.39,51.2,110.7,68.5,104.0,58.1,47.8,89.1,5.394,67.5,14.5,37.7,0.241,67.2,0.383,66.0,5.906,64.9,,,,
322,Korey Lee,CHW,C,27,27.184,24.1,240,,,,,38.9,33.8,36.5,31.3,50.8,50.4,43.6,34.5,44.8,43.7,,,,,-38.7,43.1,32.026,25.1,84.566,69.1,27.729,49.2,107.5,23.6,104.4,64.1,30.9,19.4,2.917,35.5,15.1,41.8,0.215,32.4,0.308,21.6,4.917,46.2,,,,
323,Tyler Fitzgerald,SFG,2B,28,28.041,7.9,237,,,,,28.2,20.9,40.4,36.7,48.2,47.9,44.3,35.7,38.2,34.3,,,,,-45.2,23.7,30.888,32.9,79.085,28.3,30.472,32.2,107.9,27.0,102.2,32.7,31.1,20.8,3.376,41.6,19.9,69.9,0.242,68.2,0.342,42.0,4.189,32.7,,,,
324,Jake McCarthy,COL,CF,28,28.17,5.7,237,,,,,81.1,88.9,22.7,14.9,90.1,94.8,56.4,61.5,85.6,94.3,,,,,-17.7,89.8,26.608,62.1,90.288,93.9,19.849,88.0,108.8,37.6,101.3,22.0,27.6,11.8,0.844,7.2,13.2,30.2,0.261,86.3,0.331,34.2,8.234,95.9,,,,
325,Victor Labrada,SEA,CF,25,25.706,52.5,236,,,,,78.1,85.8,18.1,9.8,58.4,59.9,38.2,24.9,68.2,76.7,,,,,-19.9,86.5,24.854,73.4,83.658,63.2,25.195,64.3,106.4,12.5,100.8,16.6,26.2,8.1,1.271,11.3,18.0,60.5,0.231,53.7,0.286,14.9,8.202,95.6,,,,
326,Juan Yepez,0,1B,27,27.611,15.8,235,,,,,74.9,81.3,34.4,28.5,85.2,90.4,59.8,69.9,80.1,88.9,,,,,-15.7,92.4,30.682,34.2,88.779,89.3,18.064,92.4,107.6,24.4,103.0,41.8,31.1,20.8,1.702,15.9,22.7,83.9,0.255,81.0,0.346,44.0,1.373,6.1,,,,
327,Drew Waters,KCR,LF,26,26.752,32.5,231,,,,,23.7,15.9,45.2,45.1,47.4,47.5,46.3,41.2,35.6,30.0,,,,,-48.9,17.0,31.743,27.5,84.138,65.4,30.023,34.9,109.5,48.3,103.2,44.9,34.5,36.1,3.896,49.2,15.5,43.5,0.212,29.4,0.335,36.6,7.031,85.0,,,,
328,Jack Suwinski,LAD,CF,27,27.173,24.6,230,,,,,42.0,37.5,94.2,99.5,45.4,44.9,69.8,86.2,43.7,42.3,,,,,-46.5,21.0,21.013,88.9,76.972,17.3,32.168,24.0,113.6,93.0,108.5,96.3,48.8,90.3,8.696,93.1,25.4,93.0,0.247,73.4,0.511,96.1,6.6,77.3,,,,
329,Zach Humphreys,LAA,C,27,27.975,9.0,227,,,,,63.9,71.5,9.7,2.9,29.1,25.4,19.4,5.2,46.5,46.0,,,,,-32.5,59.4,25.427,71.7,80.351,37.0,25.248,63.6,106.9,16.1,97.8,2.2,20.8,2.9,0.881,8.1,12.3,25.5,0.203,21.2,0.255,5.7,4.783,42.3,,,,
330,Quincy Hamilton,0,OF,27,27.302,21.4,226,,,,,37.4,31.9,42.4,41.5,18.6,12.2,30.5,15.9,28.0,18.3,,,,,-41.9,35.2,29.81,38.3,79.848,33.1,28.713,41.8,108.7,36.7,104.1,59.4,32.1,25.1,3.54,43.8,23.6,86.2,0.169,4.1,0.267,7.7,4.872,44.9,,,,
331,Matt Fraizer,BOS,CF,27,27.715,13.5,220,,,,,52.8,56.5,45.6,45.3,77.2,83.3,61.4,74.5,65.0,72.8,,,,,-31.4,62.2,33.696,18.1,85.294,74.4,21.546,81.5,112.3,84.1,105.4,74.9,44.6,79.8,2.273,26.9,10.2,15.9,0.254,80.1,0.331,34.2,6.472,74.2,,,,
332,Jacob Amaya,ARI,SS,27,27.075,26.0,219,,,,,55.4,59.9,41.8,40.3,39.1,35.8,40.4,29.5,47.2,46.6,,,,,-45.2,23.7,16.629,99.1,81.818,48.8,24.367,69.1,107.2,19.8,101.4,23.2,40.8,64.5,5.479,69.2,7.2,6.1,0.212,29.4,0.351,47.1,2.866,16.8,,,,
333,Andrés Chaparro,WSN,1B,26,26.409,38.6,216,,,,,53.8,58.2,88.7,95.0,57.6,59.3,73.2,88.9,55.7,59.5,,,,,-31.4,62.2,27.413,55.3,81.439,44.9,30.788,30.3,110.8,69.2,106.2,83.3,41.4,68.2,9.259,95.6,31.6,98.4,0.244,70.4,0.473,93.0,2.374,12.4,,,,
334,Eduardo Valencia,DET,C,25,25.681,53.4,215,,,,,62.5,67.5,83.0,89.8,68.8,74.8,75.9,92.3,65.6,73.4,,,,,-25.6,74.9,28.145,49.7,81.343,43.9,27.5,50.9,112.1,82.1,105.3,73.3,48.9,90.6,8.837,93.9,14.4,36.8,0.274,93.7,0.519,96.5,3.151,20.3,,,,
335,Zack Gelof,ATH,3B,25,25.949,47.2,213,,,,,54.2,58.5,56.4,59.0,10.6,5.2,33.5,20.2,32.4,24.7,,,,,-34.8,52.8,22.222,85.7,71.864,4.4,35.162,10.7,109.0,40.0,103.6,52.4,40.7,63.6,5.164,64.9,16.8,52.5,0.197,16.9,0.375,61.1,6.639,77.6,,,,
336,Nelson Velázquez,STL,LF,26,26.762,32.1,210,,,,,49.0,49.3,82.8,89.3,50.4,50.0,66.6,82.4,49.7,50.0,,,,,-36.6,48.5,27.692,51.6,81.818,48.8,28.155,46.2,110.5,65.5,105.4,74.9,51.4,93.7,7.619,88.7,24.3,89.0,0.23,52.0,0.458,91.1,5.238,53.2,,,,
337,Drew Millas,WSN,C,27,27.707,14.0,209,,,,,82.8,90.2,39.8,36.2,92.8,96.3,66.3,81.9,87.8,96.7,,,,,-15.9,92.2,26.943,58.0,89.494,90.8,16.067,96.5,110.6,67.3,100.6,14.2,28.7,14.4,1.914,21.1,17.4,55.6,0.277,94.8,0.379,64.4,7.225,86.9,,,,
338,Jacob Hurtubise,MIL,LF,27,27.803,11.4,207,,,,,86.8,94.0,5.4,1.1,39.9,37.3,22.6,6.9,63.4,69.6,,,,,-20.9,84.6,21.053,88.3,84.685,70.3,19.108,89.8,104.7,4.8,98.9,4.1,16.9,1.1,0.0,2.4,12.4,25.9,0.185,9.6,0.219,2.0,6.652,78.2,,,,
339,Jahmai Jones,DET,DH,28,28.156,5.9,205,,,,,58.7,64.5,80.9,88.6,49.2,49.2,65.1,78.9,54.0,56.8,,,,,-33.1,57.2,24.651,74.7,80.392,37.6,29.086,38.3,113.7,93.9,105.3,73.3,45.5,83.4,6.829,84.3,17.5,56.4,0.237,60.7,0.43,83.2,7.679,90.8,,,,
340,Andy Yerzy,STL,C,27,27.239,22.6,204,,,,,15.9,6.5,38.7,35.1,7.3,3.1,23.0,7.2,11.6,2.4,,,,,-55.8,7.3,30.0,36.7,73.387,6.5,37.166,6.1,108.6,35.4,105.0,70.5,38.1,51.3,2.941,36.5,16.5,50.5,0.183,8.1,0.277,10.7,2.141,10.7,,,,
341,Ivan Johnson,CIN,2B,26,26.971,28.4,202,,,,,32.3,26.0,52.3,54.9,38.7,35.5,45.5,39.0,35.5,29.6,,,,,-43.5,29.5,27.673,52.3,77.519,19.0,35.385,9.4,110.6,67.3,103.5,50.8,35.7,41.0,3.96,50.3,13.3,30.9,0.235,58.4,0.363,55.1,5.747,61.4,,,,
342,J.T. Arruda,SEA,SS,27,27.945,9.8,199,,,,,55.8,60.6,44.3,43.8,51.7,51.9,48.0,45.3,53.8,56.3,,,,,-32.6,58.8,27.378,55.6,82.684,55.6,27.794,48.6,109.8,55.6,103.3,46.8,35.1,38.9,3.518,43.4,10.4,16.9,0.227,47.8,0.352,47.6,7.007,84.5,,,,
343,Bryan Lavastida,ATH,C,26,26.842,31.0,199,,,,,75.3,81.6,36.5,31.3,59.4,61.0,48.0,45.3,67.4,75.5,,,,,-22.1,82.1,25.558,69.9,83.267,60.3,24.859,66.2,109.2,43.9,101.8,28.3,32.1,25.1,3.015,37.0,13.1,29.5,0.235,58.4,0.34,40.3,6.554,76.3,,,,
344,Nick Loftin,KCR,3B,27,27.014,27.1,197,,,,,98.4,100.0,53.8,56.4,89.8,94.1,71.8,88.0,94.1,99.6,,,,,-4.6,99.3,17.102,98.9,90.576,95.0,16.73,95.2,108.6,35.4,103.2,44.9,40.5,61.7,3.553,44.1,25.2,92.6,0.259,84.5,0.405,74.8,5.175,51.7,,,,
345,Dominic Canzone,SEA,DH,28,28.123,6.1,197,,,,,46.1,44.0,90.4,96.6,77.2,83.3,83.8,97.6,61.6,67.5,,,,,-33.5,56.0,34.856,12.9,83.966,64.1,23.822,71.2,115.5,97.7,107.3,91.0,40.9,64.7,9.645,96.5,15.3,42.2,0.267,90.2,0.536,97.2,3.617,25.7,,,,
346,Phillip Sikes,0,OF,26,26.428,38.2,195,,,,,8.1,2.1,73.9,80.0,20.5,13.8,47.2,43.8,14.3,3.9,,,,,-62.6,3.7,34.21,15.7,78.539,24.8,36.464,7.8,113.0,89.3,106.3,84.4,33.0,28.3,5.641,71.5,22.3,82.2,0.196,16.2,0.359,51.4,4.055,30.7,,,,
347,Duke Ellis,NYY,CF,27,27.704,14.2,192,,,,,50.2,51.5,47.0,46.9,57.0,58.2,52.0,51.5,53.6,56.0,,,,,-43.7,29.1,24.548,75.2,81.955,50.8,24.931,65.6,109.7,52.7,103.4,48.9,39.2,56.2,3.646,45.8,10.2,15.9,0.239,63.3,0.369,58.2,7.861,93.0,,,,
348,Kyler Fedko,MIN,LF,26,26.026,45.2,187,,,,,48.6,48.4,63.5,67.6,46.2,45.8,54.8,58.2,47.4,47.3,,,,,-32.6,58.8,32.075,24.8,81.818,48.8,25.868,59.0,110.4,63.7,103.6,52.4,37.9,50.4,4.813,61.2,25.0,91.7,0.224,43.5,0.377,63.2,5.624,59.9,,,,
349,Jack Rogers,WSN,LF,26,26.489,37.6,187,,,,,19.0,9.2,53.5,56.0,27.2,21.7,40.4,29.5,23.1,11.8,,,,,-56.7,6.5,29.155,42.0,78.378,23.4,33.739,15.9,113.5,92.3,106.2,83.3,40.7,63.6,3.209,40.3,12.5,26.7,0.214,31.0,0.323,30.0,1.446,6.5,,,,
350,Kenny Piper,TBR,C,27,27.22,23.4,185,,,,,23.7,15.9,55.7,58.1,9.8,4.0,32.8,19.0,16.8,6.1,,,,,-49.8,15.9,28.868,44.7,75.494,11.5,34.921,11.8,106.4,12.5,103.7,54.1,39.4,57.1,5.946,75.4,33.7,99.3,0.183,8.1,0.336,37.4,6.56,76.7,,,,
351,Cade Marlowe,ATH,OF,28,28.268,4.5,182,,,,,55.6,60.1,49.7,52.1,54.6,55.8,52.2,52.2,55.1,58.4,,,,,-34.6,53.7,26.158,66.7,79.554,31.6,28.493,43.8,106.5,13.3,101.4,23.2,28.1,13.3,4.396,55.1,29.8,98.0,0.25,77.7,0.394,70.8,4.876,45.3,,,,
352,Hayden Senger,NYM,C,28,28.493,0.2,182,,,,,28.0,20.7,63.8,68.7,46.6,46.3,55.2,58.8,37.3,33.2,,,,,-42.9,31.4,35.376,11.3,83.028,59.0,28.406,44.4,109.8,55.6,104.4,64.1,42.4,72.9,5.495,69.5,24.8,90.8,0.217,34.2,0.351,47.1,5.378,55.8,,,,
353,Wes Clarke,0,1B,25,25.966,46.7,182,,,,,47.6,46.3,52.9,55.8,12.7,7.0,32.8,19.0,30.2,21.6,,,,,-42.8,31.8,17.907,96.7,75.708,12.2,34.259,13.5,110.9,70.3,104.3,62.5,43.2,75.8,2.747,32.9,26.3,94.8,0.192,13.2,0.345,43.5,2.878,17.2,,,,
354,Zach DeLoach,0,RF,27,27.118,25.3,181,,,,,34.9,28.1,68.5,74.5,40.7,39.0,54.6,58.0,37.8,34.0,,,,,-43.0,31.2,27.968,50.8,79.508,30.9,32.857,20.5,110.9,70.3,104.9,69.7,39.8,58.6,6.077,77.3,12.8,28.2,0.229,50.5,0.394,70.8,5.313,54.5,,,,
355,Patrick Winkel,0,C,25,25.676,53.7,180,,,,,18.1,8.4,59.3,62.7,30.3,27.3,44.8,37.4,24.2,13.3,,,,,-58.4,5.1,30.645,34.4,78.607,25.3,31.746,26.1,111.5,75.2,102.5,35.8,37.4,48.0,5.0,62.7,20.6,73.3,0.218,35.3,0.362,54.2,0.56,1.5,,,,
356,Will Benson,CIN,RF,27,27.291,21.6,178,,,,,45.3,43.1,77.9,84.5,40.4,38.7,59.2,68.4,42.8,41.6,,,,,-42.6,32.7,24.202,77.3,77.679,20.0,31.111,28.8,113.4,91.3,106.6,86.6,35.8,41.5,6.742,83.4,8.6,11.0,0.237,60.7,0.428,82.4,6.857,81.5,,,,
357,Michael Toglia,CIN,1B,27,27.124,25.0,177,,,,,43.9,41.1,72.6,78.9,74.1,79.7,73.4,89.2,59.0,63.2,,,,,-41.3,36.8,26.891,59.0,83.55,61.9,29.052,39.0,108.5,33.8,104.8,68.7,45.0,81.9,6.78,83.9,20.5,72.2,0.261,86.3,0.453,89.4,4.43,36.4,,,,
358,Phil Clarke,0,C,27,27.521,17.9,175,,,,,92.3,97.8,10.9,3.9,66.1,71.6,38.5,25.7,79.2,88.3,,,,,-8.5,98.0,21.359,87.8,86.893,83.0,20.588,84.7,106.5,13.3,97.1,1.5,21.9,3.9,0.571,5.7,13.2,30.2,0.228,49.2,0.293,16.7,2.782,15.7,,,,
359,Luis Vázquez,BAL,SS,25,25.974,46.5,174,,,,,43.7,40.5,47.3,47.8,52.0,52.4,49.6,48.4,47.8,48.4,,,,,-35.1,51.3,35.511,10.5,82.353,53.4,23.121,74.7,110.6,67.3,103.6,52.4,40.7,63.6,4.023,51.4,6.7,4.6,0.229,50.5,0.339,39.7,4.726,41.2,,,,
360,Julio Carreras,0,SS,25,25.717,52.0,173,,,,,48.8,48.8,30.6,24.4,56.6,57.8,43.6,34.5,52.7,53.9,,,,,-34.8,52.8,31.661,28.8,80.769,40.7,24.382,68.8,110.2,61.9,102.6,37.0,38.5,52.6,1.734,17.0,8.5,10.1,0.246,72.4,0.327,32.5,7.982,94.3,,,,
361,Braxton Fulford,COL,DH,26,26.809,31.7,171,,,,,55.8,60.6,87.6,93.5,76.2,81.9,81.9,96.9,66.0,74.1,,,,,-36.9,47.5,25.49,70.8,87.923,86.9,26.846,54.0,111.7,77.6,105.6,77.2,52.3,94.6,8.187,91.9,33.0,98.9,0.24,65.6,0.469,92.2,6.04,68.0,,,,
362,Jeremiah Jackson,BAL,2B,25,25.514,55.7,171,,,,,57.8,62.6,86.5,92.2,73.0,78.4,79.8,96.1,65.4,73.1,,,,,-19.9,86.5,39.688,2.6,81.633,46.2,24.458,68.6,111.3,73.2,105.8,79.5,47.2,88.1,11.111,97.8,17.5,56.4,0.315,99.8,0.6,99.6,4.681,40.1,,,,
363,Drew Swift,ATH,SS,26,26.623,35.5,169,,,,,50.7,53.3,7.1,1.5,45.8,45.3,26.4,10.9,48.2,48.9,,,,,-43.7,29.1,23.615,79.5,83.085,59.3,25.532,61.4,106.2,11.1,98.6,3.1,27.8,12.2,0.0,2.4,12.0,23.7,0.215,32.4,0.265,7.2,4.461,37.0,,,,
364,Cody Milligan,0,2B,26,26.771,31.9,169,,,,,41.7,36.8,7.9,2.0,27.9,22.8,17.9,4.1,34.8,28.0,,,,,-39.6,40.0,28.531,46.6,78.774,26.4,29.074,38.8,105.3,6.4,100.2,11.1,26.3,8.5,0.592,5.9,9.0,12.4,0.212,29.4,0.267,7.7,7.703,91.3,,,,
365,Hyeseong Kim,LAD,SS,26,26.675,33.6,169,,,,,35.3,28.3,23.5,16.3,53.6,54.4,38.6,26.1,44.4,43.0,,,,,-42.1,34.5,31.842,26.6,82.407,53.6,27.596,50.3,106.3,11.9,100.6,14.2,27.5,11.0,2.367,28.5,14.7,39.4,0.231,53.7,0.315,25.1,9.137,98.9,,,,
366,Damiano Palmegiani,0,3B,25,25.684,52.9,167,,,,,39.2,34.1,55.7,58.1,23.8,16.1,39.8,28.1,31.5,22.3,,,,,-45.4,22.8,23.599,79.7,80.808,41.1,33.094,19.4,111.0,71.6,105.3,73.3,33.7,30.7,4.192,52.7,26.8,95.2,0.18,6.6,0.279,11.9,1.288,4.8,,,,
367,Kameron Misner,KCR,CF,27,27.723,13.1,165,,,,,46.5,44.2,82.9,89.5,30.0,26.9,56.4,61.5,38.2,34.3,,,,,-37.0,47.2,26.216,66.0,76.098,13.9,33.775,15.5,112.1,82.1,106.4,85.4,43.5,76.5,7.273,87.1,16.7,51.7,0.226,46.1,0.453,89.4,5.407,56.2,,,,
368,Gustavo Campero,LAA,C,28,28.027,8.1,164,,,,,81.3,89.1,18.9,10.6,77.6,83.9,48.2,46.3,79.4,88.7,,,,,-14.6,93.0,27.01,57.3,86.829,82.8,19.723,88.2,107.0,17.0,100.5,13.1,25.0,6.8,1.22,9.7,15.0,41.3,0.246,72.4,0.324,30.5,7.802,92.2,,,,
369,Heriberto Hernández,MIA,LF,25,25.791,50.7,163,,,,,31.3,24.7,74.3,80.9,17.6,10.8,46.0,39.5,24.5,13.7,,,,,-58.3,5.6,23.214,81.2,76.744,16.0,32.764,20.9,109.6,50.0,105.8,79.5,47.1,87.5,6.748,83.7,21.2,75.9,0.2,19.2,0.399,72.8,6.079,69.1,,,,
370,Braiden Ward,BOS,CF,26,26.7,33.2,163,,,,,79.9,87.8,6.5,1.3,82.9,88.5,44.7,36.6,81.4,90.0,,,,,-18.4,89.3,27.636,52.9,89.894,92.4,15.909,96.7,99.2,0.2,95.2,0.4,11.4,0.4,0.0,2.4,13.2,30.2,0.247,73.4,0.281,12.6,10.0,100.0,,,,
371,Korey Holland,0,OF,25,25.747,51.3,161,,,,,8.1,2.1,31.4,25.3,22.2,15.0,26.8,11.8,15.2,4.6,,,,,-70.3,2.4,33.577,18.7,78.037,22.0,36.928,6.5,107.1,18.2,104.3,62.5,43.6,76.7,2.484,29.8,9.6,14.4,0.205,22.4,0.316,25.9,5.338,54.9,,,,
372,DaShawn Keirsey Jr.,ATL,CF,28,28.383,1.3,161,,,,,47.7,46.6,32.2,26.4,24.5,16.8,28.4,14.2,36.1,31.2,,,,,-34.2,54.7,30.194,35.9,77.619,19.6,27.9,47.9,112.1,82.1,102.3,34.1,38.8,54.2,1.863,19.9,8.5,10.1,0.212,29.4,0.307,20.8,8.419,96.7,,,,
373,Will Wagner,SDP,DH,27,27.173,24.6,160,,,,,84.0,91.2,41.3,39.0,80.4,86.8,60.8,72.1,82.2,91.0,,,,,-15.6,92.6,26.403,63.8,89.947,92.6,17.844,92.8,109.2,43.9,103.4,48.9,35.0,38.1,3.125,38.0,10.2,15.9,0.242,68.2,0.356,50.5,4.587,38.2,,,,
374,Adam Hall,0,2B,26,26.36,40.5,160,,,,,16.9,7.6,25.6,18.5,18.4,11.8,22.0,6.1,17.6,6.9,,,,,-65.0,2.6,29.412,40.3,79.186,29.2,33.544,17.6,110.4,63.7,103.8,56.0,35.6,40.5,1.25,10.6,6.8,4.8,0.182,7.5,0.225,2.4,8.645,97.8,,,,
375,Davis Schneider,TOR,LF,26,26.678,33.4,160,,,,,50.3,52.1,74.8,81.6,19.8,13.1,47.3,44.0,35.0,28.5,,,,,-42.4,33.7,20.942,89.3,78.5,24.6,30.357,33.3,110.5,65.5,103.3,46.8,36.4,44.2,7.5,88.1,26.1,94.6,0.194,14.9,0.405,74.8,5.841,63.4,,,,
376,Will Brennan,SFG,LF,27,27.658,14.8,156,,,,,63.5,70.6,61.7,65.5,93.5,96.7,77.6,95.0,78.5,87.0,,,,,-20.5,85.2,34.657,13.7,89.362,90.2,20.775,83.9,108.7,36.7,103.7,54.1,39.7,57.8,5.769,73.2,13.3,30.9,0.285,96.8,0.437,85.2,3.213,21.1,,,,
377,Maverick Handley,BAL,C,27,27.559,17.5,154,,,,,69.1,76.4,9.3,2.6,23.3,15.7,16.3,2.2,46.2,45.6,,,,,-26.7,73.0,23.701,79.1,79.104,28.6,28.467,44.2,105.3,6.4,100.4,12.1,26.5,9.3,0.0,2.4,14.3,36.1,0.199,18.0,0.27,8.1,5.748,61.7,,,,
378,Brett Auerbach,0,C,27,27.094,25.8,148,,,,,57.2,61.8,44.0,43.4,25.8,19.8,34.9,22.0,41.5,38.6,,,,,-34.5,54.0,23.053,81.9,77.987,21.6,31.33,28.1,108.9,38.7,103.8,56.0,39.3,56.5,3.378,41.8,15.5,43.5,0.213,30.1,0.342,42.0,3.43,24.0,,,,
379,Adam Hackenberg,0,C,26,26.062,44.5,143,,,,,22.5,13.7,14.3,5.9,30.3,27.3,22.3,6.3,26.4,15.9,,,,,-44.8,25.9,34.363,14.8,77.976,21.4,31.907,25.3,105.7,8.7,100.2,11.1,31.2,21.4,1.399,12.0,12.5,26.7,0.221,39.2,0.306,20.0,4.293,34.3,,,,
380,Brennen Davis,SEA,CF,25,25.911,48.1,142,,,,,9.5,2.6,90.8,97.2,28.0,23.1,59.4,68.7,18.8,8.2,,,,,-54.3,9.2,35.562,9.8,74.242,8.1,35.238,9.8,112.1,82.1,108.1,94.6,50.6,93.0,7.746,90.2,37.3,100.0,0.227,47.8,0.459,91.3,2.766,15.5,,,,
381,Alan Roden,MIN,RF,25,25.774,51.1,142,,,,,90.9,96.3,68.0,73.6,96.6,98.9,82.3,97.2,93.8,99.3,,,,,-7.1,98.5,24.364,76.3,90.85,95.6,17.273,93.9,109.5,48.3,104.4,64.1,43.9,77.8,4.93,62.5,23.9,87.5,0.29,97.7,0.448,87.9,5.975,66.9,,,,
382,Jesus Valdez,ARI,3B,27,27.754,12.2,139,,,,,27.1,19.6,36.0,30.0,41.2,39.7,38.6,26.1,34.2,27.2,,,,,-44.6,26.6,33.692,18.3,84.967,71.2,28.745,41.6,106.7,14.3,100.9,17.9,27.5,11.0,4.317,54.2,22.6,83.1,0.187,11.1,0.287,15.4,2.54,13.5,,,,
383,Austin Martin,MIN,RF,26,26.524,36.8,137,,,,,96.4,99.1,25.9,18.7,96.7,99.3,61.3,74.0,96.6,100.0,,,,,-9.5,97.6,18.05,96.3,91.617,96.9,17.512,93.4,108.0,28.5,101.8,28.3,30.9,19.4,0.73,6.1,10.3,16.4,0.284,96.5,0.375,61.1,2.122,10.5,,,,
384,Ben Rortvedt,NYM,C,28,28.014,8.5,137,,,,,28.5,21.2,26.2,19.0,25.2,18.3,25.7,9.4,26.8,16.3,,,,,-52.6,11.1,26.897,58.8,80.864,42.2,31.667,26.6,108.0,28.5,101.6,25.3,30.3,17.4,2.92,35.7,11.7,22.1,0.183,8.1,0.277,10.7,2.598,13.7,,,,
385,Denzel Clarke,ATH,CF,25,25.415,57.6,135,,,,,69.1,76.4,49.9,52.5,66.0,71.2,58.0,65.1,67.6,75.9,,,,,-27.4,72.1,20.968,89.1,81.379,44.3,30.476,31.8,115.2,96.8,107.4,91.9,49.4,91.5,2.222,26.0,5.2,1.6,0.262,87.7,0.337,38.1,8.508,97.4,,,,
386,JJ Bleday,CIN,LF,27,27.888,10.5,132,,,,,63.3,69.7,64.1,69.4,72.4,77.8,68.2,84.4,67.8,76.3,,,,,-28.7,68.4,27.519,54.0,82.895,57.1,25.112,64.7,109.2,43.9,103.2,44.9,35.8,41.5,5.303,67.0,25.3,92.8,0.262,87.7,0.417,79.3,5.507,58.2,,,,
387,Andrew Vaughn,MIL,1B,27,27.493,18.3,132,,,,,63.7,71.1,61.2,65.1,61.2,63.9,61.2,73.5,62.4,68.5,,,,,-21.9,82.7,31.338,30.5,83.333,60.9,24.887,66.0,111.4,74.1,105.2,72.1,47.8,89.1,3.788,47.4,14.1,35.1,0.238,61.5,0.411,77.5,3.663,26.1,,,,
388,Josh Breaux,CHW,C,27,27.981,8.7,132,,,,,31.3,24.7,74.3,80.9,20.5,13.8,47.4,44.3,25.9,14.8,,,,,-42.4,33.7,29.53,39.8,74.233,7.8,34.661,12.4,113.0,89.3,108.2,95.1,45.6,83.9,5.303,67.0,17.3,54.9,0.216,33.2,0.38,65.1,3.32,22.4,,,,
389,Andruw Monasterio,BOS,SS,28,28.337,3.1,130,,,,,49.4,50.0,69.0,75.2,63.6,67.4,66.3,81.9,56.5,60.5,,,,,-35.3,51.0,28.328,48.1,85.256,73.5,28.034,47.3,107.6,24.4,103.1,43.2,39.0,55.1,7.692,89.4,25.6,93.2,0.231,53.7,0.428,82.4,5.049,49.0,,,,
390,Noah Cardenas,MIN,C,26,26.056,45.0,129,,,,,63.4,70.2,33.1,27.2,29.0,24.9,31.0,16.7,46.2,45.6,,,,,-24.9,76.7,27.645,52.7,80.488,38.2,28.163,46.0,105.6,8.1,100.0,9.6,20.3,2.4,3.876,49.0,21.0,74.9,0.201,19.9,0.317,27.0,0.998,3.1,,,,
391,Trevor Boone,0,OF,28,28.057,7.5,128,,,,,3.9,0.9,73.1,79.3,3.6,2.0,38.3,25.3,3.8,0.7,,,,,-74.1,1.3,36.842,7.6,68.628,1.5,37.597,5.0,109.8,55.6,106.5,86.1,36.2,43.1,6.25,79.3,27.5,95.9,0.173,5.7,0.362,54.2,7.969,94.1,,,,
392,Jose Torres,COL,SS,26,26.007,45.6,127,,,,,10.8,3.1,39.0,35.3,31.4,28.6,35.2,22.2,21.1,10.7,,,,,-53.5,10.6,36.614,8.3,80.745,40.5,33.858,15.0,106.6,13.7,102.6,37.0,33.3,29.4,3.937,50.1,19.2,67.4,0.205,22.4,0.321,28.6,6.697,78.6,,,,
393,Dylan Carlson,CHC,LF,26,26.938,28.8,126,,,,,82.9,90.4,50.7,53.6,68.6,74.4,59.6,69.4,75.8,84.7,,,,,-21.3,84.0,18.493,95.6,81.988,51.0,25.581,60.9,109.8,55.6,101.7,26.8,37.2,46.8,3.175,39.7,23.1,85.5,0.261,86.3,0.392,69.8,5.478,57.6,,,,
394,Yunior Severino,0,1B,25,25.993,46.1,125,,,,,20.4,10.7,63.6,68.1,17.2,10.1,40.4,29.5,18.8,8.2,,,,,-52.0,12.0,28.615,46.2,75.862,13.1,39.916,2.8,112.5,85.4,107.6,92.4,54.4,97.2,4.8,60.8,6.9,5.2,0.203,21.2,0.361,53.1,3.122,19.8,,,,
