Rank,Name,Team,Pos,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,PullAir%,PullAir%_R,xBA,xBA_R,xSLG,xSLG_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
64,Héctor Rodríguez,CIN,LF,21.0,21.555,98.7,230,0.9,58.3,62.5,66.3,51.0,54.1,64.6,70.4,84.1,89.5,74.4,91.1,67.6,75.9,68.5,85.6,70.5,74.3,-27.8,70.8,47.007,0.2,87.072,83.7,22.316,77.8,112.7,86.2,105.7,78.5,38.6,53.6,3.478,42.7,18.5,63.4,0.259,84.5,0.399,72.8,6.493,75.2,0.039,67.6,0.818,67.1
65,Kyren Paris,LAA,2B,23.0,23.885,81.2,137,0.98,69.5,62.3,65.5,42.3,38.3,60.0,63.8,12.4,6.6,36.2,23.6,27.4,17.3,49.2,42.2,93.0,98.9,-39.4,41.0,25.902,67.1,76.19,14.4,36.032,8.3,109.1,41.6,103.3,46.8,28.0,12.6,8.029,91.1,7.9,7.6,0.186,10.3,0.372,59.2,9.21,99.1,0.08,93.9,0.917,81.8
66,Brice Matthews,HOU,CF,23.0,23.543,85.8,498,0.94,63.6,62.3,65.5,43.5,40.2,78.5,85.7,21.0,14.2,49.8,48.7,32.2,23.9,50.0,46.0,85.5,93.0,-41.7,35.5,23.651,79.3,74.528,8.7,35.348,9.6,112.8,87.1,105.8,79.5,41.1,65.7,6.426,80.8,17.3,54.9,0.216,33.2,0.412,78.0,7.882,93.5,0.082,94.9,0.788,59.4
67,Jacob Berry,MIA,3B,24.0,24.405,72.5,469,0.9,58.3,61.6,64.7,64.8,72.5,50.9,53.9,76.9,83.0,63.9,77.8,70.8,78.8,69.6,86.6,67.0,71.1,-26.8,72.8,29.592,39.4,89.425,90.6,21.23,82.8,109.5,48.3,103.0,41.8,36.3,43.7,3.838,48.6,19.7,69.5,0.239,63.3,0.364,55.9,5.529,58.4,0.058,84.2,0.771,56.7
68,Owen Caissie,MIA,RF,22.0,23.231,89.1,433,0.96,66.8,61.5,64.2,43.4,39.9,90.6,96.9,61.2,63.9,75.9,92.3,52.3,53.4,46.0,35.6,33.3,25.7,-42.6,32.7,26.809,60.3,81.658,46.5,28.313,44.9,113.3,90.4,107.9,94.0,53.2,95.5,9.7,96.7,17.2,54.4,0.249,75.8,0.496,95.2,4.496,37.4,0.012,33.4,0.556,26.5
69,James Triantos,CHC,2B,22.0,22.669,93.7,444,0.9,58.3,60.8,63.6,63.1,68.7,34.2,28.1,72.9,78.2,53.6,56.2,68.0,76.5,70.3,87.2,74.8,80.2,-23.2,80.0,34.262,15.5,87.719,86.1,18.317,92.2,109.2,43.9,102.7,38.6,34.8,37.3,2.477,29.2,13.5,32.6,0.236,59.8,0.326,31.7,6.813,81.0,0.063,87.2,0.737,47.6
70,Tommy Troy,ARI,LF,23.0,23.702,83.2,182,0.9,58.3,60.3,63.1,80.9,88.7,19.5,11.5,88.2,92.3,53.8,56.6,84.6,93.9,73.1,89.8,50.3,49.7,-20.9,84.6,25.872,67.8,91.192,96.3,18.794,91.3,105.6,8.1,100.9,17.9,30.5,17.8,1.099,8.7,16.0,46.9,0.254,80.1,0.334,35.6,5.617,59.5,0.016,39.0,0.75,51.3
71,Francisco Alvarez,NYM,C,23.0,23.863,81.8,107,1.33,94.4,60.2,62.6,11.4,3.3,88.7,95.0,25.0,17.4,56.8,62.3,18.2,7.6,14.7,2.7,7.8,6.4,-51.3,12.9,34.686,13.5,72.566,5.4,37.681,4.6,111.8,78.9,109.2,98.5,55.0,97.6,12.15,98.9,13.4,31.8,0.225,44.6,0.576,98.7,1.42,6.3,0.0,8.8,0.0,8.8
72,Colby Thomas,ATH,RF,24.0,24.676,69.9,384,1.04,77.5,60.0,62.0,23.0,14.5,76.6,83.2,57.5,59.0,67.0,82.7,40.2,37.5,42.0,29.9,45.6,42.0,-45.3,23.2,33.803,17.1,82.863,56.6,30.483,31.6,115.9,98.1,105.0,70.5,41.0,65.1,5.99,76.7,16.9,53.2,0.235,58.4,0.406,75.4,5.472,57.3,0.018,42.8,0.636,31.0
73,Spencer Jones,NYY,CF,24.0,24.381,73.3,298,1.02,74.6,59.9,61.5,4.5,1.1,93.1,98.7,29.6,26.1,61.4,74.5,17.0,6.4,39.3,26.2,83.7,90.4,-64.5,2.9,36.389,8.7,66.582,0.9,41.501,2.2,114.4,95.6,108.4,96.0,54.7,97.4,9.396,96.3,18.9,66.4,0.235,58.4,0.515,96.3,7.527,89.1,0.064,87.7,0.826,69.5
74,Kahlil Watson,CLE,RF,22.0,22.459,95.6,176,0.96,66.8,59.4,61.0,27.4,20.0,74.9,81.9,26.7,21.4,50.8,49.9,27.0,16.7,43.5,32.6,76.3,82.9,-40.9,37.5,32.869,21.8,76.699,15.7,35.185,10.5,111.0,71.6,104.4,64.1,49.0,90.8,6.25,79.3,22.1,81.3,0.22,37.7,0.409,76.6,6.414,73.4,0.057,83.2,0.833,71.1
75,Hao-Yu  Lee,DET,2B,22.0,22.656,93.9,579,0.81,42.8,58.5,60.4,65.0,72.9,71.3,77.3,54.6,55.8,63.0,76.7,59.8,64.3,64.8,79.7,74.7,79.7,-30.6,63.4,25.556,70.3,81.627,46.0,25.56,61.2,112.2,83.2,105.4,74.9,44.8,80.6,5.872,75.2,10.8,19.0,0.239,63.3,0.411,77.5,7.31,87.8,0.038,66.0,0.815,65.8
76,Christian Moore,LAA,2B,22.0,22.943,91.7,138,0.95,65.2,57.6,59.6,24.4,16.9,74.8,81.6,35.7,33.0,55.2,58.8,30.0,21.2,43.4,32.1,70.0,72.7,-47.9,18.5,29.644,39.0,77.005,17.6,33.588,17.2,111.3,73.2,106.1,82.6,41.5,69.0,7.246,86.4,9.8,15.0,0.231,53.7,0.415,78.9,7.133,85.8,0.029,57.8,0.8,61.8
77,Nasim Nuñez,WSN,2B,24.0,25.117,61.8,232,0.97,68.2,57.6,59.6,47.1,45.5,26.3,19.2,26.0,20.0,26.2,10.6,36.6,32.1,53.5,53.5,87.4,95.5,-39.2,41.7,26.443,63.2,75.168,10.2,29.546,36.2,111.5,75.2,102.3,34.1,29.7,16.2,0.862,7.4,12.2,25.1,0.223,41.9,0.278,11.4,6.987,84.1,0.155,100.0,0.857,75.1
78,Everson Pereira,CHW,RF,24.0,24.474,72.3,348,1.0,72.2,57.3,58.8,28.8,21.9,83.2,90.2,28.5,24.2,55.8,59.6,28.6,18.5,31.5,12.0,37.3,29.9,-45.0,25.2,27.666,52.5,70.538,3.3,40.03,2.4,112.9,88.3,106.3,84.4,50.0,92.2,8.046,91.5,12.1,24.6,0.231,53.7,0.471,92.8,1.129,3.7,0.026,54.3,0.818,67.1
79,RJ Schreck,TOR,LF,24.0,25.218,59.9,234,0.85,48.4,56.3,58.3,79.0,86.8,56.6,59.5,44.6,43.7,50.6,49.7,61.8,67.8,56.8,61.0,46.7,43.3,-25.6,74.9,21.98,86.5,81.911,49.9,22.277,78.2,109.4,46.7,103.3,46.8,28.3,13.7,4.274,54.0,23.0,85.0,0.221,39.2,0.379,64.4,4.29,34.0,0.009,29.4,1.0,91.4
80,CJ Kayfus,CLE,LF,23.0,23.923,80.8,289,0.91,60.2,56.1,57.5,37.4,31.9,76.0,82.6,69.4,75.9,72.7,88.7,53.4,55.7,48.0,40.1,37.3,29.9,-43.2,30.9,29.382,40.5,83.656,63.0,27.747,49.0,110.4,63.7,104.5,65.5,47.1,87.5,6.574,81.5,21.1,75.4,0.249,75.8,0.445,86.8,5.088,49.5,0.007,24.9,0.667,35.3
81,Bryce Eldridge,SFG,DH,20.0,20.945,99.3,286,0.94,63.6,56.1,57.5,22.2,13.4,89.3,95.8,67.8,73.1,78.6,95.4,45.0,44.1,40.9,28.9,32.6,25.1,-51.8,12.6,29.224,41.8,81.739,47.9,33.706,16.6,114.6,96.3,108.4,96.0,63.5,100.0,9.79,97.2,11.8,22.8,0.262,87.7,0.526,96.9,1.751,8.3,0.003,18.4,1.0,91.4
82,Alejandro Osuna,TEX,LF,22.0,22.973,91.5,67,0.78,40.1,55.9,56.7,90.5,96.0,21.4,13.3,96.2,98.3,58.8,66.7,93.4,99.1,78.8,94.7,49.8,48.7,-5.9,98.7,25.287,72.1,90.54,94.7,13.559,97.8,107.4,22.5,102.7,38.6,26.3,8.5,0.0,2.4,10.5,17.4,0.29,97.7,0.34,40.3,4.173,32.2,0.06,85.8,0.571,27.5
83,Jase Bowen,SDP,RF,24.0,25.076,62.0,145,0.95,65.2,55.8,56.1,34.0,27.1,56.5,59.3,33.0,30.1,44.8,37.4,33.5,26.4,45.9,34.8,70.8,75.7,-36.5,48.9,35.172,12.2,80.864,42.2,31.061,29.4,109.4,46.7,103.9,57.2,34.4,35.5,5.517,69.9,13.0,29.2,0.206,23.7,0.362,54.2,6.947,83.4,0.048,76.7,0.7,42.5
84,Kyle Karros,COL,3B,22.0,23.181,90.0,68,0.86,50.3,55.6,55.6,69.9,77.5,54.1,56.9,94.6,97.4,74.4,91.1,82.2,91.0,60.2,67.4,16.0,15.5,-27.8,70.8,26.667,61.7,93.103,98.5,21.849,80.0,108.0,28.5,103.9,57.2,40.0,59.9,4.412,55.6,18.0,60.5,0.268,90.6,0.386,67.2,3.756,26.8,0.0,8.8,0.0,8.8
85,Jose Ramos,NYM,CF,24.0,24.745,68.6,167,0.95,65.2,55.0,55.1,29.1,22.4,71.4,77.6,44.1,42.5,57.8,64.5,36.6,32.1,40.8,28.3,49.2,46.3,-52.0,12.0,25.74,69.1,73.206,6.3,34.797,12.0,110.9,70.3,104.7,67.4,41.2,66.3,5.988,76.5,12.0,23.7,0.256,81.9,0.457,90.8,6.304,71.7,0.012,33.4,0.667,35.3
86,Max Anderson,DET,2B,23.0,23.587,85.2,147,0.88,54.0,53.8,54.5,44.0,41.7,63.2,67.3,60.2,62.2,61.7,75.3,52.1,53.2,49.7,43.6,44.8,41.2,-32.6,58.8,34.909,12.6,77.828,20.9,26.814,54.2,107.2,19.8,103.8,56.0,45.8,84.4,6.122,77.9,14.0,34.6,0.301,99.6,0.489,94.9,4.237,33.1,0.007,24.9,1.0,91.4
87,Euribiel Angeles,ATH,3B,23.0,23.389,87.1,165,0.86,50.3,53.7,54.0,70.0,77.9,16.6,7.8,75.8,81.2,46.2,40.7,72.9,81.5,65.5,81.6,50.8,50.3,-12.1,94.8,35.069,12.4,90.0,93.1,17.132,94.3,108.9,38.7,101.9,29.4,27.5,11.0,0.0,2.4,11.4,21.0,0.235,58.4,0.273,8.7,4.802,42.7,0.024,52.1,0.8,61.8
88,Yohendrick Pinango,TOR,LF,23.0,23.4,86.9,341,0.75,35.6,53.5,53.2,76.0,83.0,66.3,71.5,73.9,79.5,70.1,86.5,75.0,83.9,62.4,73.3,37.3,29.9,-25.6,74.9,25.524,70.6,87.146,84.5,20.206,87.1,115.4,97.4,108.8,97.1,47.8,89.1,3.519,43.6,17.4,55.6,0.239,63.3,0.366,57.2,3.134,20.0,0.003,18.4,1.0,91.4
89,Gabriel Gonzalez,MIN,RF,21.0,21.739,98.0,148,0.94,63.6,53.5,53.2,39.6,35.1,50.9,53.9,64.1,68.0,57.5,63.4,51.8,52.6,42.0,29.9,22.2,19.3,-31.7,61.0,37.013,6.8,84.615,69.8,30.0,35.1,110.1,60.5,102.6,37.0,34.6,36.5,4.73,59.8,13.8,33.6,0.235,58.4,0.353,48.1,2.037,9.6,0.014,36.4,0.5,22.5
90,Jorge Barrosa,ARI,CF,24.0,24.616,70.3,456,0.89,56.1,53.3,52.4,53.6,57.7,37.6,33.1,64.6,69.0,51.1,50.3,59.1,63.4,55.2,58.3,47.5,44.4,-29.8,65.5,32.805,22.4,84.178,65.8,24.029,70.6,110.2,61.9,101.5,24.4,31.5,22.7,1.974,22.2,22.3,82.2,0.239,63.3,0.329,33.4,5.017,48.4,0.022,48.4,0.714,44.7
91,Eddys Leonard,MIL,SS,24.0,24.887,65.6,494,0.81,42.8,52.7,51.9,52.1,55.6,80.8,88.2,68.2,73.7,74.5,91.6,60.2,65.0,55.0,57.8,44.7,40.4,-31.1,62.5,29.948,37.0,82.942,58.0,27.784,48.8,114.5,96.1,106.0,81.6,39.8,58.6,5.87,74.7,21.2,75.9,0.251,78.5,0.42,80.1,4.852,44.7,0.022,48.4,0.688,39.6
92,Grant McCray,SFG,CF,24.0,24.813,67.2,510,0.85,48.4,52.5,51.3,39.2,34.1,63.5,67.6,29.6,26.1,46.6,42.3,34.4,27.6,51.1,48.4,84.4,91.4,-43.4,30.1,26.372,64.3,78.218,22.9,32.139,24.4,113.4,91.3,105.2,72.1,42.7,74.0,5.098,64.5,12.3,25.5,0.219,36.4,0.354,49.2,7.621,90.2,0.053,80.5,0.9,80.7
93,Travis Bazzana,CLE,2B,22.0,23.091,90.8,120,0.77,39.0,52.2,50.8,77.3,84.5,49.0,50.4,29.2,25.7,39.1,27.0,53.2,54.9,52.6,50.5,51.2,51.3,-29.2,66.9,14.741,99.8,82.432,53.8,24.324,69.4,109.2,43.9,101.8,28.3,39.7,57.8,5.833,74.0,12.1,24.6,0.17,4.7,0.34,40.3,6.169,69.9,0.017,41.2,0.667,35.3
94,Osleivis Basabe,SFG,SS,24.0,25.046,62.9,477,0.84,46.8,51.8,50.3,53.6,57.7,49.4,51.4,73.2,78.6,61.3,74.0,63.4,69.6,60.1,66.0,53.6,54.0,-28.3,69.5,37.246,6.3,87.619,85.8,20.585,85.0,112.1,82.1,103.9,57.2,38.6,53.6,2.935,36.2,15.9,46.5,0.237,60.7,0.338,39.1,5.225,52.5,0.015,37.2,0.875,78.3
95,Nick Yorke,PIT,3B,23.0,23.496,86.0,440,0.84,46.8,51.3,49.7,47.6,46.3,47.6,48.8,59.0,60.6,53.3,55.1,53.3,55.3,55.5,58.8,59.8,61.0,-35.8,50.2,30.994,32.5,82.266,52.5,25.223,63.8,112.9,88.3,104.2,61.2,36.5,44.9,2.727,32.1,12.5,26.7,0.24,65.6,0.337,38.1,5.684,60.3,0.039,67.6,0.739,48.1
96,Curtis Mead,WSN,3B,24.0,24.928,64.8,69,0.88,54.0,50.9,49.2,49.0,49.3,71.9,78.0,60.6,62.9,66.2,81.2,54.8,57.7,40.0,27.3,10.5,10.7,-39.1,42.3,28.75,45.5,79.546,31.3,23.881,71.0,109.2,43.9,105.3,73.3,46.5,85.8,7.246,86.4,11.6,21.6,0.266,89.8,0.486,94.4,2.435,13.0,0.0,8.8,0.0,8.8
97,Sammy Siani,SEA,CF,24.0,24.794,68.1,104,0.88,54.0,50.6,48.1,62.7,68.0,30.4,24.0,37.2,34.0,33.8,20.8,50.0,50.5,46.0,35.6,38.2,31.6,-29.8,65.5,26.316,64.9,80.62,39.2,27.174,52.5,106.1,10.1,100.0,9.6,31.9,24.4,2.885,34.6,17.5,56.4,0.218,35.3,0.349,46.0,4.089,30.9,0.029,57.8,0.5,22.5
98,Jace Jung,DET,3B,24.0,24.988,64.2,495,0.83,45.2,50.6,48.1,59.2,65.4,80.9,88.6,34.9,32.0,57.9,64.7,47.0,46.4,39.1,25.7,23.1,19.8,-34.8,52.8,23.104,81.7,78.428,23.7,28.775,41.2,111.7,77.6,104.7,67.4,46.8,86.3,7.273,87.1,22.7,83.9,0.226,46.1,0.432,83.7,3.058,19.6,0.008,27.5,0.5,22.5
99,Tre' Morgan,TBR,1B,22.0,23.209,89.5,402,0.83,45.2,50.6,48.1,65.3,73.5,39.5,35.5,41.1,39.4,40.3,28.9,53.2,54.9,49.9,45.2,43.2,38.5,-22.5,81.4,28.302,48.4,75.32,10.7,27.556,50.5,108.9,38.7,101.9,29.4,37.4,48.0,2.736,32.6,18.8,65.8,0.245,71.4,0.353,48.1,4.894,46.0,0.02,45.7,0.667,35.3
100,Denzer Guzman,LAA,3B,21.0,21.643,98.5,153,0.86,50.3,50.5,47.1,42.1,37.8,38.3,34.1,29.1,25.4,33.7,20.5,35.6,30.0,47.2,38.5,70.4,73.8,-45.1,24.5,24.194,77.6,78.922,27.2,30.466,32.7,107.0,17.0,101.4,23.2,33.3,29.4,3.268,41.0,27.9,96.1,0.214,31.0,0.335,36.6,5.621,59.7,0.039,67.6,1.0,91.4
101,Matthew Etzel,MIA,LF,23.0,23.42,86.7,121,0.76,37.4,50.4,46.5,63.2,69.3,42.3,41.1,50.9,50.8,46.6,42.3,57.0,61.2,60.0,64.7,65.8,67.6,-34.8,52.8,24.701,74.5,83.425,61.4,23.457,72.3,110.0,59.0,100.7,15.4,33.3,29.4,3.306,41.4,25.0,91.7,0.222,40.4,0.322,29.3,4.778,42.0,0.074,92.0,0.818,67.1
102,Andrew Pinckney,WSN,LF,24.0,24.813,67.2,509,0.84,46.8,49.8,46.0,24.1,16.6,74.0,80.2,31.3,28.3,52.6,53.7,27.7,17.9,46.2,36.4,83.3,89.8,-49.6,16.2,28.761,45.1,77.759,20.7,34.778,12.2,116.6,99.1,107.7,92.9,40.3,60.8,6.09,77.6,8.2,8.8,0.223,41.9,0.376,62.1,6.825,81.3,0.067,89.6,0.872,77.5
103,Henry Bolte,ATH,CF,21.0,22.157,97.2,141,0.82,44.4,49.7,45.5,31.2,24.4,44.9,44.9,32.5,29.8,38.7,26.6,31.8,22.8,53.3,52.9,96.1,100.0,-53.9,9.8,23.97,78.0,80.702,39.9,34.043,14.4,111.6,76.4,107.3,91.0,42.5,73.5,2.837,34.0,4.1,0.9,0.207,25.1,0.298,17.5,8.987,98.5,0.092,96.8,1.0,91.4
104,Karson Simas,CHC,SS,24.0,24.331,74.0,69,0.88,54.0,49.5,44.9,33.2,26.6,23.3,16.1,88.4,92.8,55.8,59.6,60.8,66.2,61.4,69.0,62.6,63.1,-43.4,30.1,34.307,15.3,92.0,97.8,24.59,68.0,106.8,15.3,102.9,40.8,33.3,29.4,1.449,12.4,14.3,36.1,0.252,79.1,0.317,27.0,4.831,44.2,0.058,84.2,0.8,61.8
105,Bryan Ramos,BAL,3B,23.0,23.554,85.5,431,0.76,37.4,49.1,44.4,59.1,65.1,54.1,56.9,35.6,32.6,44.8,37.4,47.4,47.3,50.8,47.3,57.6,56.7,-34.9,52.2,24.284,76.7,80.705,40.1,27.604,50.1,110.4,63.7,103.1,43.2,39.5,57.5,4.408,55.3,16.4,49.2,0.214,31.0,0.364,55.9,5.479,58.0,0.03,59.4,0.765,54.5
106,Jonatan Clase,TOR,LF,23.0,23.357,87.3,352,0.76,37.4,49.0,43.9,50.4,52.5,40.6,37.5,51.3,51.6,46.0,39.5,50.8,51.2,60.1,66.0,78.7,85.0,-41.3,36.8,25.895,67.3,86.079,78.9,25.848,59.3,109.4,46.7,103.1,43.2,33.9,31.5,3.125,38.0,15.7,45.3,0.206,23.7,0.333,35.1,5.828,63.2,0.085,95.7,0.882,79.7
107,Jhostynxon Garcia,PIT,RF,22.0,22.804,92.6,351,0.88,54.0,48.8,43.3,13.4,4.4,73.3,79.5,31.6,29.1,52.4,53.1,22.5,11.3,34.8,17.9,59.4,59.9,-50.5,14.6,35.379,11.1,76.658,15.3,34.218,13.9,110.2,61.9,104.9,69.7,34.4,35.5,6.268,79.7,20.2,71.0,0.227,47.8,0.408,76.0,5.931,65.7,0.009,29.4,1.0,91.4
108,Thomas Saggese,STL,LF,23.0,23.474,86.2,189,0.86,50.3,48.3,42.8,40.4,35.5,49.0,50.4,51.8,52.1,50.4,49.3,46.1,45.2,43.2,31.6,37.4,31.0,-35.4,50.8,33.411,19.6,78.099,22.7,28.238,45.5,110.1,60.5,102.6,37.0,41.2,66.3,3.704,46.5,11.7,22.1,0.255,81.0,0.388,67.9,3.956,29.4,0.026,54.3,0.556,26.5
109,Emmanuel Rodriguez,MIN,CF,22.0,22.587,94.5,212,0.75,35.6,48.1,42.2,48.2,47.5,69.9,76.7,15.6,9.6,42.8,32.9,31.9,23.1,43.0,31.0,65.2,66.8,-42.0,34.9,17.22,98.7,73.122,6.1,37.202,5.9,113.6,93.0,109.0,98.3,46.9,86.6,5.66,71.8,8.0,8.3,0.207,25.1,0.36,52.1,6.036,67.8,0.042,72.2,0.75,51.3
110,Ryan Clifford,NYM,1B,21.0,22.198,96.7,142,0.69,28.3,48.0,41.7,57.8,62.6,84.8,91.5,63.6,67.4,74.2,90.5,60.7,65.8,50.8,47.3,31.0,23.5,-33.7,55.6,24.834,73.6,85.256,73.5,29.004,39.7,111.0,71.6,107.4,91.9,53.1,95.2,7.042,85.2,22.2,81.8,0.231,53.7,0.454,90.4,2.963,18.7,0.021,46.8,0.6,28.6
111,Walker Jenkins,MIN,OF,20.0,20.611,99.8,102,0.69,28.3,47.9,40.9,34.7,27.9,78.0,84.7,56.2,56.6,67.1,83.0,45.4,44.7,57.8,62.0,82.4,89.0,-42.2,34.1,33.79,17.4,81.538,45.3,25.49,62.1,110.1,60.5,103.7,54.1,43.8,77.2,9.804,97.4,16.7,51.7,0.241,67.2,0.477,93.5,7.613,89.8,0.039,67.6,1.0,91.4
112,Tyler Black,MIL,DH,24.0,25.18,60.7,268,0.81,42.8,47.9,40.9,58.6,64.1,20.1,11.8,15.2,9.4,17.6,3.7,36.9,32.8,53.8,54.0,87.5,96.3,-37.0,47.2,21.053,88.3,78.571,25.1,28.628,42.5,108.0,28.5,102.1,31.6,31.3,21.9,1.866,20.3,10.5,17.4,0.171,5.3,0.236,3.4,7.207,86.3,0.082,94.9,0.88,79.1
