Rank,Name,Team,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,RawPower,PowAge,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
261,Yohendry Sanchez,SFG,19.0,19.781,47.0,79,1.19,79.2,45.8,37.0,87.4,97.6,8.3,2.4,32.8,15.3,20.5,6.5,60.1,69.3,57.3,68.5,51.6,47.1,2.6,24.8,3.8,99.5,25.478,80.7,79.012,61.4,26.446,67.1,85.1,2.4,85.1,2.9,0.0,4.3,0.0,30.8,4.898,29.0,0.038,48.8,1.0,91.7
262,Ronny Ugarte,COL,21.0,21.695,8.7,244,1.28,84.4,45.8,37.0,57.9,62.1,76.5,81.9,40.9,30.0,58.7,63.3,49.4,48.8,45.9,39.1,38.9,31.2,78.2,43.4,-29.9,58.7,31.461,52.7,75.709,46.4,27.603,63.8,108.4,80.6,103.2,74.6,26.9,35.4,0.8,72.0,4.662,26.1,0.008,15.8,1.0,91.7
263,Starlin Mieses,BAL,18.0,18.437,93.5,89,-0.21,0.2,45.8,37.0,14.2,4.8,47.7,47.7,20.8,6.5,34.2,21.0,17.5,2.2,24.3,4.3,38.0,29.8,38.3,65.9,-53.9,12.7,38.484,19.6,53.571,1.2,40.741,10.1,102.0,31.6,100.6,48.3,29.7,40.5,1.1,78.9,4.268,21.3,0.011,18.8,1.0,91.7
264,Samil Dishmey,LAA,20.0,20.663,25.6,80,1.09,70.9,45.7,36.5,41.7,38.6,65.6,69.7,48.9,47.6,57.2,60.4,45.3,39.5,47.3,43.4,51.3,46.6,78.3,52.0,-33.8,50.8,42.739,9.2,73.81,40.3,26.389,67.6,111.0,94.4,101.3,54.1,36.4,57.5,0.0,30.8,6.596,53.4,0.012,20.0,1.0,91.7
265,Cam Lee,BAL,20.0,20.841,19.6,130,1.67,96.4,45.6,36.0,70.6,77.1,27.2,23.4,46.8,42.3,37.0,26.1,58.7,66.2,69.9,89.3,92.3,99.2,26.9,23.2,0.0,98.7,45.19,4.8,82.5,79.0,13.93,98.8,101.7,28.9,97.3,23.8,15.2,14.5,0.0,30.8,9.0,93.7,0.231,99.0,0.938,80.7
266,Victor Leal,MIN,19.0,19.893,41.1,110,0.64,32.5,45.6,36.0,84.6,94.9,21.8,17.1,43.5,35.0,32.6,19.1,64.0,77.8,50.2,50.0,22.4,17.9,20.2,30.6,-14.5,89.0,27.574,73.2,82.051,75.8,20.134,90.6,100.6,22.5,95.4,16.7,11.1,11.2,0.0,30.8,3.147,10.9,0.018,28.1,0.667,32.7
267,Pedro Roque,KCR,20.0,20.665,25.4,108,0.95,59.4,45.6,36.0,49.7,49.9,54.3,55.9,46.2,40.3,50.2,48.3,48.0,45.4,52.9,57.0,62.8,66.2,47.4,36.4,-34.3,48.9,28.689,66.4,71.134,25.1,35.542,26.8,103.5,41.3,101.5,56.6,40.0,67.3,0.9,75.6,8.111,80.9,0.056,63.6,0.667,32.7
268,Malachai Halterman,MIL,19.0,19.65,52.4,129,0.47,17.4,45.5,35.5,11.5,2.9,72.6,78.4,40.2,28.7,56.4,58.7,25.8,7.7,35.1,15.0,53.6,50.0,71.1,61.8,-64.3,3.7,35.492,31.2,58.108,1.9,49.289,1.4,106.5,64.7,104.3,80.8,46.4,78.5,0.8,72.0,5.931,44.0,0.078,74.6,0.714,39.7
269,Yilber Herrera,MIN,21.0,21.596,8.9,135,0.81,45.5,45.3,34.9,75.4,85.0,42.2,38.2,41.6,31.2,41.9,33.1,58.5,65.6,63.8,80.9,74.3,82.1,49.2,29.0,-23.0,75.2,28.125,68.6,79.57,64.0,22.01,86.0,106.6,65.6,97.6,24.6,19.4,19.1,0.0,30.8,7.612,72.0,0.104,86.6,0.824,60.9
270,Eliezer Rivero,LAA,21.0,21.396,10.6,107,1.32,86.5,45.3,34.9,36.2,30.3,82.2,87.2,58.2,68.2,70.2,85.7,47.2,44.2,46.0,39.5,43.6,37.8,76.7,43.6,-33.6,51.3,38.623,18.8,76.19,49.2,36.047,24.6,107.2,70.9,105.0,85.3,40.0,67.3,4.7,98.8,7.174,62.8,0.019,29.3,0.667,32.7
271,Darling Fernandez,ATH,20.0,20.695,23.4,142,0.6,29.3,45.3,34.9,71.3,78.3,44.3,41.3,35.6,18.7,40.0,29.7,53.4,56.9,52.9,57.0,51.7,47.7,51.5,37.4,-28.9,61.8,23.776,87.2,77.914,57.2,25.541,71.3,106.8,66.9,98.1,28.5,14.3,14.1,0.0,30.8,6.86,58.7,0.007,15.1,1.0,91.7
272,Arlenn Manzanillo,ATL,18.0,18.954,77.1,94,0.18,3.6,45.3,34.9,28.1,18.6,40.7,36.2,30.3,12.7,35.5,23.2,29.2,12.2,33.7,13.2,42.7,36.0,44.1,60.6,-42.6,32.5,45.349,4.6,69.231,17.4,30.247,52.2,104.2,47.8,99.5,38.6,31.2,43.2,0.0,30.8,5.16,33.1,0.011,18.8,1.0,91.7
273,Jhojan Downer,SDP,19.0,19.201,69.1,132,0.51,20.3,44.9,34.2,27.5,17.6,42.4,38.9,40.8,29.6,41.6,32.2,34.2,20.0,36.2,16.9,40.3,33.6,45.5,57.3,-51.5,15.7,30.312,58.5,67.939,14.3,40.444,10.6,104.1,46.4,100.1,44.2,40.0,67.3,0.0,30.8,5.016,31.6,0.045,55.6,0.667,32.7
274,Jonathan Rivero,PIT,20.0,20.682,23.9,116,0.79,44.4,44.9,34.2,64.1,69.1,54.7,57.5,53.6,58.6,54.2,55.6,58.8,66.4,43.2,32.2,11.9,10.9,54.1,39.0,-18.1,83.6,41.27,13.0,81.034,70.5,19.474,91.8,107.4,72.8,97.9,26.1,27.5,36.8,0.9,75.6,4.156,20.3,0.0,6.3,0.0,6.3
275,Gabriel Rodriguez,PIT,18.0,18.902,80.7,164,0.28,7.1,44.8,33.8,32.6,24.0,31.3,26.1,25.4,10.4,28.4,15.2,29.0,11.5,35.4,15.7,48.3,44.0,32.2,56.4,-43.9,29.7,37.008,25.8,72.632,31.9,30.657,50.0,102.7,35.6,98.0,27.2,19.1,18.8,0.0,30.8,6.415,50.7,0.037,47.6,0.75,45.4
276,Mayki De La Rosa,ARI,18.0,18.59,87.7,66,0.75,40.7,44.7,33.5,34.0,26.7,30.0,25.4,20.0,6.3,25.0,10.0,27.0,8.7,30.6,8.5,37.7,28.4,28.9,58.3,-56.1,10.3,22.174,92.3,65.138,8.5,43.125,5.6,101.1,25.4,98.9,34.2,25.0,31.4,0.0,30.8,2.328,4.8,0.048,56.8,0.833,63.5
277,Jose Ramos,ATH,19.0,19.888,41.8,179,1.11,72.6,44.7,33.5,13.5,4.6,72.3,77.8,35.4,17.9,53.8,54.3,24.4,6.3,41.3,27.3,75.1,82.6,84.6,63.2,-58.7,7.6,37.413,23.9,64.706,7.4,39.633,12.6,110.7,92.0,103.1,73.4,38.9,63.5,0.0,30.8,8.448,86.5,0.084,77.1,0.789,54.0
278,John Cruz,MIA,20.0,20.977,14.0,166,0.98,62.6,44.6,32.9,77.3,87.4,44.6,42.1,59.2,70.7,51.9,50.2,68.2,85.7,51.3,53.1,17.5,15.0,48.8,31.4,-22.3,76.7,25.128,82.1,80.645,68.5,25.524,71.5,104.7,51.9,100.1,44.2,33.3,49.9,0.0,30.8,2.87,9.7,0.018,28.1,0.429,15.3
279,Efren Teran,CHW,19.0,19.795,45.4,44,1.1,71.7,44.6,32.9,58.3,62.6,21.9,17.4,83.6,96.9,52.8,52.7,70.9,90.0,49.7,48.9,7.1,6.0,18.5,32.0,-29.5,59.9,36.0,29.1,97.561,99.8,14.706,98.2,98.0,14.1,97.7,25.2,40.0,67.3,0.0,30.8,2.677,8.2,0.0,6.3,0.0,6.3
280,Dalton Davis,SEA,25.0,25.843,0.5,113,1.34,87.8,44.6,32.9,85.0,95.5,36.0,31.3,58.4,68.7,47.2,42.1,71.7,91.3,66.0,84.5,54.7,51.7,25.8,13.2,-17.7,84.2,25.728,80.0,86.232,91.8,17.801,94.7,101.0,24.9,98.0,27.2,22.2,25.1,0.9,75.6,5.752,40.6,0.035,44.4,1.0,91.7
281,Bryan Arendt,ATH,23.0,23.379,2.7,57,0.77,42.3,44.4,32.4,57.4,60.1,68.4,72.7,45.5,38.2,57.0,59.7,51.4,52.2,52.5,55.7,54.6,51.3,78.7,40.7,-28.1,63.8,28.244,67.9,74.138,41.1,35.789,25.8,108.7,82.2,103.1,73.4,33.3,49.9,0.0,30.8,4.627,25.4,0.053,61.5,1.0,91.7
282,Brayan Cortesia,WSN,18.0,18.768,83.8,176,0.59,28.5,44.2,32.0,36.4,30.7,7.3,1.4,35.6,18.7,21.4,7.0,36.0,22.0,47.4,44.0,70.2,78.5,1.4,42.6,-44.3,29.2,31.67,51.7,80.0,66.8,34.7,31.2,79.3,1.4,77.1,1.4,0.0,4.3,0.0,30.8,6.785,57.4,0.114,89.6,0.833,63.5
283,Landon Hodge,CHW,19.0,19.504,58.5,130,0.44,14.0,44.2,32.0,40.9,37.4,33.7,28.0,38.6,25.6,36.2,25.2,39.8,28.1,43.7,34.2,51.6,47.1,32.8,45.6,-52.3,14.5,14.426,100.0,65.68,9.9,37.559,18.4,101.3,26.3,99.9,42.6,40.0,67.3,0.0,30.8,7.196,64.0,0.046,56.0,0.6,25.6
284,Carlos Gonzalez,SEA,22.0,22.752,4.3,54,0.4,11.8,44.1,31.6,64.9,70.4,54.5,56.6,58.7,69.6,56.6,59.1,61.8,74.4,55.8,65.7,43.9,38.2,57.3,30.8,-22.2,77.2,31.481,52.4,72.727,32.6,30.0,52.9,104.0,44.8,103.4,76.0,50.0,84.8,0.0,30.8,4.725,26.8,0.019,29.3,1.0,91.7
285,Luis Freitez,ATH,23.0,23.264,2.9,121,1.07,69.1,44.0,31.0,72.1,80.2,46.0,45.7,53.4,58.0,49.7,47.5,62.8,75.8,61.1,75.8,57.8,55.6,40.3,21.6,-25.6,69.6,28.992,64.7,84.496,85.7,20.707,89.4,103.9,43.7,99.1,35.3,20.0,21.0,0.8,72.0,7.251,64.3,0.017,26.1,1.0,91.7
286,Luis De Leon,SDP,20.0,20.616,26.6,210,0.7,36.7,44.0,31.0,60.6,65.7,38.4,33.3,42.7,33.3,40.6,30.7,51.6,52.7,55.0,63.6,61.7,63.6,40.6,33.6,-33.8,50.8,26.226,77.3,79.227,61.8,28.267,60.1,103.6,42.0,99.5,38.6,21.1,23.6,0.0,30.8,7.341,66.9,0.067,69.9,0.737,42.0
287,Christofer Reyes,NYY,18.0,18.995,76.1,77,0.71,37.8,44.0,31.0,36.2,30.3,23.8,19.3,24.8,9.2,24.3,9.4,30.5,15.0,41.1,26.8,62.3,65.3,22.0,49.0,-41.6,34.8,32.558,47.2,72.0,28.7,36.364,23.1,100.4,22.0,97.0,22.0,20.0,21.0,0.0,30.8,6.515,52.2,0.091,81.4,0.778,51.8
288,Dawson Willis,SDP,22.0,22.376,5.8,67,1.3,85.5,44.0,31.0,33.3,25.1,85.0,90.5,47.8,45.3,66.4,79.7,40.6,30.6,46.5,40.8,58.3,56.3,84.4,45.1,-44.8,27.5,33.987,40.3,69.697,18.8,33.051,37.4,108.7,82.2,105.2,87.8,44.4,76.7,1.5,85.1,7.459,68.8,0.045,55.6,0.75,45.4
289,Ezequiel Pena,CHC,19.0,19.934,39.4,94,0.6,29.3,43.9,30.4,41.9,39.0,51.5,53.1,63.0,77.4,57.2,60.4,52.4,55.2,39.1,22.5,12.3,11.4,57.0,48.2,-40.4,38.0,35.206,33.6,83.636,83.7,27.517,64.3,105.8,58.2,101.4,55.2,30.8,42.3,0.0,30.8,2.529,6.5,0.011,18.8,0.167,12.6
290,Yimy Tovar,SDP,20.0,20.372,31.4,64,1.59,95.2,43.8,30.1,65.2,71.4,16.5,12.2,41.9,31.6,29.2,16.3,53.6,57.2,66.5,85.5,92.4,99.5,13.1,22.2,-20.3,80.3,37.342,24.4,81.818,73.6,21.053,88.6,98.0,14.1,93.7,11.7,10.0,10.3,0.0,30.8,8.771,91.8,0.141,93.5,1.0,91.7
291,Rodny Rosario,CLE,18.0,18.749,84.5,128,0.4,11.8,43.8,30.1,32.9,24.6,28.6,24.2,9.6,2.1,19.1,6.0,21.2,3.9,33.7,13.2,58.6,57.0,28.2,56.4,-50.0,17.9,26.119,78.3,60.0,3.1,46.957,2.4,101.7,28.9,98.0,27.2,16.7,16.2,0.0,30.8,7.368,67.6,0.055,62.7,0.7,38.5
292,Moises Valdez,SDP,20.0,20.728,22.6,170,0.92,56.5,43.7,29.7,48.5,48.6,50.5,51.9,43.2,34.3,46.8,40.7,45.8,40.1,53.3,59.7,68.3,75.5,58.2,40.4,-30.0,58.0,37.465,23.7,78.363,58.9,27.869,61.8,107.0,69.3,99.8,41.5,23.8,27.5,0.0,30.8,8.029,79.7,0.041,52.4,0.875,72.3
293,Anielson Buten,CIN,20.0,20.912,18.1,59,0.77,42.3,43.6,29.3,12.7,4.1,82.0,87.0,49.5,48.3,65.8,78.6,31.1,15.5,47.3,43.4,79.6,86.5,80.9,49.5,-52.5,14.0,39.394,16.4,62.222,4.3,44.792,3.9,108.5,81.3,104.2,80.3,63.6,94.7,1.7,86.8,9.123,95.2,0.102,86.1,0.75,45.4
294,Carlos Tavares,WSN,20.0,20.925,17.3,132,0.84,49.2,43.6,29.3,59.8,64.7,45.6,44.7,59.2,70.7,52.4,51.8,59.5,67.9,53.3,59.7,40.9,34.5,47.5,32.4,-35.6,47.1,18.444,98.3,72.857,33.5,34.225,33.6,103.4,40.6,101.6,57.9,50.0,84.8,0.0,30.8,4.533,24.2,0.015,23.7,1.0,91.7
295,Arnaldo Lantigua,CIN,20.0,20.671,24.5,61,1.46,91.1,43.4,28.9,86.9,96.9,15.8,11.7,72.0,87.3,43.9,36.7,79.4,96.4,55.5,65.0,7.5,6.6,11.6,18.0,-11.5,92.5,23.846,87.0,78.571,59.3,25.287,72.7,95.7,9.9,94.5,14.1,50.0,84.8,0.0,30.8,2.799,9.2,0.0,6.3,0.0,6.3
296,Victor Rodriguez,LAA,20.0,20.572,27.3,69,1.57,94.4,43.4,28.9,37.9,33.3,62.9,66.4,36.1,20.3,49.5,47.1,37.0,23.2,44.5,36.1,59.4,58.3,63.2,45.2,-36.2,45.2,39.785,15.2,76.0,48.3,29.839,53.9,109.0,85.1,98.3,30.3,21.4,23.9,1.4,83.8,7.592,71.5,0.014,22.5,1.0,91.7
297,Brady Marget,TBR,23.0,23.932,1.4,66,1.47,91.7,43.3,28.5,68.4,74.5,67.8,71.7,55.9,63.9,61.8,70.4,62.2,74.9,43.3,32.7,5.5,3.4,60.9,31.2,-6.1,95.5,46.354,4.1,76.923,52.7,15.686,97.1,106.2,61.2,101.9,60.5,36.8,59.1,3.0,95.4,2.196,4.3,0.0,6.3,0.0,6.3
298,Esterling Rodriguez,PHI,20.0,20.95,15.5,187,0.91,56.0,43.2,28.3,76.0,85.7,30.4,25.6,56.6,65.2,43.5,36.2,66.3,82.2,58.5,72.1,42.8,36.4,28.4,22.0,-22.5,76.1,27.716,72.2,81.132,70.8,23.151,81.6,100.2,20.8,99.6,39.7,30.8,42.3,0.0,30.8,5.766,41.3,0.037,47.6,0.7,38.5
299,Cardell Thibodeaux,SDP,22.0,22.675,4.6,51,0.88,53.0,43.1,27.8,73.2,81.4,40.2,35.7,57.3,66.9,48.8,46.0,65.2,79.6,60.2,74.4,50.1,45.5,46.2,25.4,-19.6,81.5,30.69,56.0,79.63,64.7,23.846,78.0,106.2,61.2,97.3,23.8,33.3,49.9,0.0,30.8,4.178,20.5,0.106,87.4,0.75,45.4
300,Daniel Campos,CHC,20.0,20.668,25.0,92,0.54,23.7,43.1,27.8,33.6,25.7,44.8,42.9,75.3,89.9,60.0,65.8,54.4,59.1,56.1,66.4,59.4,58.3,52.0,38.5,-44.6,28.3,37.109,25.6,90.0,95.9,28.387,58.9,106.8,66.9,98.2,29.6,34.8,54.7,0.0,30.8,5.904,43.7,0.043,54.3,1.0,91.7
301,Steven Madero,DET,19.0,19.907,40.3,168,0.92,56.5,43.1,27.8,36.5,31.2,63.0,66.7,51.5,54.8,57.2,60.4,44.0,35.7,30.7,8.7,4.2,1.0,57.1,48.7,-35.7,46.6,41.944,11.6,75.956,47.9,31.056,48.6,104.7,51.9,102.2,65.0,35.0,55.1,1.2,81.0,1.046,1.0,0.0,6.3,0.0,6.3
302,Jeison Lopez,ATH,20.0,20.375,31.0,116,0.6,29.3,43.0,27.3,21.5,11.4,73.2,78.7,50.5,51.9,61.8,70.4,36.0,22.0,37.3,18.7,40.0,33.1,82.9,57.0,-50.0,17.9,34.8,35.5,68.841,16.2,41.071,9.4,108.3,79.7,105.2,87.8,50.0,84.8,0.0,30.8,4.147,19.8,0.017,26.1,1.0,91.7
303,Joan Delgado,CHC,21.0,21.703,8.5,137,1.31,86.1,42.7,27.1,8.0,0.5,91.1,95.5,50.1,49.9,70.6,86.2,29.0,11.5,47.0,42.5,82.9,90.2,88.7,48.6,-62.8,4.6,41.287,12.8,64.706,7.4,41.423,9.2,108.8,83.0,108.0,97.3,58.6,92.8,2.9,94.9,8.764,91.5,0.08,75.6,0.917,79.3
304,Jonathan Alcantara,PHI,18.0,18.489,91.5,108,0.55,25.2,42.6,26.6,21.0,10.6,33.0,27.5,36.0,19.9,34.5,21.5,28.5,10.0,21.8,3.4,8.4,8.2,31.1,61.3,-49.1,19.6,44.828,5.2,76.636,51.0,31.068,48.3,100.3,21.4,100.3,45.7,20.0,21.0,0.0,30.8,3.245,11.6,0.0,6.3,0.0,6.3
305,Juan Alvarez,ARI,20.0,20.468,29.5,183,0.75,40.7,42.6,26.6,36.6,31.6,72.5,78.0,44.2,36.5,58.4,62.4,40.4,29.8,31.5,9.8,13.6,12.3,75.3,52.4,-41.0,36.8,34.646,37.4,73.632,38.6,33.934,34.8,108.1,78.1,102.9,71.0,33.3,49.9,0.5,64.4,3.575,14.0,0.005,12.9,0.333,13.9
306,Joshua Francis,SEA,19.0,19.751,49.6,126,0.79,44.4,42.6,26.6,38.2,33.9,29.8,25.0,32.3,14.5,31.0,17.9,35.2,20.8,51.2,52.5,83.1,90.8,19.5,34.6,-47.6,22.9,26.587,76.8,68.182,14.7,37.557,18.6,100.1,20.3,96.2,18.2,33.3,49.9,0.8,72.0,9.227,96.9,0.087,78.7,0.846,67.1
307,Ivan Cespedes,CHC,20.0,21.054,13.3,116,1.0,64.4,42.5,26.0,37.3,32.4,89.9,94.9,41.2,30.4,65.6,78.3,39.2,27.5,30.1,8.1,11.8,10.6,87.2,50.2,-32.8,53.5,41.455,12.3,64.789,8.0,34.054,34.1,108.8,83.0,106.3,93.4,42.3,74.3,3.4,96.5,1.704,2.4,0.009,16.9,0.5,19.6
308,Roiner Quintana,HOU,21.0,21.169,12.3,134,1.04,67.0,42.5,26.0,57.5,60.4,43.8,40.5,47.1,43.2,45.4,38.9,52.3,54.8,58.4,71.6,70.7,79.2,47.8,30.0,-29.1,61.5,30.612,56.5,73.611,38.4,30.932,49.0,104.6,50.7,100.0,43.4,35.7,55.8,0.0,30.8,8.474,87.3,0.067,69.9,0.75,45.4
309,Breyias Dean,MIA,20.0,20.969,14.4,169,0.9,55.0,42.4,25.6,64.5,69.8,49.0,50.2,38.3,25.1,43.6,36.5,51.4,52.2,50.0,49.6,47.2,42.4,46.3,30.4,-33.1,52.9,22.469,91.8,78.889,60.4,30.196,52.4,105.0,53.9,99.0,34.8,16.7,16.2,0.6,67.8,5.689,39.9,0.041,52.4,0.778,51.8
310,Agustin Acosta,LAD,21.0,21.952,7.2,74,1.05,67.6,42.3,25.4,46.9,46.6,61.2,64.4,55.4,62.9,58.3,62.1,51.2,51.7,51.2,52.5,51.2,46.4,66.3,36.8,-40.5,37.6,28.804,65.7,75.0,43.6,31.933,42.0,105.4,56.3,104.4,81.3,40.0,67.3,0.0,30.8,5.579,37.4,0.027,38.0,1.0,91.7
311,Jack Wheeler,TEX,19.0,20.112,35.0,177,1.12,73.6,42.1,25.1,19.4,9.7,69.4,74.8,48.8,47.3,59.1,63.6,34.1,19.8,35.4,15.7,38.0,29.8,70.2,52.6,-46.9,23.9,47.277,3.6,76.786,51.9,34.637,31.6,107.3,71.7,102.6,67.9,32.4,45.7,0.6,67.8,6.826,58.0,0.011,18.8,0.667,32.7
312,Almen Tolentino,MIA,19.0,19.606,55.0,132,0.48,18.2,42.0,24.8,48.1,48.1,16.9,13.2,36.3,20.5,26.6,12.1,42.2,33.0,50.0,49.6,65.5,71.9,13.0,34.0,-41.7,34.3,26.19,77.5,70.556,22.7,32.618,38.6,96.4,11.1,95.0,15.8,33.3,49.9,0.0,30.8,8.019,79.5,0.061,67.1,0.727,40.8
313,Bryan Martinez,LAA,20.0,20.652,25.8,134,0.46,15.8,42.0,24.8,15.1,5.6,84.7,89.9,30.3,12.7,57.5,61.1,22.7,4.8,35.3,15.2,60.5,61.2,85.8,55.8,-56.7,9.9,43.147,8.5,70.238,20.9,32.927,37.9,110.1,90.6,104.0,78.6,29.2,39.7,1.5,85.1,7.677,73.2,0.015,23.7,1.0,91.7
314,Estivel Morillo,CLE,18.0,19.086,72.9,175,0.68,35.0,41.7,24.3,34.8,27.8,13.4,8.5,21.0,6.8,17.2,3.6,27.9,9.4,46.0,39.5,82.3,89.5,8.7,40.8,-50.3,17.4,27.427,74.6,73.529,37.8,37.539,18.8,94.2,7.7,93.1,10.3,0.0,4.3,0.0,30.8,8.474,87.3,0.131,92.3,0.821,60.3
315,Diego Rosa,ATH,19.0,19.773,48.7,71,-0.17,0.5,41.7,24.3,25.2,15.5,50.0,51.7,65.4,80.4,57.7,61.4,45.3,39.5,33.2,11.8,8.9,8.7,54.8,51.8,-53.5,13.2,38.323,20.5,82.895,81.0,27.857,62.1,105.1,54.5,101.4,55.2,33.3,49.9,0.0,30.8,3.491,12.8,0.0,6.3,0.0,6.3
316,Manuel Dos Passos,ATL,19.0,19.617,53.7,157,0.24,5.2,41.5,23.8,9.9,2.1,68.7,72.9,48.4,46.4,58.6,62.9,29.2,12.2,23.2,4.1,11.3,9.9,63.0,58.4,-55.4,11.1,44.122,6.3,73.529,37.8,39.661,12.3,107.1,70.2,101.1,52.3,36.8,59.1,3.8,98.3,2.128,3.9,0.006,13.9,0.5,19.6
317,Jorge Hernandez,KCR,20.0,20.668,25.0,76,0.2,4.0,41.5,23.8,66.8,72.7,26.0,22.6,52.0,55.8,39.0,28.6,59.4,67.4,53.9,61.1,42.8,36.4,23.2,24.1,-31.6,55.3,26.064,78.7,83.333,83.0,24.074,77.5,99.0,16.9,98.8,32.7,20.0,21.0,0.0,30.8,4.999,31.3,0.013,21.0,1.0,91.7
318,Carlos Concepcion,SFG,20.0,20.621,26.3,169,0.27,6.6,41.4,23.2,16.0,6.8,81.4,85.9,61.5,74.9,71.4,87.3,38.8,26.1,29.9,7.7,12.1,11.1,93.2,59.8,-69.2,2.2,34.971,34.8,73.577,38.2,36.49,22.5,110.0,89.9,108.4,98.2,50.0,84.8,0.0,30.8,2.461,5.8,0.006,13.9,0.5,19.6
319,Facundo Velásquez,STL,20.0,20.594,26.8,56,0.24,5.2,41.4,23.2,33.9,26.2,54.0,55.4,50.9,53.4,52.4,51.8,42.4,33.3,45.3,37.8,51.1,46.1,42.7,34.8,-57.1,9.7,20.408,95.4,58.333,2.4,47.664,2.2,102.0,31.6,101.8,59.4,100.0,99.4,1.8,88.0,6.125,45.9,0.018,28.1,1.0,91.7
320,Christian Gonzalez,CHW,19.0,19.962,37.9,53,0.32,8.5,41.4,23.2,56.1,58.5,34.5,29.2,49.6,48.9,42.0,33.7,52.8,56.0,41.3,27.3,18.3,15.7,35.6,36.8,-34.0,50.0,24.762,83.8,76.19,49.2,34.831,30.0,102.8,36.6,98.9,34.2,33.3,49.9,0.0,30.8,5.479,36.2,0.0,6.3,0.0,6.3
321,David Guzman,TOR,20.0,20.534,28.3,103,1.15,76.1,41.3,22.7,87.2,97.1,11.2,5.3,33.4,15.9,22.3,8.2,60.3,70.3,55.6,65.2,46.3,42.0,6.1,17.2,-4.9,96.4,25.498,80.4,79.279,62.6,24.852,74.2,92.3,5.1,91.9,7.5,0.0,4.3,0.0,30.8,4.636,25.6,0.049,57.6,0.833,63.5
322,Jorge Lara,ARI,20.0,20.824,20.3,144,0.93,57.5,41.1,22.3,37.1,31.9,48.8,49.9,62.2,75.8,55.5,56.9,49.7,49.0,50.3,50.2,51.7,47.7,54.6,37.4,-43.1,30.4,32.188,49.3,73.684,39.7,33.725,35.5,106.0,59.8,100.4,46.7,50.0,84.8,0.0,30.8,7.687,73.4,0.035,44.4,0.625,27.1
323,Angel Guzman,SFG,19.0,20.764,21.3,61,1.22,80.9,41.1,22.3,71.9,80.0,25.0,21.3,47.2,43.5,36.1,24.8,59.6,68.4,54.7,62.8,44.9,40.0,23.1,22.2,-27.9,64.3,22.881,90.3,75.362,44.4,27.66,63.5,100.3,21.4,97.8,25.6,33.3,49.9,0.0,30.8,4.831,28.3,0.053,61.5,0.765,48.4
324,Sandy Luciano,KCR,19.0,19.614,54.2,75,0.71,37.8,41.0,22.0,22.8,12.1,41.9,37.7,50.4,51.6,46.2,40.0,36.6,22.9,36.8,17.9,37.1,28.0,30.6,42.4,-45.3,26.6,39.888,15.0,77.941,57.5,35.971,25.1,101.3,26.3,99.3,37.0,31.2,43.2,1.3,82.9,3.904,17.1,0.013,21.0,1.0,91.7
325,Roderick Flores,MIL,19.0,19.992,37.0,106,0.85,50.6,40.8,21.7,30.0,21.0,33.9,28.5,56.7,65.5,45.3,38.4,43.4,35.0,52.3,54.8,70.2,78.5,23.7,30.4,-46.2,25.4,34.682,36.7,83.019,82.0,34.682,31.4,101.0,24.9,97.0,22.0,25.0,31.4,0.9,75.6,8.315,83.9,0.028,39.3,1.0,91.7
326,Angel Ramirez,KCR,17.0,21.399,10.4,49,0.9,55.0,40.7,21.5,46.2,45.3,52.4,53.9,52.0,55.8,52.2,51.0,49.1,47.8,51.6,53.9,56.5,54.3,55.5,33.0,-30.6,56.6,35.354,32.1,69.767,19.1,32.051,41.3,104.1,46.4,102.7,69.2,50.0,84.8,0.0,30.8,6.371,50.0,0.085,77.8,0.688,37.1
327,Byron Castillo,LAA,20.0,20.871,18.8,61,0.23,4.6,40.6,21.3,11.3,2.7,81.7,86.2,42.2,32.5,62.0,71.1,26.8,8.3,38.9,21.4,63.2,67.6,94.4,56.6,-67.2,2.7,38.926,18.4,70.37,22.0,36.607,22.0,111.0,94.4,106.9,94.4,38.5,62.3,0.0,30.8,8.003,79.2,0.016,24.5,1.0,91.7
328,Alejandro Pereira,ATH,19.0,19.192,69.3,76,0.39,11.1,40.5,21.0,29.9,20.7,35.8,30.9,34.8,17.6,35.3,22.3,32.3,18.2,26.8,6.3,15.6,13.8,36.2,52.8,-42.1,33.6,43.262,8.0,77.333,54.8,29.927,53.4,102.1,32.7,99.8,41.5,15.4,14.9,0.0,30.8,2.741,8.5,0.013,21.0,0.5,19.6
329,Joyner Perez,MIN,18.0,18.171,97.1,101,0.11,2.8,40.4,20.8,34.4,27.3,22.0,17.8,9.6,2.1,15.8,2.9,22.0,4.3,16.5,1.2,5.6,3.6,21.4,59.2,-42.6,32.5,34.717,36.2,65.934,10.1,33.533,36.2,101.5,27.8,93.7,11.7,8.0,9.2,0.0,30.8,2.258,4.6,0.0,6.3,0.0,6.3
