Combined_Rank,Name,Team,Level,Age,PA,BW_Rank,BA_Rank,PIPE_Rank,BA_Org_Rank,PIPE_Org_Rank,Score,Score_Rank,Skill_Score,MLB_Proj_Score,PPPA_Score,Age_Score,Combined_Score,PlayerId
2628,Jack Gurevitch,STL,AA,22.0,559,,,,23,30,51.98,1429,37.84,48.28,51.16,51.21,42.3,813668
2630,Emil Turbi,SD,R,20.0,437,,,,,,48.19,2213,45.25,39.16,47.21,45.89,42.28,807972
2631,Micah McDowell,MIA,A+,24.0,206,,,,,,43.39,2806,46.93,45.53,47.9,26.33,42.27,678093
2632,Cam Hassert,COL,A,24.0,80,,,,,,39.13,2987,,44.29,41.01,23.06,42.23,700668
2633,Kevin Fitzer,COL,A+,24.0,778,,,,,,43.53,2799,50.77,41.46,41.02,30.29,42.22,822624
2633,Diego Rosa,OAK,R,19.0,71,,,,,,37.78,3008,,45.71,21.89,52.67,42.22,828227
2635,Ty Harvey,SD,A,19.0,218,,,,7,8,54.62,882,31.26,61.04,45.64,61.73,42.2,829210
2636,Brayan Figueroa,AZ,R,17.0,132,,,,,,42.82,2841,,37.93,27.36,57.64,42.19,822257
2636,Nick Monile,MIL,A,22.0,85,,,,,,42.48,2863,,39.34,38.18,36.66,42.19,836533
2638,Kyle Fossum,COL,A,23.0,252,,,,,,40.94,2939,,38.17,42.83,30.81,42.17,822531
2639,Ariel Almonte,CIN,A+,22.0,1720,,,,,,51.23,1588,46.52,39.11,43.56,46.37,42.16,694200
2640,Frainner Chirinos,BAL,R,18.0,183,,,,,,45.62,2605,42.36,48.69,38.13,53.64,42.13,821602
2641,Nathan Rose,SEA,R,24.0,147,,,,,,36.54,3026,47.86,47.56,47.07,19.25,42.12,824649
2642,Kevin Guerrero,BAL,A+,21.0,986,,,,,,49.53,1971,45.02,41.25,43.22,48.36,42.11,698931
2642,Byron Castillo,LAA,R,20.0,497,,,,,,46.26,2540,42.21,47.27,44.3,46.26,42.11,808092
2644,Richard Meran,NYY,R,20.0,369,,,,,,44.6,2712,43.84,46.75,47.17,36.03,42.1,808152
2645,Frederik Jimenez,BOS,A,21.0,795,,,,,,48.48,2157,47.2,37.98,43.92,44.63,42.09,808631
2646,Caleb Ketchup,LAA,AAA,23.0,932,,,,,,49.87,1908,43.27,44.29,49.05,39.35,42.07,810053
2647,Brendan Durfee,SD,AA,24.0,594,,,,,,44.2,2747,45.55,47.18,41.01,38.7,42.06,826545
2648,Francisco Garcia,COL,A,22.0,741,,,,,,48.39,2172,46.92,39.45,46.74,37.94,42.05,693745
2649,Luis Felipe,TOR,R,19.0,297,,,,,,42.41,2867,43.83,47.21,41.22,44.78,42.04,830401
2650,Drew Jemison,TOR,AA,24.0,181,,,,,,37.98,3006,48.91,49.63,43.84,16.1,42.03,815054
2651,JoJo Jackson,NYY,A,23.0,268,,,,,,46.04,2565,41.94,50.6,49.73,31.31,42.02,826142
2651,Ian Francis,CIN,A,23.0,116,,,,,,41.72,2907,,41.54,38.2,31.31,42.02,832212
2653,Max Belyeu,COL,A+,22.0,348,,,,7,12,47.83,2276,41.76,46.33,45.12,47.62,42.01,803284
2654,Maui Ahuna,SF,AA,24.0,812,,,,,20,47.03,2416,47.45,35.86,49.63,37.22,42.0,694757
2654,Andy Acevedo,WSH,R,19.0,396,,,,,,49.7,1945,41.16,47.05,42.84,52.41,42.0,807005
2654,Wallace Clark,AZ,A+,24.0,346,,,,,,43.83,2776,53.29,38.24,37.73,30.29,42.0,800712
2654,Arturo Flores,HOU,A,20.0,436,,,,,,50.98,1640,42.25,42.64,45.03,52.6,42.0,829251
2658,Nick Roselli,NYM,AA,23.0,527,,,,,,46.06,2560,48.15,37.8,43.14,41.85,41.99,815874
2659,Kevin Sim,AZ,A+,23.0,686,,,,,,46.45,2514,48.0,42.55,41.45,36.32,41.97,691726
2660,Andry Araujo,WSH,R,18.0,54,,,,,,44.33,2737,43.43,49.99,33.5,53.53,41.95,831529
2660,Howard Reyes,DET,R,18.0,172,,,,,,47.73,2297,39.13,48.72,44.8,53.53,41.95,830042
2662,Yoander Rivero,WSH,A+,23.0,1086,,,,,,49.15,2032,48.42,41.58,44.8,30.55,41.94,682714
2663,Willy Fanas,NYM,A,21.0,686,,,,,,49.97,1886,45.74,40.38,43.05,46.13,41.93,694217
2663,Domingo Morla,PHI,R,17.0,179,,,,,,48.84,2089,41.36,46.98,39.0,57.71,41.93,827419
2665,Rodney Green Jr.,OAK,A+,23.0,1022,,,,,,46.11,2555,47.01,41.02,44.61,37.29,41.92,701587
2665,Hayden Gilliland,TOR,AA,24.0,287,,,,,,47.21,2391,44.6,45.26,48.09,32.87,41.92,828600
2667,Myles Smith,CIN,A+,22.0,265,,,,,,43.21,2819,48.3,40.41,37.34,45.6,41.91,701737
2668,Tanner Smith,ATL,A+,23.0,277,,,,,,44.56,2718,48.14,39.24,47.33,31.38,41.9,695659
2668,Jeison Lopez,OAK,R,20.0,367,,,,,,43.47,2802,44.88,42.22,42.75,46.26,41.9,808000
2670,Brennon McNair,KC,A,22.0,1163,,,,,,48.62,2129,46.0,42.56,45.6,36.11,41.85,695707
2671,Brady Cerkownyk,WSH,A+,23.0,215,,,,,,44.54,2725,42.58,47.75,51.13,30.13,41.81,814499
2672,Tony Ruiz,KC,R,19.0,449,,,,,,46.2,2547,43.09,44.24,44.89,44.93,41.78,806990
2673,Jeremiah Boyd,AZ,AA,24.0,146,,,,,,44.76,2689,45.65,45.81,47.26,28.05,41.77,681317
2674,Douglas Glod,ATL,A,20.0,835,,,,,,49.3,2011,44.5,40.0,41.92,52.21,41.76,800180
2675,Reginald Preciado,CHC,A+,23.0,1262,,,,,,48.46,2160,45.55,44.34,43.35,37.29,41.71,691262
2676,Dalvy Rosario,MIA,AAA,24.0,1971,,,,,,52.75,1269,48.63,33.75,48.43,36.29,41.7,672537
2676,Conner O'Neal,LAD,A,23.0,257,,,,,,39.92,2972,,37.99,40.92,30.81,41.7,836052
2678,Freddy Ramos,HOU,R,17.0,90,,,,,,47.7,2302,41.17,48.51,36.54,57.71,41.66,829891
2679,Omar Guadamuz,CIN,R,18.0,188,,,,,,47.34,2367,42.78,43.95,40.28,53.53,41.65,829847
2680,Joseph Sequera,PIT,R,19.0,276,,,,,,44.0,2763,41.72,50.41,40.63,44.93,41.63,808023
2681,Juan Montero,BOS,A+,23.0,434,,,,,,46.74,2461,46.85,41.88,43.37,35.83,41.59,695467
2682,Alec Gomez,LAA,R,24.0,20,,,,,,32.92,3048,,48.76,34.35,20.73,41.54,832182
2683,Brady Counsell,AZ,A+,23.0,284,,,,,,42.64,2851,,36.95,36.4,38.96,41.52,703519
2684,Cristian Gonzalez,HOU,A+,23.0,1144,,,,,,52.61,1293,47.53,38.52,45.14,35.83,41.51,682685
2685,Reynaldo De La Paz,OAK,R,20.0,595,,,,,,47.09,2408,45.98,42.46,38.18,46.26,41.5,807956
2686,Jefferson Pena,AZ,A,21.0,960,,,,,,52.09,1406,45.88,38.83,44.21,42.91,41.47,694210
2686,Eduardo Oviedo,PIT,R,20.0,479,,,,,,50.47,1771,43.27,39.33,48.2,45.37,41.47,800130
2688,Maylerson Casanova,PHI,R,19.0,350,,,,,,47.93,2262,40.35,46.13,43.34,52.23,41.46,815004
2689,Anthony Silva,CLE,A+,22.0,102,,,,,,41.93,2891,47.89,42.61,33.34,46.37,41.45,702500
2690,Railin Familia,LAD,R,20.0,337,,,,,,42.9,2835,43.03,44.0,48.84,36.22,41.42,812747
2691,J.D. Gonzalez,TB,A+,20.0,694,,,,,,50.74,1708,40.96,45.76,38.86,57.79,41.41,806083
2692,Yoansy Done,LAD,R,18.0,22,,,,,,30.52,3051,,,8.75,53.53,41.38,827651
2692,Bryant Ciriaco,CHC,R,18.0,157,,,,,,38.56,2995,,37.13,26.95,53.53,41.38,837344
2694,Juan Rosas,TOR,A,20.0,193,,,,,,44.32,2738,44.94,43.59,34.02,54.27,41.37,807971
2694,Bryant Mendez,SEA,R,22.0,620,,,,,,48.51,2150,44.56,44.61,46.04,33.48,41.37,698915
2694,Diego Villegas,SF,R,22.0,465,,,,,,44.63,2708,50.62,38.14,48.05,18.54,41.37,698969
2694,Yeicer Crespo,TOR,R,17.0,123,,,,,,45.66,2601,42.24,49.33,31.88,57.71,41.37,830405
2698,Alessandro Duran,SF,R,20.0,480,,,,,,46.0,2569,48.08,38.69,42.87,36.03,41.35,800333
2699,Nolan Clifford,COL,AAA,23.0,221,,,,,,41.07,2933,46.2,42.13,41.37,39.35,41.34,823089
2700,Alexey Lumpuy,CHC,A+,22.0,1130,,,,,,46.76,2458,42.8,39.83,51.05,40.18,41.3,815121
2701,Charlie Saum,TOR,AA,22.0,43,,,,,,36.18,3029,,46.32,20.46,46.76,41.28,691793
2701,Luis Freitez,OAK,A,23.0,795,,,,,,45.69,2599,45.8,45.9,43.79,29.36,41.28,693782
2701,C.J. Pittaro,OAK,A+,24.0,825,,,,,,41.49,2917,49.35,40.5,42.31,28.14,41.28,694953
2704,Diego Omana,CIN,AA,23.0,630,,,,,,47.22,2388,48.3,36.63,41.5,40.65,41.27,699111
2704,Pedro Pineda,OAK,A+,22.0,1345,,,,,,50.98,1640,43.77,41.52,43.16,46.37,41.27,694191
2706,Omar Marrugo,COL,R,16.0,23,,,,,,40.24,2966,,48.85,8.75,61.75,41.26,837767
2706,Adrian De Leon,AZ,AA,22.0,1028,,,,,,48.2,2211,46.96,33.07,37.05,59.92,41.26,700369
2708,Jake Bold,SD,R,22.0,30,,,,,,39.92,2972,,47.92,26.41,33.48,41.25,805145
2709,Daniel Guilarte,MIL,AA,22.0,1443,,,,,,51.75,1472,47.55,29.28,44.82,51.21,41.22,694206
2710,Benny Montgomery,COL,AA,23.0,1400,,,,,,51.17,1598,47.62,30.39,45.21,47.87,41.18,695603
2710,Ishel Comenencia,COL,R,18.0,235,,,,,,46.46,2509,43.02,43.01,38.61,53.53,41.18,830444
2710,Daniel Meza,COL,R,18.0,291,,,,,,46.83,2450,42.59,43.48,39.08,53.53,41.18,829995
2713,Alejandro Rios,AZ,A,21.0,221,,,,,,42.7,2847,46.38,50.29,28.42,43.91,41.14,800313
2713,Kyle Henley,CIN,A+,21.0,1095,,,,,,51.86,1451,42.3,35.16,49.86,51.49,41.14,806120
2715,Nelson Marin,DET,R,19.0,338,,,,,,41.7,2909,42.07,51.31,36.5,44.93,41.12,808372
2716,Kelvin Diaz,BOS,A+,22.0,949,,,,,,49.6,1960,44.94,33.39,52.66,39.49,41.1,692556
2716,Ronny Gonell,DET,R,18.0,11,,,,,,29.26,3053,,,7.38,53.64,41.1,835169
2716,Nestor Perez,CWS,R,19.0,122,,,,,,34.18,3040,,37.97,29.97,44.78,41.1,842320
2719,Zane Zielinski,SF,AA,24.0,769,,,,,,46.19,2549,44.78,43.38,45.91,32.87,41.08,823185
2720,Vicente Guaylupo,LAD,R,19.0,131,,,,,,43.51,2801,40.56,50.06,41.12,44.93,41.07,815198
2721,Daniel McElveny,COL,A,22.0,535,,,,,,47.4,2357,45.72,44.21,41.36,35.27,41.06,695772
2722,Alberto Rios,LAA,AA,24.0,574,,,,,,45.25,2642,47.61,42.0,40.78,32.87,41.04,814362
2722,Cristopher Jaquez,NYM,R,17.0,75,,,,,,38.14,3005,,43.03,16.55,57.64,41.04,837738
2724,Jealmy Frias,CIN,R,18.0,271,,,,,,47.22,2388,39.47,47.23,41.43,53.53,41.03,829869
2724,Elian Reyes,TOR,R,17.0,224,,,,,,48.97,2064,40.28,47.89,36.46,57.64,41.03,830442
2724,Derniche Valdez,CHC,A,20.0,614,,,,,,50.38,1793,42.4,38.95,44.35,52.6,41.03,806961
2724,Heudy Pena,LAD,R,18.0,240,,,,,,46.06,2560,41.86,44.31,39.11,53.64,41.03,821263
2728,Michael Curialle,STL,A+,24.0,1052,,,,,,46.89,2437,46.47,40.9,48.32,26.33,41.01,683152
2729,Ryan Reckley,SF,A,21.0,714,,,,,,49.16,2031,44.64,42.47,40.36,43.91,41.0,703144
2729,Joel Dragoo,PHI,A+,23.0,633,,,,,,44.23,2744,47.66,39.23,40.36,38.19,41.0,811780
2731,Cesar Mujica,PHI,R,19.0,317,,,,,,45.51,2616,43.3,47.95,32.42,52.23,40.98,815009
2731,Max Holy,HOU,AA,23.0,903,,,,,,47.71,2301,41.63,40.43,46.24,49.26,40.98,802959
2733,Luis Pineda,CWS,A+,23.0,927,,,,,,47.01,2419,45.68,39.58,45.71,35.83,40.96,682867
2733,Mason Neville,CIN,A+,22.0,434,,,,17,22,46.87,2440,44.07,39.17,43.62,46.37,40.96,702563
2735,Daniel Mielcarek,LAD,R,20.0,507,,,,,,48.73,2111,38.69,44.64,50.0,46.26,40.95,808028
2736,Breiny Ramírez,BAL,R,19.0,279,,,,,,47.35,2364,41.41,45.47,43.58,44.93,40.94,808147
2736,Corey Collins,NYM,AA,24.0,685,,,,,,44.2,2747,44.13,44.47,46.26,31.75,40.94,690970
2736,Riangelo Richardson,CIN,R,17.0,216,,,,,,48.82,2099,41.98,45.08,35.15,57.71,40.94,820953
2739,Stiven De La Cruz,BOS,R,18.0,180,,,,,,45.98,2572,44.23,41.53,36.3,53.53,40.93,829887
2739,Jeremias Aponte,CWS,R,17.0,36,,,,,,43.26,2814,43.57,49.47,26.68,57.71,40.93,830043
2741,Oscar Marin,SF,R,17.0,15,,,,,,32.68,3050,,,4.23,57.64,40.92,843783
2742,Kevin Dume,OAK,R,20.0,453,,,,,,44.85,2680,41.28,44.06,44.72,45.89,40.91,800134
2743,Truitt Madonna,SD,A,19.0,434,,,,17,24,51.93,1439,37.32,48.15,39.85,61.73,40.88,833008
2744,Braylon Bishop,PIT,A,22.0,843,,,,,,49.23,2018,44.26,39.78,47.12,37.94,40.87,691770
2745,Yeremi Villahermosa,LAA,A,23.0,345,,,,,,47.27,2376,45.9,45.84,41.74,29.36,40.86,691584
2746,Vinicius Dos Santos,SF,R,19.0,376,,,,,,42.66,2848,43.06,44.02,41.03,44.78,40.84,821778
2747,Dominic Kibler,ATL,A,21.0,15,,,,,,33.18,3046,,,11.35,44.63,40.8,842420
2748,Darlyn Montero,OAK,A+,23.0,1321,,,,,,46.42,2518,46.56,37.87,44.66,35.97,40.77,683887
2749,Javier Roman,MIN,A,22.0,348,,,,,,41.38,2920,44.44,46.22,41.78,33.33,40.74,800069
2750,Osvaldo Heredia,MIA,R,19.0,275,,,,,,46.87,2440,40.77,44.89,44.72,44.93,40.72,808529
2751,Rodolfo Nolasco,SF,AA,23.0,1548,,,,,,53.62,1070,45.88,30.7,50.22,41.94,40.71,683616
2752,Ian Farrow,PIT,A,22.0,219,,,,,,46.2,2547,43.16,41.06,47.33,37.94,40.68,694786
2752,Jose Familia,PHI,R,18.0,497,,,,,,51.14,1603,42.11,43.2,35.09,58.79,40.68,815007
2754,Bryce Madron,STL,AA,23.0,305,,,,,,42.37,2871,45.66,44.0,40.3,34.53,40.65,809244
2755,Garrett Howe,CLE,A+,23.0,641,,,,,,46.29,2536,44.68,38.05,47.37,37.29,40.64,827628
2755,Juan Espinal,ATL,R,19.0,474,,,,,,48.55,2143,39.02,43.81,45.2,52.23,40.64,821042
2755,Alex Birge,STL,A+,23.0,203,,,,,,42.45,2865,,31.75,40.65,34.65,40.64,801130
2758,Kotaro Tsunematsu,CHC,R,22.0,22,,,,,,39.14,2986,,47.4,24.08,33.48,40.61,837857
2758,Joe Vetrano,LAD,AA,24.0,988,,,,,,46.41,2520,44.18,39.57,45.91,38.7,40.61,694838
2760,Yanuel Casiano,CIN,R,19.0,166,,,,,,48.62,2129,40.72,45.28,39.28,52.67,40.6,813933
2760,Matt Klein,COL,A,22.0,222,,,,,,41.19,2927,43.96,46.03,39.35,38.55,40.6,702600
2762,Jhojan Downer,SD,R,19.0,398,,,,,,45.46,2618,41.25,44.73,38.48,52.67,40.56,821755
2763,Brayden Jobert,STL,A+,24.0,843,,,,,,44.19,2749,45.13,43.07,46.9,26.33,40.55,801430
2764,Guillermo Rosario,PHI,A,21.0,664,,,,,,47.19,2394,47.97,34.18,40.31,42.74,40.52,806518
2765,Hojans Hernandez,ATL,R,19.0,214,,,,,,42.07,2888,42.21,45.59,39.68,44.93,40.51,808518
2766,Hunter Haas,TB,A+,23.0,815,,,,,,45.22,2646,45.13,41.88,42.13,35.83,40.45,690983
2766,Edrick Felix,TOR,A,23.0,403,,,,,,44.01,2761,45.61,43.23,45.89,25.08,40.45,703742
2768,Zach Arnold,PHI,AA,24.0,796,,,,,,45.95,2579,45.77,40.34,46.99,27.58,40.4,689984
2769,Cole Roberts,PHI,AA,24.0,316,,,,,,44.48,2730,47.38,37.88,45.94,27.58,40.38,689731
2770,Joe Olsavsky,ATL,A+,24.0,792,,,,,,42.52,2860,48.74,39.5,43.91,22.58,40.36,815586
2771,Romtres Cabrera,STL,A,21.0,498,,,,,,50.84,1681,41.33,42.4,46.33,41.57,40.33,699028
2771,Henry Hunter,CIN,A,23.0,209,,,,,,41.9,2893,,34.14,38.59,31.31,40.33,802001
2773,Belfi Rivera,AZ,R,19.0,473,,,,,,46.46,2509,42.7,40.81,42.98,44.78,40.32,815905
2774,Yahil Melendez,CHC,A,20.0,671,,,,,,49.55,1965,44.1,36.43,39.89,52.6,40.3,806161
2775,Deret Gonzalez,TOR,R,17.0,78,,,,,,37.0,3018,,42.13,13.95,57.64,40.25,837629
2775,Clayton Gray,COL,A+,24.0,335,,,,,,45.37,2630,41.55,45.7,51.37,25.5,40.25,694732
2775,Diego Cartaya,SF,AAA,24.0,1714,,,,,,53.18,1164,50.7,24.63,46.35,37.5,40.25,682616
2778,Theo Hardy,TEX,AAA,24.0,361,,,,,,44.92,2674,45.88,34.56,43.04,43.33,40.24,815152
2779,Blake Robertson,TB,A+,24.0,936,,,,,,47.37,2363,46.79,38.12,47.06,26.33,40.23,687545
2780,B.Y. Choi,SD,A,23.0,581,,,,,,42.89,2836,43.25,44.61,45.87,29.86,40.2,815325
2781,Hudson Head,PIT,AA,24.0,1692,,,,,,50.82,1686,47.22,35.47,46.63,29.99,40.19,687431
2782,Andres Garza,SD,R,18.0,202,,,,,,42.09,2887,41.97,45.76,33.33,53.64,40.17,823357
2783,Eric Rataczak,MIA,AA,24.0,392,,,,,,45.02,2668,45.87,37.43,48.78,27.58,40.14,827388
2784,Juan Castillo,COL,A+,23.0,910,,,,,,44.44,2733,47.08,36.44,40.22,38.96,40.11,691435
2785,Gabriel Rosado,DET,R,20.0,104,,,,,,47.51,2335,39.92,46.32,41.79,45.67,40.09,815531
2786,Yaikel Mijares,CLE,A,20.0,875,,,,,,51.08,1623,45.27,30.1,43.13,52.6,40.08,808119
2786,Lewis German,KC,R,18.0,312,,,,,,49.4,1997,41.28,38.68,39.06,59.05,40.08,830482
2788,Armando Lao,DET,R,19.0,166,,,,,,40.31,2963,43.37,49.68,30.56,44.78,40.05,821603
2789,Eryks Rivero,MIL,R,18.0,271,,,,,,44.07,2758,41.43,46.78,32.93,53.53,40.04,829790
2789,Austin Callahan,CIN,AA,24.0,1321,,,,,,48.13,2223,46.66,36.68,44.95,31.66,40.04,702472
2791,Andruw Salcedo,SEA,A,22.0,424,,,,,,47.51,2335,45.1,44.0,38.22,35.27,40.01,691402
2792,Luis Cedeno,TEX,R,17.0,14,,,,,,26.98,3056,,,0.0,57.64,39.99,837972
2793,Nick McLain,CWS,A+,23.0,286,,,,,,44.86,2679,40.98,45.76,47.79,31.38,39.95,695607
2794,Brock Vradenburg,PHI,A+,24.0,1124,,,,,,46.3,2533,47.09,35.34,46.0,29.46,39.88,802544
2795,Marcelo Alcala,CWS,A,20.0,728,,,,,,49.45,1985,45.04,28.9,43.93,52.6,39.85,808708
2796,Joel Mendez,PIT,A,22.0,944,,,,,,46.27,2538,42.19,40.83,45.99,37.94,39.83,693795
2797,Hayden Friese,ATL,A+,21.0,232,,,,,,44.6,2712,45.65,36.24,36.49,48.99,39.82,835938
2798,Elian Soto,WSH,A,20.0,626,,,,,,46.34,2529,39.05,47.07,37.61,52.6,39.81,808279
2799,Tyler Herron,TB,A+,22.0,110,,,,,,39.36,2983,45.61,47.31,31.73,36.02,39.74,813894
2800,Andy Polanco,SF,A,21.0,540,,,,,,49.87,1908,43.55,30.57,48.71,46.24,39.73,828489
2800,George Feliz,SEA,A,23.0,1295,,,,,,46.03,2567,46.47,36.54,44.61,30.81,39.73,692031
2802,Giullianno Allende,KC,A,21.0,296,,,,,,49.46,1983,40.43,41.54,44.85,44.13,39.67,805125
2803,Dominic Pitelli,CIN,AAA,24.0,1195,,,,,,47.61,2318,44.78,31.72,43.73,46.85,39.61,694689
2804,Jack Hurley,AZ,AAA,24.0,1167,,,,,,48.25,2203,44.32,31.48,45.08,46.67,39.59,694815
2805,Deivid Coronil,SD,R,17.0,174,,,,22,26,46.62,2486,38.39,47.93,34.07,57.71,39.57,829060
2806,Werner Blakely,LAA,A+,23.0,1231,,,,,,50.09,1869,42.65,42.3,45.1,32.84,39.56,690956
2807,EJ Andrews Jr.,COL,A+,24.0,1244,,,,,,46.46,2509,45.52,37.03,47.72,26.68,39.51,681044
2808,Raylin Castillo,DET,R,18.0,34,,,,,,22.84,3058,,,0.0,53.53,39.46,825471
2808,Anthony Hall,NYY,A+,24.0,726,,,,,,46.79,2456,46.95,33.87,47.87,26.33,39.46,689141
2810,Jose Santana,LAA,R,18.0,150,,,,,,41.83,2899,43.47,46.9,25.47,53.53,39.45,825658
2811,Carlos Batista,WSH,R,19.0,383,,,,,,49.11,2040,40.47,37.58,43.15,52.41,39.44,808251
2812,Carl Calixte,PIT,R,19.0,228,,,,,,51.56,1523,33.07,50.09,46.28,52.23,39.39,821156
2813,Samuel Estevez,MIA,R,19.0,279,,,,,,48.37,2178,38.48,44.92,43.92,44.78,39.38,821086
2814,Junior Castillo,WSH,R,18.0,204,,,,,,45.97,2577,38.18,45.4,38.53,53.53,39.3,829706
2815,Chase Meggers,NYM,A+,23.0,367,,,,,,44.7,2694,42.01,41.56,45.05,34.65,39.29,809861
2816,Yannic Walther,MIL,A+,22.0,634,,,,,,42.47,2864,43.26,42.16,38.2,40.18,39.27,806921
2817,Jared McKenzie,WSH,AA,24.0,1184,,,,,,46.56,2492,45.75,36.74,45.54,27.58,39.2,686982
2818,Carter Frederick,KC,A+,22.0,480,,,,,,47.27,2376,39.45,40.02,45.67,45.6,39.18,815150
2818,JC Vanek,KC,A,21.0,389,,,,,,48.77,2105,35.33,45.88,49.25,44.63,39.18,834408
2820,Dylan Leach,TOR,R,22.0,58,,,,,,40.08,2969,44.16,47.59,34.89,31.29,39.15,696528
2821,Tom Poole,TB,A+,23.0,459,,,,,,45.36,2632,41.46,41.87,47.16,31.38,39.12,809231
2822,Ethan Lege,PIT,A,24.0,301,,,,,,40.45,2958,45.35,40.69,45.15,21.56,39.08,805356
2823,Jesus Abreu,MIA,R,19.0,257,,,,,,42.37,2871,41.21,43.46,37.43,44.93,39.0,808672
2824,Jack Mathey,SD,R,22.0,123,,,,,,44.23,2744,41.31,48.25,38.4,33.48,38.93,828602
2825,Martin Tamara,DET,R,22.0,469,,,,,,36.94,3022,42.38,41.27,43.9,32.55,38.87,808344
2825,Canon Reeder,PIT,A,23.0,205,,,,,,40.46,2957,,30.87,35.56,31.31,38.87,822165
2827,Nick Montgomery,ATL,A,20.0,531,,,,,,46.99,2422,41.16,39.94,36.26,52.6,38.86,807277
2828,Bryan Broecker,TB,A+,24.0,596,,,,,,43.78,2779,43.77,42.1,41.44,29.46,38.84,802541
2829,Vladi Guerrero,NYM,R,18.0,252,,,,,,45.33,2636,39.37,42.91,36.29,53.64,38.82,821178
2829,Wes Kath,CWS,AA,23.0,1727,,,,,,48.28,2195,41.79,41.22,39.58,41.85,38.82,695770
2829,Karim Ayubi,BOS,A,21.0,722,,,,,,47.35,2364,42.49,36.18,42.11,44.13,38.82,699142
2832,Reynaldo Sanchez,KC,R,20.0,44,,,,,,27.52,3055,,43.0,19.15,36.03,38.8,831534
2833,Aaron Graeber,LAA,A+,23.0,175,,,,,,39.73,2976,,31.9,29.53,38.96,38.79,806016
2834,Carlos Rondon,NYY,R,20.0,180,,,,,,41.3,2923,39.06,44.42,39.83,45.67,38.77,821084
2835,Colin Hynek,CHC,AA,23.0,11,,,,,,27.82,3054,,,0.0,48.15,38.76,831240
2836,Victor Familia,PIT,R,19.0,197,,,,,,41.42,2919,37.36,48.68,39.45,44.78,38.74,825497
2837,Daiber De Los Santos,MIN,R,19.0,549,,,,,,51.27,1581,40.17,32.47,46.25,52.23,38.72,815893
2838,Ryan McCoy,TB,A+,24.0,430,,,,,,47.24,2383,33.32,50.56,55.52,29.46,38.7,700178
2838,Rey Reyes,CIN,R,17.0,75,,,,,,45.66,2601,38.56,45.92,31.88,57.71,38.7,829857
2840,Caleb Shpur,DET,A+,24.0,186,,,,,,36.01,3030,,33.23,33.97,28.14,38.68,835615
2840,Nicolas Deschamps,TOR,AA,22.0,569,,,,,,47.31,2371,43.43,34.89,36.84,50.75,38.68,683324
2840,Abel Pena,CIN,R,17.0,119,,,,,,43.62,2795,39.51,47.99,27.36,57.71,38.68,829918
2843,D'Angelo Tejada,CWS,A,20.0,687,,,,,,47.74,2292,42.2,35.6,38.52,51.15,38.66,808382
2844,Arnold Prado,CWS,A,20.0,586,,,,,,48.01,2243,42.23,34.24,39.87,50.6,38.57,802102
2844,Zach MacDonald,DET,A+,22.0,641,,,,,,50.41,1786,36.69,39.55,51.26,43.03,38.57,822487
2846,Jacob Walsh,WSH,A+,23.0,491,,,,,,47.16,2397,38.91,38.91,49.55,38.19,38.54,701862
2847,Juan Perez,SF,A,20.0,639,,,,,,46.55,2493,41.64,37.39,35.49,54.1,38.52,800327
2848,Hector Liriano,WSH,R,19.0,338,,,,,,44.04,2760,39.8,41.68,40.36,44.93,38.5,808324
2849,Alexander Ramirez,LAA,AAA,22.0,1784,,,,,,51.75,1472,42.17,28.9,42.64,55.38,38.48,682643
2850,Nestor Rios,MIA,AA,21.0,198,,,,,,45.04,2665,40.66,43.49,26.24,61.86,38.47,701980
2851,John Wimmer,LAA,A,21.0,754,,,,,,47.58,2322,38.42,42.7,41.37,46.24,38.45,814091
2852,Brenner Cox,WSH,A+,21.0,900,,,,,,48.63,2125,38.73,37.83,40.68,54.68,38.38,702685
2853,Reylin Perez,HOU,AAA,21.0,827,,,,,,51.34,1564,44.07,23.39,40.0,61.86,38.37,800139
2854,Bradley Frye,SD,A+,23.0,441,,,,,,45.25,2642,37.56,43.48,49.27,34.02,38.35,804503
2855,Brady O'Brien,SEA,A,24.0,256,,,,,,38.46,2999,,29.96,39.0,23.06,38.34,835614
2856,Facundo Velásquez,STL,A,20.0,691,,,,,,47.27,2376,39.5,35.77,41.22,54.27,38.33,808278
2857,Kade Kern,ATL,AA,23.0,533,,,,,,45.13,2655,44.73,36.7,44.42,26.75,38.32,807746
2858,Myles Naylor,OAK,A+,21.0,1329,,,,,,49.39,1998,41.03,33.93,38.88,55.52,38.31,802504
2859,Joandrew Pena,MIL,R,18.0,153,,,,,,46.65,2477,37.34,44.98,36.25,53.64,38.29,821769
2860,Reece Walling,MIL,A,21.0,770,,,,,,45.84,2582,41.51,40.34,37.29,44.13,38.26,800617
2861,Francis Sosa,MIL,R,18.0,172,,,,,,45.68,2600,38.3,44.92,33.98,53.53,38.24,829899
2862,Derek Berg,PIT,AAA,24.0,724,,,,,,44.53,2727,40.07,38.78,43.35,41.85,38.2,815074
2863,Ambioris Tavarez,ATL,AA,22.0,1482,,,,,,48.33,2187,39.23,35.05,39.53,58.16,38.16,694222
2864,Deuri Castillo,SEA,R,22.0,313,,,,,,37.35,3012,37.88,41.76,49.53,33.48,38.08,821274
