Rank,Name,Team,Pos,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,PullAir%,PullAir%_R,xBA,xBA_R,xSLG,xSLG_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
62,Blake Hunt,SEA,C,24.0,24.887,57.0,125,1.12,77.2,62.3,63.5,47.9,48.6,80.3,87.0,80.3,87.5,80.3,96.9,64.1,70.6,46.3,41.9,10.6,11.4,-28.8,62.2,39.344,8.0,87.671,83.2,23.14,71.9,112.3,82.3,105.3,76.6,34.4,34.3,7.2,84.7,19.4,68.8,0.261,77.4,0.434,79.8,2.498,13.1,0.0,9.0,0.0,9.0
63,Colton Cowser,BAL,CF,23.0,23.529,84.4,393,1.01,62.0,60.5,62.9,49.2,50.5,70.2,74.8,63.6,69.1,66.9,81.3,56.4,60.2,55.5,59.9,53.8,52.7,-38.9,34.1,23.642,85.0,81.368,40.7,30.174,33.3,110.3,66.4,105.0,72.2,48.2,90.2,5.3,63.9,17.5,57.5,0.276,86.5,0.474,89.1,4.92,52.0,0.023,56.9,0.75,52.4
64,Parker Meadows,DET,CF,23.0,23.91,78.4,515,0.96,55.7,60.0,62.3,43.5,41.6,71.1,76.8,62.2,67.6,66.6,80.7,52.8,55.4,63.3,71.3,84.1,91.0,-36.7,38.5,30.966,37.3,85.882,71.3,24.433,65.1,110.8,69.6,105.1,73.9,39.0,58.1,5.8,69.1,21.5,78.9,0.241,53.1,0.409,69.3,7.778,93.3,0.037,77.2,0.905,79.0
65,Kyle Manzardo,CLE,1B,22.0,23.201,89.0,403,0.92,52.1,59.8,61.7,75.8,83.3,78.8,84.9,74.4,80.3,76.6,93.9,75.1,86.2,55.8,60.5,17.1,16.2,-25.6,70.6,24.75,80.1,88.182,86.2,20.362,82.6,111.9,79.1,104.2,62.1,44.8,81.7,6.5,79.2,26.7,94.5,0.247,62.7,0.455,85.0,2.444,12.2,0.002,18.3,0.5,23.1
66,Michael Toglia,COL,1B,24.0,25.123,51.7,364,1.0,61.1,59.3,61.1,57.8,60.6,76.3,81.0,56.4,57.0,66.4,80.4,57.1,61.5,51.9,52.1,41.6,33.5,-31.3,54.1,25.055,78.9,82.207,46.5,29.552,35.5,113.1,87.3,105.2,75.5,41.9,70.0,6.0,74.0,19.7,71.6,0.249,66.2,0.419,74.0,4.471,43.4,0.008,31.7,0.75,52.4
67,Dustin Harris,TEX,LF,23.0,24.23,72.2,287,0.99,59.9,58.4,60.5,59.1,62.1,21.6,14.5,56.2,56.6,38.9,26.5,57.6,61.9,67.4,79.0,86.8,94.0,-30.4,56.4,28.374,57.5,87.906,85.3,23.855,68.2,106.2,12.1,99.2,4.9,22.1,3.4,2.1,20.8,23.2,84.1,0.221,27.2,0.315,15.0,7.524,91.1,0.059,91.6,0.85,73.1
68,Alexander Canario,PIT,LF,23.0,23.398,86.2,161,1.07,68.3,57.6,59.9,32.3,26.3,80.6,87.6,20.4,12.4,50.5,50.3,26.4,15.9,33.8,18.0,48.6,44.6,-46.7,16.5,27.324,65.7,77.832,18.7,32.333,21.7,112.0,80.4,107.2,92.4,39.6,60.9,7.5,88.1,15.8,45.0,0.216,22.0,0.421,74.6,3.84,32.1,0.012,37.7,1.0,90.4
69,Tyler Soderstrom,ATH,LF,21.0,21.848,96.9,333,1.03,64.1,57.5,59.3,25.1,15.0,85.1,94.5,53.8,53.7,69.4,85.6,39.4,32.6,42.8,35.6,49.5,47.6,-45.9,17.1,36.443,15.6,83.844,58.1,25.78,59.3,113.5,90.5,107.6,94.3,47.1,87.8,8.4,92.7,12.7,26.3,0.239,49.5,0.473,88.5,4.537,45.0,0.006,25.4,1.0,90.4
70,Ryan Bliss,SEA,2B,23.0,23.797,82.0,286,1.03,64.1,57.3,58.7,46.6,46.8,28.9,24.5,32.9,27.5,30.9,14.4,39.8,33.3,55.0,59.3,85.5,92.8,-32.9,50.0,31.455,35.8,82.716,51.1,26.286,54.4,108.1,31.8,102.0,30.3,29.1,13.8,3.1,34.9,10.8,14.1,0.21,14.7,0.33,22.2,7.502,90.5,0.087,98.2,0.781,59.6
71,Jordan Diaz,ATH,2B,22.0,23.129,89.9,167,1.06,66.5,57.2,58.1,49.0,49.8,59.6,61.6,90.4,96.6,75.0,92.8,69.7,77.2,48.8,43.7,7.1,1.8,-29.4,60.2,35.398,19.3,88.726,89.6,24.383,65.7,113.4,89.6,105.4,78.0,44.9,82.3,3.6,42.0,13.4,31.0,0.284,91.3,0.399,62.7,1.389,4.3,0.0,9.0,0.0,9.0
72,Osleivis Basabe,SFG,SS,22.0,23.044,90.2,422,0.96,55.7,57.1,57.5,57.4,60.2,30.9,27.2,69.0,74.3,50.0,48.9,63.2,70.0,65.4,75.4,69.7,74.3,-23.5,79.8,38.754,9.8,83.649,57.8,22.955,72.8,109.5,53.7,102.7,43.0,40.2,63.8,1.7,14.8,9.8,10.7,0.267,80.3,0.357,39.0,6.401,76.6,0.038,79.0,0.727,45.5
73,Buddy Kennedy,TOR,1B,24.0,24.986,55.7,460,0.92,52.1,57.0,56.9,88.6,96.2,42.2,41.0,85.4,91.9,63.8,77.4,87.0,96.0,64.3,73.4,18.9,17.4,-19.3,89.1,23.786,83.8,87.674,83.5,17.612,94.5,110.8,69.6,103.2,50.3,37.0,49.4,2.0,19.9,14.1,35.6,0.277,87.2,0.382,54.0,2.196,10.6,0.006,25.4,0.5,23.1
74,Símon Muzziotti,0,CF,24.0,24.758,59.3,513,0.95,54.2,56.9,56.3,62.0,66.7,32.2,31.2,84.6,91.1,58.4,67.6,73.3,83.5,71.9,85.9,69.1,72.8,-22.8,81.5,39.088,8.9,87.703,83.8,18.081,92.7,110.2,65.7,102.8,43.9,28.9,13.3,1.4,8.9,12.4,24.8,0.273,85.3,0.355,37.9,5.761,70.6,0.05,87.7,0.684,40.7
75,Damiano Palmegiani,TOR,3B,23.0,23.682,82.6,96,1.02,62.9,56.8,55.7,41.0,37.8,69.6,73.4,46.2,43.7,57.9,66.8,43.6,39.4,44.1,38.3,45.1,37.7,-42.8,24.2,24.201,83.2,83.516,56.9,32.639,19.6,109.4,51.2,107.6,94.3,56.3,98.2,5.2,62.5,27.1,95.0,0.227,35.6,0.399,62.7,3.352,25.4,0.01,35.3,1.0,90.4
76,Jackson Holliday,BAL,2B,19.0,19.822,100.0,90,0.87,45.5,56.1,55.1,82.6,91.1,41.6,40.7,79.8,85.2,60.7,71.7,81.2,91.3,64.2,72.5,30.1,24.0,-21.1,84.7,22.703,89.0,84.466,61.5,24.138,67.6,104.9,5.8,102.5,40.4,43.1,75.2,3.3,38.2,13.8,33.6,0.305,98.2,0.446,83.0,3.614,29.1,0.011,36.2,0.5,23.1
77,César Prieto,STL,3B,24.0,24.392,67.6,281,0.99,59.9,56.0,54.5,61.7,66.4,18.0,10.1,81.0,88.1,49.5,47.1,71.4,80.4,66.3,76.6,56.1,53.9,-19.7,87.6,43.885,2.1,88.35,86.9,19.53,86.2,105.0,6.1,100.9,15.3,36.7,47.6,1.4,8.9,17.4,56.4,0.258,75.1,0.34,27.2,5.376,63.3,0.014,42.2,0.8,64.1
78,Brooks Lee,MIN,3B,22.0,22.623,92.4,168,0.87,45.5,55.7,53.9,55.3,57.8,58.2,59.8,86.2,93.6,72.2,89.4,70.8,79.7,66.7,77.8,58.6,56.9,-24.5,76.8,38.667,10.7,86.702,76.8,23.724,68.5,109.2,48.0,102.8,43.9,48.0,89.4,4.8,56.9,15.2,42.4,0.297,95.7,0.477,89.9,5.625,67.9,0.006,25.4,1.0,90.4
79,Connor Norby,MIA,1B,23.0,23.31,87.8,632,0.98,58.4,55.3,53.3,43.9,42.5,51.4,52.0,69.8,75.2,60.6,71.1,56.8,61.0,54.3,57.8,49.1,46.1,-34.5,44.6,32.769,27.8,84.676,63.6,24.376,66.1,109.9,61.5,101.3,21.1,35.3,39.3,4.1,48.6,21.2,78.1,0.259,76.1,0.397,61.8,5.113,55.7,0.016,45.5,0.714,43.4
80,Luis García Jr.,WSN,1B,23.0,23.373,86.5,108,0.9,49.7,54.6,52.7,66.8,72.0,25.7,19.7,64.8,70.0,45.2,40.7,65.8,72.5,64.5,74.9,61.9,59.9,-16.6,92.4,40.67,5.8,92.92,97.9,17.677,94.2,109.6,56.1,103.7,55.5,27.6,10.9,0.0,1.8,14.9,39.8,0.223,31.7,0.292,7.6,4.932,52.9,0.019,51.8,1.0,90.4
81,Canaan Smith-Njigba,0,CF,24.0,24.419,66.5,437,0.97,57.2,53.6,52.1,36.2,30.9,61.8,64.5,28.4,21.9,45.1,40.2,32.3,24.8,45.4,40.4,71.5,78.7,-42.2,25.2,27.925,60.6,78.794,22.3,31.203,27.2,111.8,77.7,103.0,46.8,36.4,45.7,5.9,71.4,11.7,19.4,0.226,34.4,0.404,66.2,5.31,62.4,0.047,85.0,0.808,67.1
82,Heston Kjerstad,BAL,LF,24.0,24.63,61.8,336,0.89,47.9,53.3,51.5,39.2,35.9,82.2,90.8,85.0,91.4,83.6,98.6,62.1,67.7,57.2,63.5,47.5,41.9,-33.3,48.8,36.812,15.0,86.059,73.4,26.635,51.7,113.5,90.5,105.2,75.5,42.9,74.6,6.8,80.4,18.3,62.7,0.3,96.6,0.5,93.9,6.018,74.0,0.006,25.4,0.667,35.9
83,Jordyn Adams,0,CF,23.0,23.951,77.1,475,1.04,65.3,53.0,50.9,29.4,22.2,23.3,15.6,16.6,10.7,20.0,3.4,23.0,11.0,46.6,42.5,93.8,98.8,-44.4,20.8,29.058,51.4,76.937,15.9,33.136,17.7,106.3,12.8,101.0,17.1,31.0,18.2,3.2,36.9,10.3,12.4,0.212,17.4,0.325,19.7,8.9,99.4,0.092,98.8,0.898,77.8
84,Ronny Simon,PIT,2B,23.0,23.452,85.0,131,0.84,41.9,51.2,50.0,66.8,72.0,40.5,38.7,50.9,51.4,45.7,41.6,58.8,63.9,56.9,62.3,53.1,52.1,-25.9,69.7,28.571,55.2,86.029,72.3,21.739,77.1,107.9,29.1,104.5,66.2,31.4,19.3,3.8,45.7,13.3,29.2,0.222,29.5,0.333,23.7,4.258,39.4,0.036,75.7,0.714,43.4
85,Pete Crow-Armstrong,CHC,CF,21.0,21.517,98.8,154,0.99,59.9,51.2,50.0,11.4,4.7,50.7,51.1,20.2,11.9,35.4,21.7,15.8,4.9,40.6,30.2,90.1,97.0,-51.3,11.2,38.965,9.2,72.826,7.3,33.639,15.3,107.3,22.2,103.2,50.3,42.2,71.7,5.8,69.1,11.7,19.4,0.225,33.2,0.392,58.9,8.904,99.7,0.063,93.1,0.833,70.7
86,Orelvis Martinez,WSN,2B,21.0,21.862,96.6,244,0.98,58.4,50.9,49.1,22.8,12.4,62.9,66.1,34.7,29.7,48.8,45.6,28.8,19.3,36.7,24.0,52.5,51.2,-43.0,23.4,32.274,30.6,83.882,58.7,35.815,9.8,109.6,56.1,103.5,53.2,34.9,36.1,6.1,75.2,31.3,98.8,0.2,10.7,0.355,37.9,4.706,47.1,0.008,31.7,1.0,90.4
87,Brett Wisely,ATL,2B,24.0,24.397,67.3,268,0.86,43.7,50.5,48.5,63.3,67.7,46.9,47.1,42.8,41.9,44.8,39.1,53.0,55.7,52.5,53.6,51.3,50.3,-30.3,57.0,25.493,76.8,83.389,56.0,25.8,59.0,109.7,58.1,101.3,21.1,32.2,23.7,4.1,48.6,18.9,66.4,0.222,29.5,0.372,47.9,4.824,48.9,0.025,60.8,0.7,41.9
88,Miguel Amaya,CHC,C,24.0,24.561,64.2,59,0.92,52.1,50.3,47.9,50.3,52.8,70.7,75.8,71.6,76.5,71.2,87.8,61.0,66.4,42.6,34.7,5.8,0.6,-30.5,56.0,29.167,50.9,83.929,59.3,29.592,35.2,110.5,67.1,104.2,62.1,35.3,39.3,5.1,61.3,32.4,99.1,0.271,83.8,0.451,83.8,0.518,0.9,0.0,9.0,0.0,9.0
89,Tirso Ornelas,SDP,LF,23.0,23.554,84.1,239,0.82,39.5,50.0,47.3,54.8,57.5,51.1,51.7,74.2,79.7,62.6,74.6,64.5,71.1,59.8,65.9,50.4,49.7,-29.8,58.6,31.818,34.6,84.727,63.9,22.122,75.8,114.0,93.4,104.0,59.0,41.9,70.0,2.5,26.5,16.7,49.4,0.272,84.4,0.38,52.0,5.267,60.9,0.017,48.8,0.667,35.9
90,Justyn-Henry Malloy,DET,RF,23.0,23.611,83.2,610,0.84,41.9,49.5,46.1,63.9,68.5,54.1,54.7,33.3,28.1,43.7,36.7,48.6,49.4,45.4,40.4,39.0,30.8,-31.9,52.3,19.631,97.9,80.54,34.9,28.355,41.9,109.9,61.5,102.4,38.7,38.9,57.0,4.6,54.7,18.6,65.1,0.223,31.7,0.383,55.2,3.426,25.7,0.008,31.7,0.833,70.7
91,Otto Lopez,MIA,SS,24.0,24.997,55.4,342,0.8,36.5,49.5,46.1,59.3,62.4,28.8,24.2,85.4,91.9,57.1,65.1,72.4,81.7,74.6,89.8,79.1,88.6,-25.5,71.1,34.568,21.1,89.744,92.0,19.478,86.9,110.7,68.5,102.4,38.7,33.0,27.7,1.5,10.6,7.9,5.4,0.263,78.9,0.343,29.8,7.737,92.4,0.038,79.0,0.765,57.8
92,Gilberto Celestino,NYM,CF,24.0,24.627,62.1,232,0.84,41.9,49.5,46.1,81.0,88.5,28.5,23.2,22.1,14.8,25.3,7.3,51.6,53.8,50.8,50.9,49.3,46.7,-13.7,94.8,22.011,92.7,73.958,8.6,30.693,29.1,109.7,58.1,103.6,54.1,45.6,84.6,1.7,14.8,4.5,2.1,0.227,35.6,0.322,17.7,5.166,58.1,0.017,48.8,0.667,35.9
93,Tyler Gentry,KCR,OF,24.0,24.66,61.2,569,0.81,38.3,48.9,44.9,67.6,73.1,43.8,42.8,37.1,33.3,40.4,29.2,52.4,54.4,54.3,57.8,58.3,56.0,-29.8,58.6,22.321,91.1,81.388,41.0,26.282,54.7,106.7,16.5,103.0,46.8,39.1,58.7,4.4,52.9,17.2,54.6,0.225,33.2,0.366,43.0,4.909,51.2,0.024,58.7,0.824,68.9
94,Casey Schmitt,SFG,LF,24.0,24.583,63.3,216,0.9,49.7,48.8,44.3,37.2,32.4,53.0,53.2,68.0,73.1,60.5,70.6,52.6,54.7,50.5,49.4,46.4,38.9,-33.3,48.8,43.243,2.4,83.064,53.5,25.454,60.6,110.1,63.9,103.6,54.1,36.7,47.6,3.7,44.2,15.2,42.4,0.27,82.4,0.4,63.6,4.599,46.2,0.014,42.2,0.75,52.4
95,Andrés Chaparro,WSN,1B,24.0,24.408,67.0,599,0.87,45.5,48.6,43.7,39.9,36.7,68.2,71.7,47.6,45.3,57.9,66.8,43.8,40.1,44.7,39.5,46.7,39.5,-33.3,48.8,33.616,24.2,85.054,65.7,28.381,41.3,114.2,94.6,105.7,81.2,39.8,61.5,5.0,59.6,23.8,85.9,0.222,29.5,0.359,40.4,4.011,35.2,0.007,28.7,1.0,90.4
96,Bryan Lavastida,ATH,C,24.0,24.841,58.7,214,0.92,52.1,48.5,43.1,46.8,47.9,34.4,33.9,14.2,9.8,24.3,6.4,30.5,22.8,42.9,36.5,67.6,70.1,-34.2,45.6,28.132,59.0,75.876,12.5,30.39,31.5,105.2,6.4,102.4,38.7,29.7,14.2,3.7,44.2,16.9,51.2,0.211,15.9,0.342,28.6,5.241,60.2,0.032,70.4,0.875,75.4
97,Oscar Colás,LAA,RF,24.0,25.035,54.3,234,0.87,45.5,48.3,42.2,32.4,26.8,82.1,90.2,52.0,52.3,67.0,81.7,42.2,36.9,43.5,37.1,46.1,38.3,-36.2,39.4,38.94,9.5,84.17,60.9,27.119,49.5,114.0,93.4,107.9,95.7,38.6,55.2,7.3,86.5,16.1,46.9,0.233,43.1,0.41,70.3,3.76,30.9,0.008,31.7,1.0,90.4
98,Jacob Amaya,0,SS,24.0,25.073,53.2,566,0.8,36.5,48.3,42.2,82.4,90.5,27.5,22.2,58.1,61.5,42.8,33.5,70.2,78.3,61.2,68.3,43.0,35.3,-25.0,73.7,22.297,91.4,86.058,73.1,18.694,90.5,107.4,23.9,101.6,23.9,36.0,42.5,2.8,29.8,12.1,22.2,0.233,43.1,0.346,32.3,4.448,43.1,0.011,36.2,0.75,52.4
99,Maikel Garcia,KCR,3B,23.0,23.576,83.8,112,0.78,34.1,47.1,41.3,83.2,92.0,14.4,5.5,52.2,52.6,33.3,17.4,67.7,75.2,59.9,66.5,44.3,36.5,-24.9,74.6,20.0,97.6,81.538,41.6,20.33,82.9,106.7,16.5,102.2,34.3,45.8,85.6,0.9,5.7,6.8,3.5,0.247,62.7,0.317,15.6,3.462,26.9,0.036,75.7,0.571,28.1
100,Jordan Walker,STL,RF,21.0,21.358,99.4,135,0.72,29.0,46.7,40.7,42.3,39.1,72.9,78.7,53.1,53.2,63.0,75.5,47.7,47.2,52.9,54.5,63.3,62.3,-35.5,41.4,31.629,35.2,82.482,49.2,26.271,55.0,114.7,96.6,108.5,97.2,49.4,91.9,5.9,71.4,9.6,9.6,0.244,57.0,0.403,65.1,4.414,41.9,0.03,68.3,1.0,90.4
101,Luis Vázquez,BAL,SS,23.0,23.973,76.5,268,0.89,47.9,46.2,40.1,47.4,48.3,42.7,41.9,27.2,19.9,35.0,21.1,37.3,29.5,37.9,25.1,39.0,30.8,-26.8,66.8,34.88,20.2,80.374,32.4,28.571,39.9,109.8,59.8,103.5,53.2,35.9,41.4,3.4,39.3,15.5,43.7,0.216,22.0,0.335,24.3,3.454,26.6,0.022,55.4,0.667,35.9
102,Darren Baker,0,2B,24.0,24.632,61.5,435,0.75,32.9,45.7,39.5,67.9,73.7,9.4,2.1,63.4,68.5,36.4,22.6,65.6,72.2,68.3,80.5,73.5,81.7,-25.4,71.6,30.021,44.6,89.91,92.4,17.808,93.6,107.9,29.1,100.1,8.1,27.3,9.6,0.5,4.1,8.2,6.1,0.226,34.4,0.278,4.6,6.001,73.7,0.042,82.0,0.792,61.1
103,Zach DeLoach,CHW,RF,24.0,25.117,52.3,621,0.84,41.9,45.4,38.9,38.0,33.8,72.3,78.0,41.0,39.4,56.6,63.6,39.5,33.0,40.2,28.7,41.5,32.9,-42.2,25.2,25.849,73.7,77.968,19.3,33.394,16.2,111.9,79.1,103.8,56.9,39.6,60.9,6.3,76.3,17.8,58.9,0.247,62.7,0.435,80.3,4.287,40.7,0.013,39.5,0.727,45.5
104,Luke Waddell,ATL,SS,24.0,25.216,49.8,130,0.66,18.6,45.3,38.3,95.9,99.4,7.2,1.2,86.2,93.6,46.7,42.8,91.1,98.8,82.2,95.2,64.6,65.0,-7.6,98.5,22.378,90.8,87.838,84.7,15.566,97.2,101.9,0.6,98.0,3.2,22.6,4.3,0.0,1.8,7.5,4.9,0.279,87.6,0.34,27.2,6.65,78.9,0.023,56.9,0.75,52.4
105,Addison Barger,TOR,RF,23.0,23.882,79.5,395,0.74,31.4,45.2,37.7,56.0,58.6,62.3,64.8,64.9,70.3,63.6,76.5,60.4,65.6,50.7,50.3,31.1,25.7,-30.1,57.6,29.338,49.2,86.986,78.6,24.965,62.4,113.7,91.6,106.3,86.1,37.9,53.5,3.8,45.7,22.7,82.4,0.24,51.2,0.351,35.2,3.284,24.2,0.013,39.5,0.625,30.5
106,Eguy Rosario,SDP,3B,23.0,24.099,74.3,184,0.87,45.5,44.9,37.1,38.6,34.7,46.2,45.0,42.2,41.0,44.2,38.1,40.4,33.9,41.0,31.7,42.3,34.7,-32.6,50.8,38.325,11.3,79.343,26.0,27.198,48.9,111.3,73.7,102.9,45.0,36.5,46.2,3.3,38.2,15.0,40.7,0.245,58.3,0.36,40.8,4.504,44.0,0.021,54.2,0.5,23.1
107,Jorbit Vivas,NYY,3B,22.0,22.56,93.1,121,0.62,17.4,44.7,36.5,80.6,87.8,17.8,9.8,68.4,73.4,43.1,34.3,74.5,85.3,73.5,87.4,71.4,77.8,-19.0,89.8,27.801,61.8,93.077,98.8,19.797,85.6,107.3,22.2,100.5,12.4,26.5,8.0,1.7,14.8,14.3,37.0,0.229,38.1,0.312,14.4,6.369,76.1,0.033,71.3,0.8,64.1
108,Jonathan Araúz,0,2B,24.0,25.158,51.4,411,0.79,35.0,43.8,35.9,50.4,53.2,47.3,47.4,57.1,59.0,52.2,55.4,53.8,57.2,52.0,52.7,48.6,44.6,-30.4,56.4,32.396,29.4,84.615,63.0,24.309,67.0,111.1,71.9,104.0,59.0,42.8,74.0,2.4,25.2,25.6,92.0,0.24,51.2,0.346,32.3,4.589,45.9,0.005,21.9,1.0,90.4
109,Jonathan Ornelas,ATL,SS,23.0,23.346,87.0,507,0.69,24.3,43.7,35.3,58.3,61.2,40.5,38.7,38.6,35.8,39.6,27.5,48.4,48.6,56.5,61.7,72.6,80.8,-33.2,49.5,25.817,74.9,83.966,59.8,26.202,55.4,114.4,95.4,104.6,67.4,33.8,31.2,2.4,25.2,9.8,10.7,0.212,17.4,0.302,11.3,5.995,73.4,0.029,66.2,0.938,80.2
110,Jeter Downs,0,SS,24.0,25.177,51.1,191,0.75,32.9,43.5,34.7,46.4,46.5,39.7,37.9,37.8,34.6,38.8,25.8,42.1,36.4,54.5,58.7,79.3,89.2,-35.1,42.8,30.303,41.4,82.949,52.6,24.93,63.0,107.6,26.0,101.7,25.4,34.8,35.3,3.7,44.2,25.7,92.5,0.217,23.1,0.343,29.8,6.836,81.3,0.057,90.4,0.786,60.5
111,Corey Joyce,CHC,SS,24.0,25.114,52.6,206,0.75,32.9,43.2,34.1,53.1,56.0,32.8,31.8,24.6,16.8,28.7,11.6,38.8,30.9,51.7,51.5,77.4,85.0,-39.8,31.5,17.506,99.7,81.323,40.4,29.08,37.0,109.1,45.1,102.3,36.4,28.1,11.8,2.4,25.2,21.9,80.4,0.197,8.9,0.295,8.7,6.873,82.6,0.039,81.1,0.8,64.1
112,Nick Gonzales,PIT,3B,24.0,24.345,69.1,436,0.84,41.9,42.9,33.5,31.8,25.7,58.2,59.8,25.3,17.6,41.8,31.8,28.6,19.0,35.1,19.8,48.3,43.1,-41.9,26.0,30.031,44.3,77.304,17.4,31.121,27.8,108.8,40.8,102.5,40.4,34.2,33.8,6.0,74.0,18.5,64.2,0.225,33.2,0.391,58.3,5.959,73.1,0.009,34.4,0.571,28.1
113,Jhailyn Ortiz,0,RF,24.0,24.865,57.8,125,0.73,30.2,42.7,32.9,46.8,47.9,87.6,95.4,27.6,20.6,57.6,65.9,37.2,29.1,35.3,20.4,31.4,27.2,-32.0,52.0,28.772,53.5,75.776,12.2,32.099,23.5,117.0,99.4,107.5,93.6,51.9,96.3,7.2,84.7,23.4,84.6,0.233,43.1,0.432,78.9,4.101,36.4,0.008,31.7,0.5,23.1
114,Johnathan Rodríguez,CLE,RF,23.0,23.904,78.9,202,0.9,49.7,41.8,32.3,12.3,5.8,82.6,91.4,22.1,14.8,52.4,56.3,17.2,6.3,17.6,3.0,18.5,16.8,-53.0,9.3,34.615,20.8,74.779,9.8,37.28,7.0,113.3,88.8,107.8,95.1,49.5,92.5,7.4,87.6,17.4,56.4,0.226,34.4,0.41,70.3,3.851,32.7,0.0,9.0,0.0,9.0
115,José Rodríguez,LAD,P,22.0,22.201,95.1,88,0.83,40.1,41.6,31.7,43.7,42.0,31.4,28.3,42.0,40.2,36.7,23.2,42.8,38.1,39.1,26.9,31.5,28.1,-27.3,63.9,49.057,0.6,77.083,16.2,25.862,58.0,107.6,26.0,102.1,32.4,30.1,15.3,2.3,23.9,23.0,83.8,0.25,67.7,0.33,22.2,0.0,0.5,0.034,72.8,0.5,23.1
116,Michael Siani,STL,CF,23.0,24.208,72.8,471,0.71,27.8,40.6,30.8,56.4,59.2,16.9,7.8,34.2,29.2,25.6,8.3,45.3,43.0,54.0,56.9,71.5,78.7,-32.9,50.0,25.579,76.1,83.08,53.8,28.167,42.8,107.9,29.1,99.7,6.6,32.6,25.7,1.5,10.6,16.8,50.3,0.21,14.7,0.298,10.1,5.191,58.4,0.047,85.0,0.852,73.7
117,Austin Wells,NYY,C,23.0,24.219,72.5,146,0.81,38.3,40.6,30.8,43.2,40.7,42.3,41.4,35.0,30.3,38.6,25.4,39.1,31.3,36.5,23.4,31.2,26.3,-35.6,40.8,31.579,35.5,81.921,44.0,25.448,60.9,108.7,39.6,101.1,18.3,33.3,29.7,5.5,65.3,8.4,6.7,0.22,26.0,0.367,43.9,2.953,18.7,0.014,42.2,0.667,35.9
118,Wyatt Young,NYM,SS,23.0,23.819,81.3,192,0.69,24.3,40.3,29.9,66.4,70.3,17.7,9.5,80.6,87.8,49.2,46.3,73.5,83.9,61.0,67.1,35.9,29.3,-27.1,65.6,28.933,52.0,88.479,88.7,18.75,90.2,102.2,1.2,97.3,1.7,19.1,1.5,2.1,20.8,17.0,52.0,0.254,72.6,0.333,23.7,2.547,14.1,0.005,21.9,1.0,90.4
119,Blaze Alexander,ARI,3B,24.0,24.304,70.9,300,0.81,38.3,40.2,29.3,33.4,27.5,60.8,64.2,27.6,20.6,44.2,38.1,30.5,22.8,30.5,14.4,30.6,24.9,-41.7,26.6,27.99,60.2,75.135,10.4,35.678,10.1,110.7,68.5,104.8,70.0,41.8,68.7,5.3,63.9,12.9,26.9,0.234,44.8,0.39,57.6,4.137,37.0,0.007,28.7,0.5,23.1
120,Cristian Pache,ARI,OF,24.0,24.862,58.1,60,0.68,22.2,39.3,28.7,61.5,65.6,15.7,6.4,51.2,52.0,33.4,17.7,56.4,60.2,61.1,67.7,70.6,76.6,-30.1,57.6,22.835,88.1,79.365,26.3,30.435,31.2,108.9,42.2,100.9,15.3,39.5,60.1,0.0,1.8,8.9,7.3,0.259,76.1,0.33,22.2,5.579,67.0,0.05,87.7,0.75,52.4
121,Lenyn Sosa,CHW,2B,23.0,23.68,82.9,306,0.89,47.9,38.8,28.1,23.0,13.0,53.4,54.1,27.4,20.2,40.4,29.2,25.2,14.1,19.4,4.8,7.8,4.8,-43.1,22.8,38.281,11.6,79.032,23.2,28.468,40.7,108.6,37.9,103.1,48.9,43.7,78.0,4.9,58.3,20.0,72.6,0.223,31.7,0.381,52.6,1.727,6.1,0.0,9.0,0.0,9.0
122,Daniel Montano,0,LF,24.0,24.501,65.4,319,0.69,24.3,38.5,27.5,44.1,42.8,53.3,53.7,24.9,17.1,39.1,26.9,34.5,26.3,42.1,33.8,57.4,55.1,-42.6,24.5,22.841,87.8,78.866,22.6,31.159,27.5,108.1,31.8,104.1,60.6,36.7,47.6,5.0,59.6,17.1,52.9,0.221,27.2,0.382,54.0,5.472,64.8,0.006,25.4,1.0,90.4
123,Nelson Velázquez,PIT,LF,24.0,24.761,59.0,350,0.7,26.3,38.4,26.9,21.0,11.3,76.8,81.3,22.8,15.9,49.8,48.3,21.9,10.1,38.1,26.3,70.5,76.0,-49.3,13.9,31.98,33.0,78.524,21.4,32.475,20.8,111.2,72.8,105.8,82.1,44.1,78.9,7.1,83.3,22.1,80.9,0.218,24.2,0.397,61.8,7.5,90.2,0.025,60.8,0.75,52.4
124,Steward Berroa,MIL,RF,24.0,24.32,70.2,51,0.66,18.6,38.2,26.3,60.1,63.9,5.7,0.6,34.8,30.0,20.2,3.8,47.4,46.3,61.8,69.5,90.6,97.6,-37.3,37.6,22.5,90.2,85.454,68.7,23.171,71.3,103.9,4.3,94.5,0.3,10.0,0.3,0.0,1.8,15.2,42.4,0.163,0.9,0.192,0.3,7.154,86.5,0.074,95.5,1.0,90.4
