Rank,Name,Team,Pos,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,PullAir%,PullAir%_R,xBA,xBA_R,xSLG,xSLG_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
268,Willie MacIver,ATH,C,26.0,26.921,0.3,199,,,,,42.5,39.6,26.7,21.1,26.8,18.8,26.8,9.8,34.6,26.9,,,,,-38.1,35.3,25.835,74.3,77.099,16.5,34.656,12.8,109.4,51.2,104.0,59.0,36.1,43.4,0.5,4.1,13.8,33.6,0.228,37.0,0.307,13.1,7.335,88.4,,,,
269,Justin Dean,LAD,CF,26.0,26.815,3.1,199,,,,,37.5,33.3,23.3,15.6,3.5,0.6,13.4,1.8,20.5,8.9,,,,,-51.3,11.2,20.087,97.2,72.266,5.8,34.483,13.5,103.9,4.3,100.7,14.1,32.0,22.3,4.5,53.8,4.1,1.5,0.169,1.2,0.282,5.5,7.145,86.2,,,,
270,Dérmis Garcia,0,3B,25.0,25.728,33.6,198,,,,,22.6,11.9,75.9,80.4,21.0,12.8,48.4,45.1,21.8,9.8,,,,,-52.5,9.8,28.329,58.4,72.152,4.9,42.938,0.9,113.0,86.5,107.3,92.7,42.6,72.8,5.6,66.7,21.1,77.5,0.228,37.0,0.405,67.3,5.226,59.6,,,,
271,Joe Rizzo,0,3B,25.0,25.5,41.3,191,,,,,46.7,47.2,49.6,50.3,55.8,55.7,52.7,57.2,51.2,53.1,,,,,-33.9,46.2,31.874,33.9,82.083,45.3,24.259,67.3,109.6,56.1,101.8,27.4,35.1,37.2,4.2,50.2,17.2,54.6,0.249,66.2,0.395,60.4,1.828,7.3,,,,
272,Brandon McIlwain,0,OF,25.0,25.333,46.5,189,,,,,44.9,44.6,34.3,33.6,33.5,28.4,33.9,19.1,39.2,32.0,,,,,-30.6,55.7,31.858,34.3,83.333,55.5,30.055,33.9,109.5,53.7,104.5,66.2,37.9,53.5,2.6,27.4,10.5,13.1,0.201,11.5,0.303,11.8,5.425,63.6,,,,
273,Greg Jones,HOU,LF,25.0,25.566,39.4,188,,,,,5.6,0.9,57.8,59.2,6.1,2.9,32.0,16.5,5.8,1.5,,,,,-69.6,1.8,36.449,15.3,71.171,3.7,45.767,0.3,110.6,67.7,106.3,86.1,47.4,88.4,5.9,71.4,10.2,11.9,0.196,8.4,0.332,23.2,7.401,89.0,,,,
274,Nolan Jones,CLE,RF,25.0,25.399,43.4,187,,,,,71.4,76.6,91.1,96.9,84.4,90.8,87.8,99.7,77.9,89.3,,,,,-28.4,63.0,22.622,89.9,88.304,86.5,24.46,64.8,114.4,95.4,108.2,96.2,43.9,78.6,9.1,95.6,16.8,50.3,0.27,82.4,0.516,95.4,6.993,84.4,,,,
275,Josh Bissonette,0,2B,26.0,26.91,0.6,180,,,,,72.6,78.0,2.4,0.3,23.2,16.5,12.8,1.5,47.9,47.7,,,,,-26.1,68.8,24.292,82.9,79.188,24.5,24.333,66.4,103.0,2.6,97.2,1.2,24.8,6.6,0.0,1.8,7.9,5.4,0.216,22.0,0.262,2.9,3.087,22.3,,,,
276,Jose Miranda,MIN,3B,25.0,25.254,48.9,180,,,,,64.0,69.0,46.4,45.6,79.9,85.8,63.2,75.8,72.0,81.2,,,,,-24.4,77.7,32.152,31.8,91.133,95.1,21.515,78.3,109.3,49.8,103.3,51.4,38.1,54.3,4.4,52.9,9.0,7.8,0.248,64.8,0.37,46.8,5.129,56.6,,,,
277,Andruw Monasterio,MIL,SS,26.0,26.335,15.3,178,,,,,93.7,98.3,43.7,42.5,78.8,83.3,61.2,72.5,86.2,95.7,,,,,-14.6,93.6,20.716,95.7,88.83,89.9,18.587,91.1,106.2,12.1,102.2,34.3,45.1,82.9,3.9,46.9,18.4,63.5,0.25,67.7,0.4,63.6,5.064,54.7,,,,
278,Yorman Rodriguez,0,1B,26.0,26.188,20.2,177,,,,,63.6,68.2,32.9,32.1,70.1,75.8,51.5,52.9,66.8,73.2,,,,,-19.8,87.2,39.255,8.6,86.813,77.4,19.436,87.2,111.4,74.6,102.2,34.3,28.2,12.2,2.3,23.9,11.2,17.0,0.247,62.7,0.325,19.7,6.033,74.3,,,,
279,Trevor Boone,COL,OF,26.0,26.056,24.6,175,,,,,7.0,2.4,71.2,77.1,3.6,0.9,37.4,24.2,5.3,1.2,,,,,-70.9,0.6,34.439,21.4,66.956,1.5,42.192,1.5,115.3,97.6,106.5,87.2,51.8,96.0,5.7,67.9,22.9,83.5,0.191,5.8,0.348,33.9,5.525,65.4,,,,
280,Nick Maton,0,SS,26.0,26.612,8.3,174,,,,,59.9,63.6,54.7,55.0,32.5,27.2,43.6,36.1,46.2,45.6,,,,,-27.1,65.6,28.878,52.3,79.204,25.1,25.937,57.2,107.4,23.9,101.5,23.1,35.8,40.7,5.7,67.9,29.0,97.1,0.231,39.9,0.403,65.1,5.611,67.3,,,,
281,Colton Welker,0,3B,25.0,25.974,26.8,170,,,,,74.6,81.3,30.8,26.8,46.7,44.3,38.8,25.8,60.6,66.1,,,,,-24.8,75.4,25.641,75.8,82.682,50.3,23.183,70.9,107.6,26.0,102.1,32.4,30.3,16.2,2.9,31.8,9.0,7.8,0.233,43.1,0.366,43.0,3.033,20.5,,,,
282,Blake Rutherford,0,LF,26.0,26.412,11.9,170,,,,,37.1,32.1,45.3,44.2,65.2,70.6,55.2,61.6,51.2,53.1,,,,,-26.4,68.0,45.531,0.9,81.188,39.1,33.973,14.1,108.8,40.8,103.4,52.3,41.0,66.4,2.9,31.8,12.3,23.5,0.284,91.3,0.426,77.2,5.47,64.5,,,,
283,Daniel Cope,COL,C,26.0,26.292,17.1,167,,,,,25.2,15.3,47.7,48.3,35.1,30.6,41.4,31.3,30.2,21.9,,,,,-43.0,23.4,30.245,42.2,68.229,2.4,39.604,4.0,108.0,30.4,101.9,28.7,40.4,64.2,6.0,74.0,11.1,16.1,0.25,67.7,0.376,49.5,1.362,3.7,,,,
284,René Pinto,TOR,C,26.0,26.908,0.9,160,,,,,13.6,6.1,84.5,93.0,21.6,13.5,53.0,57.8,17.6,6.7,,,,,-51.1,11.9,37.391,14.4,72.581,6.1,33.333,16.8,110.1,63.9,107.5,93.6,48.0,89.4,8.8,94.2,19.6,70.8,0.228,37.0,0.447,83.5,3.847,32.4,,,,
285,Carter Kieboom,0,3B,26.0,26.073,23.9,160,,,,,72.8,78.4,64.9,68.5,73.6,78.7,69.2,85.3,73.2,83.2,,,,,-29.3,61.2,22.192,91.7,88.623,89.0,22.581,73.7,110.4,66.7,103.9,57.6,39.6,60.9,5.6,66.7,17.9,60.2,0.245,58.3,0.409,69.3,4.042,35.5,,,,
286,Orlando Martinez,HOU,OF,25.0,25.615,37.0,159,,,,,51.4,54.7,31.4,28.3,57.2,59.5,44.3,38.5,54.3,58.1,,,,,-29.6,59.6,32.123,32.1,84.832,64.8,25.597,59.9,106.8,17.3,102.5,40.4,33.6,30.9,2.5,26.5,17.5,57.5,0.239,49.5,0.344,30.9,3.522,27.5,,,,
287,Brendon Davis,0,SS,26.0,26.174,20.8,156,,,,,26.9,19.0,32.7,31.5,18.8,11.3,25.8,9.0,22.8,10.7,,,,,-48.7,14.7,28.496,55.7,80.571,35.2,33.922,14.4,106.7,16.5,102.3,36.4,31.8,20.9,3.2,36.9,25.0,90.1,0.178,2.4,0.291,7.3,2.908,17.7,,,,
288,DaShawn Keirsey Jr.,MIN,CF,26.0,26.382,13.1,150,,,,,51.7,55.0,24.8,17.4,38.0,35.0,31.4,15.1,44.8,41.6,,,,,-29.4,60.2,29.825,46.2,80.208,31.3,28.912,38.8,108.3,34.4,102.0,30.3,33.0,27.7,2.7,28.1,7.1,4.4,0.234,44.8,0.319,16.2,8.036,95.7,,,,
289,Joe Suozzi,0,OF,25.0,25.585,38.5,146,,,,,51.2,54.4,17.1,8.3,45.8,43.3,31.4,15.1,48.5,48.9,,,,,-34.9,43.6,26.198,70.9,80.402,33.2,28.47,40.4,105.5,7.6,100.5,12.4,35.5,40.1,2.1,20.8,3.2,0.9,0.245,58.3,0.344,30.9,6.295,75.8,,,,
290,Brett Harris,ATH,3B,25.0,25.268,48.3,142,,,,,63.1,67.3,41.2,39.8,86.5,94.2,63.8,77.4,74.8,85.9,,,,,-31.0,54.4,27.458,64.2,92.398,96.9,20.238,83.2,109.7,58.1,103.2,50.3,40.0,62.5,2.8,29.8,13.3,29.2,0.259,76.1,0.368,44.8,5.029,54.4,,,,
291,Mickey Moniak,COL,LF,25.0,25.383,44.3,140,,,,,18.7,10.1,84.1,92.4,72.7,78.0,78.4,95.1,45.7,44.3,,,,,-45.0,19.3,41.638,4.0,84.615,63.0,28.618,39.4,111.1,71.9,106.8,89.9,44.2,79.5,6.4,78.0,29.2,97.7,0.27,82.4,0.498,93.3,6.925,82.9,,,,
292,Luis Urías,MIL,2B,26.0,26.324,15.9,139,,,,,48.2,48.9,57.3,57.8,29.2,22.9,43.2,34.9,38.7,30.6,,,,,-35.3,41.9,28.834,53.2,81.006,38.5,26.007,56.3,108.3,34.4,102.1,32.4,28.6,12.7,5.8,69.1,26.2,93.9,0.214,19.9,0.395,60.4,2.926,18.0,,,,
293,Chavez Young,0,CF,26.0,26.229,19.0,138,,,,,78.4,86.5,31.0,27.5,37.2,33.6,34.1,20.2,57.8,62.4,,,,,-25.3,72.0,23.099,86.9,84.066,60.6,20.454,81.7,107.9,29.1,102.5,40.4,34.1,33.0,2.9,31.8,17.2,54.6,0.208,13.9,0.301,10.9,8.793,98.8,,,,
294,JJ Bleday,ATH,LF,25.0,25.886,29.1,133,,,,,89.5,96.6,79.6,86.5,64.0,69.4,71.8,88.7,76.8,89.0,,,,,-9.7,96.8,20.558,96.0,80.435,34.3,25.381,61.5,109.2,48.0,105.1,73.9,50.5,93.6,9.0,95.1,17.4,56.4,0.29,93.6,0.536,96.3,5.826,71.3,,,,
295,Will Benson,CIN,RF,25.0,25.29,48.0,133,,,,,66.6,71.4,67.6,70.6,22.2,15.3,44.9,39.4,44.4,40.8,,,,,-28.5,62.7,17.877,99.4,80.368,32.1,31.278,26.9,113.8,92.2,106.7,89.0,40.6,65.0,5.3,63.9,28.1,95.9,0.202,12.2,0.325,19.7,8.917,100.0,,,,
296,Jacob Hurtubise,0,LF,25.0,25.802,31.5,133,,,,,97.3,100.0,17.5,8.7,96.4,99.1,57.0,64.5,96.8,100.0,,,,,0.8,99.7,21.452,93.9,90.141,93.0,15.942,96.6,102.0,0.9,95.6,0.6,12.9,0.6,0.8,5.0,12.4,24.8,0.332,99.7,0.403,65.1,5.458,64.2,,,,
297,Quincy Hamilton,0,OF,25.0,25.3,47.7,132,,,,,82.8,91.4,42.3,41.4,57.4,59.9,49.8,48.3,70.1,78.0,,,,,-19.7,87.6,27.148,66.1,89.091,90.5,16.803,96.0,109.6,56.1,104.0,59.0,37.4,51.1,2.3,23.9,23.9,86.4,0.218,24.2,0.338,25.5,3.438,26.3,,,,
298,Ben Rortvedt,LAD,C,26.0,26.012,26.0,124,,,,,44.2,43.4,45.3,44.2,41.8,39.8,43.6,36.1,43.0,38.7,,,,,-37.1,37.9,28.467,56.3,83.846,58.4,28.365,41.6,108.6,37.9,104.6,67.4,39.2,59.5,4.0,47.7,13.4,31.0,0.219,25.2,0.349,34.4,4.061,36.1,,,,
299,Christian Koss,SFG,2B,25.0,25.673,35.8,123,,,,,29.5,22.6,26.0,20.5,26.2,18.3,26.1,9.5,27.8,17.3,,,,,-38.1,35.3,40.553,6.4,79.578,28.1,26.956,49.8,109.8,59.8,102.5,40.4,30.3,16.2,1.6,12.5,12.2,22.8,0.218,24.2,0.296,9.3,5.559,66.7,,,,
300,Joseph Rosa,0,2B,26.0,26.568,10.4,121,,,,,54.4,56.9,26.9,21.4,57.0,58.6,42.0,32.4,55.7,59.3,,,,,-35.5,41.4,26.132,71.6,83.898,59.0,25.389,61.2,107.2,20.6,102.6,41.9,35.9,41.4,1.7,14.8,20.5,74.6,0.242,55.0,0.319,16.2,4.628,46.8,,,,
301,Jose Herrera,0,C,26.0,26.595,8.9,118,,,,,76.0,83.8,16.3,7.0,59.5,63.5,37.9,24.6,67.8,75.5,,,,,-21.1,84.7,27.6,63.3,91.129,94.8,22.798,73.4,109.2,48.0,97.6,2.4,27.2,9.2,1.7,14.8,11.0,15.0,0.218,24.2,0.279,5.2,3.742,30.6,,,,
302,Paul McIntosh,PHI,C,25.0,25.859,30.6,117,,,,,28.0,20.2,57.6,58.1,28.4,21.9,43.0,33.9,28.2,18.3,,,,,-43.7,21.7,29.779,46.8,77.344,17.7,33.493,15.6,110.7,68.5,104.7,68.7,44.9,82.3,5.1,61.3,10.5,13.1,0.23,39.0,0.382,54.0,1.937,8.3,,,,
303,Owen Miller,COL,2B,26.0,26.872,1.2,115,,,,,64.8,69.4,41.2,39.8,60.2,64.1,50.7,51.1,62.5,68.7,,,,,-24.4,77.7,33.333,25.4,85.271,67.3,18.483,91.7,109.2,48.0,99.6,6.0,22.5,4.0,4.3,51.7,12.4,24.8,0.241,53.1,0.389,57.0,3.023,20.2,,,,
304,Alex McKenna,0,OF,26.0,26.064,24.2,108,,,,,31.4,25.2,31.7,29.5,16.5,10.4,24.1,6.1,24.0,13.3,,,,,-55.5,7.0,24.696,80.4,79.231,25.4,32.984,18.7,106.3,12.8,104.0,59.0,36.2,44.3,3.7,44.2,6.8,3.5,0.195,7.6,0.316,15.3,3.497,27.2,,,,
305,Nick Raposo,SEA,C,25.0,25.325,46.8,108,,,,,83.7,92.7,27.5,22.2,66.6,72.0,47.0,43.1,75.2,86.7,,,,,-18.5,90.7,26.267,70.6,85.0,65.4,19.745,85.9,105.3,6.7,102.4,38.7,32.9,27.2,1.9,19.0,20.3,73.1,0.25,67.7,0.34,27.2,1.736,6.4,,,,
306,Griffin Conine,MIA,RF,26.0,26.22,19.3,91,,,,,17.8,9.5,84.0,92.0,39.2,36.7,61.6,74.0,28.5,18.7,,,,,-67.1,2.4,29.231,50.2,71.538,4.0,36.898,7.6,112.3,82.3,106.7,89.0,46.8,86.7,8.8,94.2,17.0,52.0,0.257,74.3,0.432,78.9,5.665,69.1,,,,
307,Brady Lindsly,WSN,C,25.0,25.577,38.8,81,,,,,20.2,10.7,20.3,11.8,38.2,35.5,29.2,12.8,29.2,20.0,,,,,-60.6,4.3,33.498,24.8,86.316,74.9,26.38,53.2,103.8,3.7,97.4,2.1,22.2,3.7,2.5,26.5,26.1,93.4,0.175,1.5,0.265,3.4,3.672,29.4,,,,
308,Frankie Tostado,0,RF,25.0,25.5,41.3,80,,,,,73.0,78.9,36.0,35.5,35.2,30.9,35.6,22.0,54.1,57.8,,,,,-17.6,91.1,29.946,45.0,79.091,23.5,23.494,69.7,105.7,8.7,102.6,41.9,44.3,80.3,3.8,45.7,11.5,18.2,0.236,46.8,0.369,46.0,5.363,63.0,,,,
309,Khalil Lee,0,CF,25.0,25.262,48.6,76,,,,,44.2,43.4,51.5,52.3,11.4,6.9,31.4,15.1,27.8,17.3,,,,,-31.6,53.1,30.114,42.8,78.35,20.8,32.0,23.9,111.2,72.8,108.2,96.2,45.8,85.6,3.9,46.9,14.3,37.0,0.176,2.0,0.295,8.7,4.877,50.2,,,,
310,Logan Driscoll,TBR,C,25.0,25.906,28.1,76,,,,,26.0,16.7,31.3,27.8,26.9,19.3,29.1,12.5,26.4,15.9,,,,,-43.4,22.0,30.303,41.4,80.723,36.4,34.586,13.1,103.5,3.1,99.6,6.0,22.9,4.6,3.9,46.9,27.1,95.0,0.212,17.4,0.324,18.8,3.183,22.9,,,,
311,Matt Kroon,0,3B,26.0,26.817,2.8,75,,,,,61.6,66.1,84.9,94.0,63.5,68.8,74.2,91.1,62.6,69.3,,,,,-25.3,72.0,28.395,57.2,83.099,54.4,28.205,42.2,111.7,76.8,107.1,91.7,36.7,47.6,8.0,91.0,18.0,61.5,0.254,72.6,0.466,86.5,6.637,78.6,,,,
312,Alex Kirilloff,0,RF,25.0,25.889,28.6,73,,,,,60.6,64.8,74.7,79.4,74.4,80.3,74.6,91.9,67.5,74.9,,,,,-27.4,63.3,29.775,47.1,82.353,48.8,22.464,74.3,105.5,7.6,103.7,55.5,48.1,89.9,12.3,99.1,24.6,88.4,0.333,100.0,0.644,99.7,4.045,35.8,,,,
313,Ross Adolph,0,OF,26.0,26.784,3.7,72,,,,,14.9,7.0,70.8,76.1,17.0,11.0,43.9,37.3,16.0,5.2,,,,,-75.1,0.3,29.412,48.9,66.667,0.9,45.528,0.6,108.9,42.2,107.5,93.6,71.0,100.0,6.9,81.2,12.5,25.8,0.225,33.2,0.432,78.9,0.621,1.2,,,,
314,Nick Madrigal,NYM,3B,26.0,26.571,10.1,70,,,,,83.5,92.4,12.2,3.1,98.3,100.0,55.2,61.6,90.9,98.5,,,,,-8.6,97.9,29.518,48.6,100.0,100.0,9.524,100.0,103.0,2.6,100.4,11.8,26.9,8.3,0.0,1.8,11.5,18.2,0.3,96.6,0.353,36.1,5.143,57.5,,,,
315,Jameson Hannah,0,OF,26.0,26.138,21.7,69,,,,,83.9,93.0,22.0,15.0,95.9,98.8,59.0,68.3,89.9,97.6,,,,,-20.2,86.4,26.19,71.3,93.976,99.4,16.379,96.3,106.3,12.8,102.9,45.0,34.0,32.3,1.4,8.9,3.9,1.2,0.285,92.4,0.365,42.2,4.863,49.8,,,,
316,Terrin Vavra,0,2B,26.0,26.385,12.8,68,,,,,42.7,40.1,52.2,52.9,55.0,54.7,53.6,58.6,48.8,50.0,,,,,-33.8,46.9,30.952,37.6,75.248,10.7,28.571,39.9,106.9,18.0,101.4,22.5,32.0,22.3,5.9,71.4,12.0,21.6,0.322,99.4,0.475,89.6,7.051,85.0,,,,
317,Travis Swaggerty,0,OF,26.0,26.114,22.6,67,,,,,18.2,9.8,29.0,24.8,11.5,7.3,20.2,3.8,14.8,4.6,,,,,-49.3,13.9,32.168,31.3,75.949,13.1,36.0,9.5,108.3,34.4,105.1,73.9,27.5,10.4,1.5,10.6,17.0,52.0,0.199,9.9,0.278,4.6,8.625,97.6,,,,
318,Cobie Fletcher-Vance,0,SS,26.0,26.1,22.9,66,,,,,50.5,53.5,17.6,9.2,49.6,49.2,33.6,18.3,50.0,52.0,,,,,-28.8,62.2,29.71,47.4,81.707,42.8,31.707,25.7,104.2,5.0,103.0,46.8,31.0,18.2,1.5,10.6,7.1,4.4,0.243,56.4,0.326,20.9,1.08,2.6,,,,
319,Matt Gorski,LAD,1B,25.0,25.771,32.4,65,,,,,28.8,21.3,69.4,73.1,12.0,8.3,40.7,30.3,20.4,8.6,,,,,-37.0,38.2,35.417,19.0,77.778,18.3,32.52,20.2,110.1,63.9,106.6,88.1,27.3,9.6,7.7,88.7,15.9,45.6,0.191,5.8,0.351,35.2,6.812,80.7,,,,
320,Eric Yang,CIN,C,25.0,25.514,40.4,65,,,,,23.9,14.4,35.4,34.6,82.4,89.6,58.9,67.9,53.2,56.6,,,,,-46.2,16.8,35.897,17.7,87.654,82.3,26.829,50.8,103.7,3.4,100.3,10.6,38.6,55.2,3.1,34.9,25.0,90.1,0.27,82.4,0.391,58.3,0.708,1.5,,,,
321,Yorvis Torrealba,0,OF,26.0,26.212,19.6,63,,,,,40.8,37.3,20.4,12.4,50.0,49.5,35.2,21.4,45.4,43.6,,,,,-34.9,43.6,32.168,31.3,80.769,37.3,27.333,48.3,107.0,18.8,102.3,36.4,45.5,84.1,1.6,12.5,13.3,29.2,0.247,62.7,0.32,16.8,5.214,58.9,,,,
322,Ryan McKenna,0,CF,26.0,26.623,7.3,61,,,,,28.5,20.8,30.6,26.3,10.0,4.9,20.3,4.3,19.2,7.3,,,,,-59.0,4.9,25.203,77.7,76.812,15.6,34.0,13.8,106.5,15.0,103.7,55.5,41.2,67.1,3.3,38.2,5.9,2.9,0.187,4.3,0.33,22.2,8.847,99.1,,,,
323,Ryan Mountcastle,BAL,1B,26.0,26.612,8.3,58,,,,,12.2,5.5,69.8,74.2,29.8,24.2,49.8,48.3,21.0,9.2,,,,,-51.7,10.1,41.228,4.6,73.75,8.3,30.709,28.7,112.4,82.9,104.9,71.3,55.6,97.9,5.2,62.5,18.9,66.4,0.24,51.2,0.413,71.7,1.601,5.8,,,,
324,Brenton Doyle,COL,CF,25.0,25.38,44.6,56,,,,,14.1,6.7,89.8,96.3,46.6,44.0,68.2,83.2,30.4,22.3,,,,,-53.5,8.9,32.353,29.7,67.164,1.8,39.64,3.7,112.8,84.6,109.1,98.3,57.1,98.5,12.5,99.4,13.3,29.2,0.284,91.3,0.649,100.0,4.531,44.3,,,,
325,Anthony Mulrine,0,C,25.0,25.503,40.7,56,,,,,49.4,50.9,13.5,4.3,8.8,4.3,11.2,1.2,29.1,19.6,,,,,-33.9,46.2,29.0,51.7,75.758,11.9,26.316,53.8,107.4,23.9,99.3,5.4,17.6,0.9,0.0,1.8,20.6,75.7,0.191,5.8,0.23,1.2,2.196,10.6,,,,
326,Trevor Schwecke,0,SS,25.0,25.782,32.1,55,,,,,6.8,1.8,20.3,11.8,11.1,6.1,15.7,2.1,9.0,2.4,,,,,-65.5,2.8,44.248,1.8,78.261,20.2,31.933,24.2,105.8,9.5,96.8,0.9,20.0,2.1,3.6,42.0,13.8,33.6,0.176,2.0,0.26,2.4,1.08,2.6,,,,
327,Alex McGarry,0,1B,25.0,25.388,43.9,50,,,,,4.0,0.6,84.3,92.7,3.2,0.3,43.8,37.0,3.6,0.3,,,,,-70.0,1.2,38.71,10.4,70.0,2.8,42.593,1.2,114.0,93.4,106.6,88.1,42.9,74.6,8.0,91.0,17.9,60.2,0.186,3.7,0.418,73.4,0.768,1.8,,,,
