Rank,Name,Team,Pos,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,PullAir%,PullAir%_R,xBA,xBA_R,xSLG,xSLG_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
125,Eddys Leonard,ATL,SS,23.0,23.888,80.3,282,0.71,31.4,39.7,26.6,20.0,13.0,60.6,63.2,59.5,61.8,60.0,67.9,39.8,36.6,44.9,37.9,55.2,52.7,-46.4,24.9,37.431,8.9,82.769,56.8,31.947,24.6,114.3,94.9,103.4,54.1,37.2,51.9,3.9,49.1,20.7,74.7,0.239,62.2,0.356,50.5,5.646,63.8,0.025,60.1,0.7,34.6
126,Heriberto Hernández,MIA,LF,24.0,24.791,68.1,182,0.65,27.2,39.6,26.0,43.2,40.7,62.6,66.0,4.2,1.7,33.4,19.9,23.7,12.9,34.8,21.3,57.0,56.8,-39.5,43.1,25.258,69.5,70.044,2.7,39.385,4.2,110.4,70.5,102.1,36.6,43.7,80.5,5.5,75.9,22.3,82.9,0.175,5.8,0.347,45.9,5.498,61.9,0.011,28.4,1.0,89.3
127,Tucker Flint,LAA,OF,23.0,23.488,85.3,55,0.75,35.5,39.0,25.4,65.4,71.6,26.3,18.9,25.5,21.1,25.9,11.7,45.4,43.2,31.8,17.2,4.4,1.2,-30.8,63.8,18.841,97.5,81.667,47.0,32.558,21.1,104.7,8.8,99.5,11.2,41.9,73.2,3.6,45.4,15.2,43.8,0.17,4.0,0.275,12.8,0.907,2.5,0.0,5.6,0.0,5.6
128,Wes Clarke,HOU,1B,24.0,24.966,63.6,372,0.66,28.1,38.3,24.9,29.8,20.6,81.2,88.3,24.7,19.6,53.0,54.0,27.2,18.0,31.3,16.6,39.3,32.5,-58.6,7.2,22.596,85.1,65.43,1.5,40.714,3.2,110.1,66.5,104.8,75.9,43.5,80.0,7.0,87.6,24.4,90.0,0.229,47.9,0.427,83.1,3.554,27.8,0.005,16.6,1.0,89.3
129,Colson Montgomery,CHW,SS,22.0,22.59,93.0,572,0.54,18.3,37.6,24.3,40.4,35.7,66.9,72.2,34.2,30.5,50.6,49.3,37.3,31.0,40.5,30.5,47.0,44.4,-45.5,26.7,26.651,61.0,80.411,37.0,28.545,43.9,113.8,93.5,104.5,71.0,34.3,38.1,4.4,57.8,24.4,90.0,0.215,31.4,0.345,44.9,4.803,49.4,0.014,36.7,0.8,57.7
130,Jordyn Adams,0,CF,24.0,24.953,63.8,535,0.69,30.5,36.5,23.7,27.1,17.6,30.6,25.9,33.0,28.8,31.8,16.5,30.0,23.0,44.0,36.1,71.8,78.7,-45.5,26.7,33.742,22.6,79.818,32.3,29.794,35.0,107.5,27.3,101.9,33.4,30.8,25.1,3.2,39.2,9.3,11.3,0.217,33.7,0.313,25.6,6.684,80.3,0.051,86.4,0.718,37.9
131,Jonathan Ornelas,ATL,SS,24.0,24.348,74.8,358,0.5,14.5,36.2,23.1,50.2,51.5,37.3,33.3,49.2,50.6,43.2,35.7,49.7,49.6,54.1,53.8,62.8,67.5,-40.5,39.6,26.81,59.8,84.197,67.0,25.256,62.5,111.6,82.8,104.4,69.0,41.2,69.7,1.7,18.6,10.2,15.0,0.215,31.4,0.282,13.9,5.838,67.7,0.024,58.6,0.818,60.7
132,Luis Vázquez,BAL,SS,24.0,24.975,63.3,266,0.64,26.0,36.0,22.5,49.8,50.6,54.1,54.3,42.5,40.7,48.3,45.9,46.2,45.0,34.6,20.7,11.4,8.6,-35.0,53.1,31.095,35.5,81.908,50.6,25.208,63.0,111.5,81.5,103.9,62.5,38.3,57.7,4.1,52.5,14.8,41.7,0.218,34.4,0.324,32.1,2.132,9.2,0.004,13.6,0.333,11.8
133,Corey Rosier,BOS,RF,24.0,25.065,60.7,184,0.5,14.5,35.8,21.9,51.8,53.6,23.7,17.4,44.2,41.9,34.0,20.5,48.0,47.3,58.6,63.0,79.9,88.2,-38.1,45.9,29.049,47.1,85.463,74.9,23.235,73.7,108.2,35.9,102.9,48.1,27.4,15.4,1.6,16.9,9.9,13.0,0.192,13.4,0.262,8.6,7.277,87.8,0.059,89.6,0.786,53.8
134,Cooper Bowman,ATH,2B,24.0,24.682,70.0,147,0.61,22.8,35.4,21.3,34.7,28.5,22.3,15.9,20.6,15.5,21.5,8.4,27.6,18.9,47.7,43.2,87.9,96.4,-42.2,34.2,32.039,29.8,80.368,36.5,28.626,43.2,109.0,46.0,101.1,22.7,19.6,4.2,0.7,8.9,19.6,69.0,0.172,4.6,0.202,1.9,8.74,98.0,0.053,87.0,0.889,73.1
135,Osleivis Basabe,SFG,SS,23.0,24.047,78.6,282,0.62,24.0,35.2,20.7,49.4,50.0,31.0,26.3,51.7,52.6,41.4,33.5,50.6,51.6,42.6,34.3,26.8,20.1,-30.4,65.4,39.358,6.0,84.384,68.2,23.145,74.4,107.0,22.8,103.8,60.9,31.8,28.8,2.5,31.0,10.3,15.4,0.219,35.2,0.298,19.1,2.94,19.6,0.014,36.7,0.571,24.3
136,Kyren Paris,LAA,2B,22.0,22.886,90.5,156,0.53,16.9,34.7,20.1,30.7,21.8,33.4,28.5,27.4,22.1,30.4,15.4,29.0,20.2,48.1,45.6,86.2,95.3,-56.3,9.2,24.629,73.4,81.776,48.6,32.66,20.6,108.8,43.2,102.4,41.6,34.5,38.6,3.2,39.2,12.1,24.4,0.176,6.2,0.273,11.8,8.203,94.8,0.05,85.8,0.889,73.1
137,Cole Roederer,0,OF,24.0,25.018,62.1,185,0.59,20.7,33.8,19.5,34.2,26.8,42.9,39.5,20.2,14.9,31.6,16.1,27.2,18.0,39.4,27.2,63.9,68.3,-45.3,27.0,26.344,63.0,76.444,17.9,36.532,9.2,107.6,27.8,102.9,48.1,38.3,57.7,3.2,39.2,21.8,80.8,0.205,22.6,0.334,38.6,5.11,55.7,0.021,55.0,1.0,89.3
138,D'Shawn Knowles,0,OF,23.0,23.704,82.5,93,0.6,21.6,32.7,18.9,49.2,49.6,8.8,3.7,16.6,11.7,12.7,3.0,32.9,25.2,40.2,28.7,54.9,52.1,-34.3,55.2,28.384,50.9,79.2,29.8,30.526,31.8,107.4,26.7,98.7,6.6,21.4,5.8,0.0,3.2,9.5,12.2,0.164,3.5,0.215,3.5,4.82,49.6,0.03,66.6,0.75,47.0
139,Damiano Palmegiani,TOR,3B,24.0,24.684,69.6,500,0.58,20.1,32.2,18.3,40.9,36.8,60.6,63.2,18.7,14.1,39.6,29.2,29.8,22.5,26.2,10.7,18.9,14.8,-46.0,25.6,23.814,78.9,78.909,28.3,32.268,22.1,112.5,88.8,104.5,71.0,42.7,76.6,4.0,50.7,27.7,95.3,0.187,9.1,0.316,27.3,2.717,16.4,0.004,13.6,0.667,30.5
140,Rece Hinds,CIN,RF,23.0,24.068,77.9,420,0.45,12.7,31.6,17.8,5.4,1.5,83.9,90.8,16.4,11.4,50.2,48.3,10.9,3.0,33.2,18.3,77.8,85.2,-67.2,3.5,37.131,9.7,72.763,7.2,40.117,3.5,116.3,98.8,108.7,98.8,40.3,65.1,7.1,88.5,17.1,54.2,0.21,25.7,0.381,64.6,6.559,78.4,0.047,82.8,0.87,69.8
141,Julio Carreras,COL,SS,24.0,24.717,69.3,328,0.54,18.3,30.6,17.2,16.1,9.2,28.5,22.3,20.8,16.0,24.6,10.2,18.5,9.1,42.7,34.9,91.3,98.2,-55.5,9.9,35.114,15.9,78.66,25.8,30.49,32.0,110.0,64.5,103.5,55.8,37.1,51.2,1.5,15.5,6.6,3.7,0.198,15.9,0.262,8.6,9.319,99.3,0.074,94.1,0.893,74.6
142,Jair Camargo,ATL,C,24.0,25.251,58.4,315,0.62,24.0,30.1,16.6,14.4,6.3,74.5,81.4,18.2,13.5,46.4,42.6,16.3,7.2,19.6,3.3,26.1,18.3,-52.3,14.0,34.453,19.6,76.839,19.4,37.313,7.4,112.8,90.2,105.3,80.4,31.4,26.9,6.7,84.9,12.1,24.4,0.199,17.0,0.376,62.5,3.682,29.5,0.006,19.2,0.667,30.5
143,Robert Hassell III,WSN,CF,22.0,23.127,88.0,68,0.16,7.4,29.8,15.7,44.1,42.2,18.4,12.2,12.9,6.9,15.6,4.2,28.5,19.6,45.1,38.8,78.2,87.6,-42.6,33.1,24.088,76.9,75.824,15.4,32.258,22.3,106.8,20.8,98.8,7.4,26.1,11.5,2.9,34.9,4.3,0.9,0.188,10.4,0.252,6.3,6.04,70.0,0.043,79.6,1.0,89.3
144,Yanquiel Fernández,COL,RF,21.0,21.747,97.3,138,0.54,18.3,29.8,15.7,40.1,35.0,42.1,38.7,40.6,39.5,41.4,33.5,40.4,37.3,28.4,13.6,4.6,2.1,-34.1,56.2,41.946,2.2,82.143,52.1,26.28,56.8,108.4,38.1,104.3,67.2,38.4,58.3,3.6,45.4,14.0,35.5,0.213,29.2,0.301,20.5,0.988,3.0,0.0,5.6,0.0,5.6
145,Diego Cartaya,SFG,C,22.0,23.064,88.8,208,0.51,15.7,28.7,14.8,28.2,18.4,46.1,44.3,18.2,13.5,32.2,17.2,23.2,12.4,27.6,12.4,36.4,27.8,-45.2,27.3,30.357,40.4,76.259,17.1,35.266,12.4,108.8,43.2,102.5,43.3,35.9,44.3,3.8,48.1,21.9,81.5,0.202,19.2,0.319,29.9,3.054,20.6,0.005,16.6,1.0,89.3
146,Brady House,WSN,3B,21.0,21.325,98.5,236,0.53,16.9,27.6,14.2,15.5,8.2,46.1,44.3,69.2,72.7,57.6,63.5,42.4,39.7,34.0,20.1,17.2,13.6,-54.6,10.9,39.54,5.3,83.974,64.5,28.719,42.2,109.1,47.8,103.9,62.5,40.5,66.4,3.4,42.3,7.6,6.5,0.249,73.8,0.366,56.3,3.036,20.3,0.004,13.6,0.5,17.2
147,Samuel Basallo,BAL,C,19.0,20.131,100.0,85,0.51,15.7,27.5,13.6,9.3,3.0,54.8,56.0,13.2,7.2,34.0,20.5,11.2,3.3,24.1,7.7,49.7,48.8,-57.7,7.7,36.313,12.2,73.832,8.7,36.628,8.9,110.3,69.0,106.5,91.3,47.2,91.3,3.5,44.0,15.1,43.3,0.2,17.6,0.329,34.6,4.31,40.7,0.012,31.7,1.0,89.3
148,Wyatt Young,NYM,SS,24.0,24.821,67.1,52,0.56,19.5,26.9,13.0,36.1,31.0,3.9,0.2,49.8,51.0,26.8,12.2,43.0,40.8,39.5,27.8,32.6,24.9,-44.2,30.0,36.782,10.2,90.625,94.3,18.75,90.1,98.8,0.2,96.8,0.7,14.7,0.5,0.0,3.2,11.8,22.8,0.173,5.2,0.202,1.9,3.486,26.6,0.019,50.6,0.5,17.2
149,Brandon Valenzuela,TOR,C,23.0,23.995,79.6,89,0.16,7.4,26.7,12.4,51.6,53.1,33.5,28.9,54.3,54.1,43.9,36.7,53.0,55.5,37.2,23.4,5.8,3.6,-34.8,53.7,26.738,60.3,81.6,46.4,30.286,33.5,108.6,40.8,102.5,43.3,47.4,91.9,2.2,26.8,13.8,33.7,0.239,62.2,0.319,29.9,1.562,6.0,0.0,5.6,0.0,5.6
150,Andrew Pinckney,WSN,LF,23.0,23.814,81.3,93,0.26,9.5,26.3,11.8,7.0,2.0,47.0,45.9,10.6,5.5,28.8,13.8,8.8,2.4,33.5,19.5,83.0,90.8,-72.1,1.5,34.498,19.4,70.732,4.2,43.069,2.0,111.3,80.3,104.1,64.5,42.2,74.1,3.2,39.2,10.9,17.4,0.199,17.0,0.323,31.5,7.582,90.8,0.054,87.6,0.833,64.2
151,Michael Trautwein,CIN,C,24.0,25.049,61.6,288,0.39,11.2,26.2,11.2,16.3,9.4,55.2,56.8,11.6,6.1,33.4,19.9,14.0,5.5,28.8,14.8,58.4,60.9,-60.7,5.5,30.182,41.7,75.765,15.1,38.676,5.0,111.2,79.0,103.3,52.4,39.6,62.3,4.5,59.3,18.5,63.6,0.186,8.2,0.314,26.2,6.535,77.7,0.014,36.7,0.8,57.7
152,Patrick Winkel,MIN,C,24.0,24.676,70.3,297,0.4,11.8,25.1,10.7,20.3,13.4,66.1,71.2,51.2,52.0,58.6,65.1,35.8,28.7,25.2,9.2,4.2,0.6,-54.2,12.0,32.933,25.6,81.217,43.3,30.351,33.3,109.8,60.4,103.3,52.4,40.6,67.2,5.4,74.3,24.1,88.5,0.236,59.1,0.367,57.6,0.851,2.0,0.0,5.6,0.0,5.6
153,Landon Wallace,0,,22.0,,,54,0.45,12.7,24.4,10.1,34.5,27.8,35.3,31.4,15.3,9.4,25.3,10.9,24.9,14.3,29.8,15.4,39.5,34.3,-59.3,6.7,17.308,98.5,72.059,6.9,37.209,8.2,103.5,5.1,102.5,43.3,48.3,94.2,3.7,46.8,16.7,52.9,0.207,23.7,0.312,24.9,0.0,0.5,0.018,48.5,1.0,89.3
154,Nick Schnell,WSN,RF,24.0,24.512,72.1,95,0.22,8.3,23.4,9.5,4.6,0.7,59.9,61.5,6.3,3.2,33.1,19.4,5.4,0.7,23.5,6.5,59.5,62.1,-74.7,1.0,36.318,11.9,68.613,2.2,42.381,2.5,110.9,75.3,105.1,78.3,45.1,85.9,4.2,54.3,21.2,78.0,0.188,10.4,0.322,31.0,4.591,44.7,0.021,55.0,1.0,89.3
155,Noelvi Marte,CIN,RF,22.0,22.957,90.0,53,-0.18,1.2,21.5,8.9,14.8,7.4,28.4,22.1,37.2,35.0,32.8,18.7,26.0,16.4,37.7,24.9,61.1,65.7,-56.6,8.7,36.937,9.9,82.667,56.1,29.31,37.2,108.3,37.0,102.6,44.4,39.5,62.0,1.9,22.6,15.8,46.5,0.201,18.4,0.256,7.8,4.977,52.6,0.019,50.6,1.0,89.3
156,Will Banfield,CIN,C,24.0,24.868,66.6,371,0.49,13.6,21.4,8.0,18.5,11.3,41.4,38.0,27.7,22.6,34.6,21.6,23.1,12.2,18.7,1.8,10.0,7.1,-50.1,16.4,35.488,14.9,80.751,39.5,30.935,29.3,111.7,83.7,102.1,36.6,32.1,30.0,2.4,29.8,19.2,67.7,0.198,15.9,0.291,16.7,2.725,16.6,0.0,5.6,0.0,5.6
157,Kenedy Corona,HOU,CF,24.0,24.528,71.8,69,0.31,10.1,21.4,8.0,17.0,10.2,9.2,4.2,34.4,31.0,21.8,8.7,25.7,15.9,35.3,21.9,54.4,51.5,-47.8,19.9,39.716,5.0,84.146,65.8,31.159,27.8,106.7,19.6,99.8,13.4,32.6,31.4,0.0,3.2,10.9,17.4,0.161,2.9,0.209,3.1,4.256,39.0,0.042,77.2,0.75,47.0
158,Jud Fabian,BAL,OF,23.0,24.008,79.2,124,-0.02,3.0,20.3,7.1,23.7,14.4,30.6,25.9,1.1,0.6,15.8,4.5,12.4,4.0,24.4,8.3,48.3,46.2,-73.3,1.2,24.107,76.7,62.573,0.5,47.111,0.2,109.4,53.5,101.8,31.8,30.6,23.8,2.4,29.8,14.3,37.7,0.153,1.7,0.256,7.8,4.302,40.2,0.024,58.6,0.75,47.0
159,Noelberth Romero,BAL,SS,22.0,22.82,91.3,127,0.24,8.9,19.7,6.5,28.7,18.9,21.1,14.6,25.2,20.2,23.2,9.2,27.0,17.4,20.1,4.1,6.5,4.7,-42.6,33.1,33.19,24.3,75.61,14.1,31.95,24.3,105.0,9.4,101.3,24.6,35.0,40.6,1.6,16.9,17.9,59.7,0.22,36.4,0.288,15.9,1.941,7.9,0.0,5.6,0.0,5.6
160,Dalvy Rosario,MIA,OF,23.0,24.192,76.8,62,0.13,6.5,18.6,5.9,12.4,4.8,12.5,6.5,12.6,6.7,12.6,2.6,12.5,4.3,27.7,13.0,58.0,59.8,-67.8,3.0,34.746,18.1,75.676,14.8,31.304,27.3,102.9,3.8,100.1,14.8,34.2,37.7,0.0,3.2,20.0,70.5,0.188,10.4,0.242,5.0,4.965,52.1,0.016,42.3,1.0,89.3
161,Ramon Mendoza,STL,3B,23.0,24.082,77.6,63,0.33,10.7,18.1,5.3,24.5,15.0,6.5,1.5,34.3,30.8,20.4,7.4,29.4,21.6,23.6,7.1,12.0,9.5,-44.5,29.2,38.931,6.2,77.5,22.3,29.008,40.1,105.1,9.9,98.0,4.8,18.6,3.0,0.0,3.2,7.0,5.1,0.228,46.3,0.273,11.8,3.14,21.6,0.0,5.6,0.0,5.6
162,Miguel Hiraldo,0,3B,23.0,24.068,77.9,82,0.12,5.9,17.9,4.7,8.4,2.5,14.9,8.6,17.8,13.0,16.4,4.7,13.1,4.7,27.2,11.8,55.4,53.3,-62.3,5.0,38.636,6.9,77.273,22.1,33.146,19.1,105.4,11.7,100.9,21.1,29.5,21.8,1.2,13.0,13.3,30.9,0.192,13.4,0.255,7.2,4.682,46.7,0.036,71.3,0.75,47.0
163,Carlos De La Cruz,WSN,OF,24.0,24.986,62.8,175,0.11,5.3,17.5,4.1,7.4,2.2,42.3,39.0,15.4,9.7,28.8,13.8,11.4,3.7,19.0,2.4,34.1,25.4,-67.4,3.2,34.986,16.6,75.845,15.9,39.521,4.0,112.4,88.0,104.9,76.7,44.8,85.2,2.3,28.4,7.9,7.1,0.197,14.8,0.283,14.4,2.488,12.7,0.006,19.2,1.0,89.3
164,Jose Sanabria,0,SS,21.0,21.919,97.0,69,0.08,4.7,17.3,3.6,14.6,7.1,6.6,1.7,15.6,10.2,11.1,1.7,15.1,6.2,25.3,10.1,45.6,42.6,-52.2,14.4,40.298,3.7,74.419,10.7,30.714,31.3,102.3,2.6,95.3,0.2,18.2,2.6,1.4,14.3,4.3,0.9,0.203,20.5,0.245,5.3,6.282,74.4,0.014,36.7,0.333,11.8
165,Otto Kemp,PHI,LF,24.0,25.06,61.3,54,0.03,4.1,16.7,3.0,13.2,5.5,25.4,18.4,29.8,24.9,27.6,12.8,21.5,10.7,25.2,9.2,32.5,24.3,-57.3,7.9,32.258,28.2,82.759,56.6,39.796,3.7,110.4,70.5,104.1,64.5,33.3,34.0,0.0,3.2,5.3,2.1,0.161,2.9,0.207,2.6,3.48,26.3,0.019,50.6,0.5,17.2
166,Diego Infante,0,OF,24.0,24.942,64.1,92,-0.13,1.8,14.5,2.4,11.3,4.1,26.5,19.2,1.4,1.0,14.0,3.6,6.4,1.2,16.8,0.6,37.8,29.0,-69.6,2.5,31.667,32.3,67.619,2.0,43.094,1.7,109.5,55.5,104.5,71.0,37.8,54.1,1.1,11.8,0.0,0.4,0.14,0.7,0.184,0.5,2.612,13.9,0.011,28.4,1.0,89.3
167,Sonny DiChiara,0,1B,24.0,25.175,59.1,60,-0.3,0.6,14.1,1.8,2.4,0.2,25.7,18.6,2.4,1.2,14.0,3.6,2.4,0.2,20.8,5.3,57.7,58.0,-80.0,0.2,37.984,7.2,71.212,4.5,44.348,0.7,106.4,16.3,103.5,55.8,26.9,13.6,1.7,18.6,18.5,63.6,0.102,0.2,0.123,0.2,4.921,51.4,0.016,42.3,1.0,89.3
168,Adam Hackenberg,CHW,C,24.0,25.062,61.1,182,-0.1,2.4,13.6,1.2,13.7,5.7,12.7,6.8,8.0,4.7,10.4,1.2,10.8,2.7,19.6,3.3,37.0,28.4,-72.0,1.7,31.004,36.5,74.771,11.9,36.389,9.4,104.5,8.1,100.6,18.2,28.2,17.6,1.6,16.9,10.1,14.4,0.171,4.2,0.221,3.7,3.469,26.1,0.016,42.3,0.75,47.0
169,Jonathan Guzmán,0,SS,24.0,25.123,59.6,165,0.02,3.6,12.1,0.6,14.9,7.8,8.1,3.3,25.3,20.6,16.7,5.0,20.1,10.2,18.3,1.2,14.6,12.4,-49.7,17.0,45.428,1.2,80.097,34.7,30.833,30.3,102.8,3.2,98.7,6.6,21.6,6.3,0.6,7.9,12.1,24.4,0.198,15.9,0.248,5.8,2.114,8.9,0.006,19.2,0.5,17.2
170,Andre Lipcius,CHW,2B,26,26.36,33.4,634,,,,,48.5,48.6,42.5,39.2,28.6,23.3,35.6,23.0,38.6,33.9,,,,,-34.8,53.7,28.749,48.4,76.055,16.4,29.606,35.7,106.3,15.6,99.3,9.8,30.8,25.1,4.3,56.5,20.0,70.5,0.224,40.7,0.366,56.3,4.304,40.4,,,,
171,Jesús Bastidas,ATL,SS,26,26.045,40.9,604,,,,,36.3,31.5,53.7,53.7,46.8,47.0,50.2,48.3,41.6,39.0,,,,,-37.8,47.0,36.14,13.2,82.796,57.3,28.524,44.4,107.8,30.6,102.1,36.6,36.0,45.3,4.5,59.3,24.9,90.6,0.22,36.4,0.372,60.7,5.516,62.5,,,,
172,Blaine Crim,COL,1B,27,27.288,12.0,585,,,,,70.1,76.7,79.0,85.0,75.6,80.1,77.3,92.6,72.8,81.6,,,,,-22.6,86.0,28.703,48.6,84.137,65.5,25.254,62.8,112.5,88.8,106.3,89.1,41.1,69.2,5.0,68.0,21.4,79.2,0.262,85.6,0.418,80.6,4.487,43.7,,,,
173,Samad Taylor,SEA,LF,26,26.223,36.2,571,,,,,45.3,44.7,27.7,20.8,33.1,29.7,30.4,15.4,39.2,35.5,,,,,-42.7,32.5,26.226,64.8,79.745,31.8,27.9,47.9,109.4,53.5,99.9,14.0,28.9,20.7,2.1,25.7,11.1,18.9,0.218,34.4,0.314,26.2,7.481,89.3,,,,
174,Luke Ritter,NYM,2B,27,27.622,5.0,567,,,,,29.3,19.5,77.8,84.4,33.4,30.3,55.6,59.7,31.4,23.8,,,,,-48.5,19.1,27.023,58.3,77.047,20.6,35.756,11.2,110.2,67.7,105.6,83.4,44.4,84.0,6.9,86.4,16.6,52.0,0.228,46.3,0.414,79.2,3.801,31.0,,,,
175,John Rave,KCR,RF,26,26.752,23.4,566,,,,,64.8,70.8,71.8,77.3,54.4,54.5,63.1,73.9,59.6,63.9,,,,,-32.7,60.0,25.517,67.7,82.344,54.3,23.518,72.5,111.2,79.0,103.6,57.4,37.3,52.4,5.7,78.3,22.1,82.1,0.233,54.5,0.375,62.2,6.623,79.9,,,,
176,Justice Bigbie,DET,OF,25,25.684,47.6,558,,,,,67.8,74.4,44.0,40.4,76.8,81.5,60.4,69.6,72.3,80.9,,,,,-26.4,77.9,28.498,49.6,85.714,75.8,24.093,70.0,109.6,56.9,103.5,55.8,42.6,76.1,3.0,36.2,5.9,3.3,0.253,77.9,0.366,56.3,3.993,33.0,,,,
177,Troy Johnston,MIA,RF,27,27.274,12.5,525,,,,,49.4,50.0,40.9,37.5,77.9,83.1,59.4,67.2,63.6,68.7,,,,,-31.0,63.3,36.151,12.9,84.48,69.0,24.286,69.5,107.1,24.1,101.9,33.4,33.0,32.0,3.4,42.3,13.1,30.0,0.263,86.8,0.382,65.1,6.199,72.2,,,,
178,Pedro León,HOU,RF,26,26.344,34.4,525,,,,,31.4,22.8,90.4,98.0,48.6,50.1,69.5,83.1,40.0,37.0,,,,,-46.8,22.8,28.342,51.1,79.523,31.3,32.105,23.3,117.5,99.8,107.8,96.5,42.9,77.9,7.0,87.6,25.6,91.8,0.242,65.8,0.419,81.3,5.889,68.2,,,,
179,Kody Hoese,LAD,3B,27,27.217,13.7,524,,,,,56.2,59.8,44.1,40.7,77.5,82.6,60.8,70.2,66.8,73.6,,,,,-29.5,68.1,32.974,25.3,85.804,76.2,23.505,72.7,108.9,44.7,101.1,22.7,38.2,57.1,3.4,42.3,17.6,58.4,0.254,78.8,0.369,58.9,3.237,22.6,,,,
180,César Prieto,STL,3B,25,25.394,54.6,521,,,,,64.1,69.5,51.3,51.1,93.0,97.3,72.2,87.3,78.6,87.7,,,,,-19.8,89.3,45.062,1.5,93.955,99.3,16.618,94.8,109.8,60.4,102.0,35.0,36.1,46.0,3.8,48.1,16.7,52.9,0.263,86.8,0.377,63.0,4.033,34.2,,,,
181,Cam Devanney,PIT,SS,27,27.466,8.0,518,,,,,26.8,17.1,54.8,56.0,27.2,21.8,41.0,32.3,27.0,17.4,,,,,-43.7,31.0,33.522,23.3,75.429,13.6,32.386,21.5,108.8,43.2,102.5,43.3,39.1,61.0,5.0,68.0,13.6,32.3,0.224,40.7,0.377,63.0,4.61,45.2,,,,
182,Rafael Lantigua,PHI,2B,26,26.426,32.2,516,,,,,83.3,91.4,22.8,16.6,76.6,81.1,49.7,47.0,79.9,90.1,,,,,-25.2,80.9,21.547,89.1,87.117,82.6,21.896,80.4,106.4,16.3,100.7,19.0,29.9,22.3,1.9,22.6,10.9,17.4,0.246,70.6,0.329,34.6,3.932,32.5,,,,
183,Ryan Ward,LAD,LF,26,26.601,28.4,516,,,,,21.9,13.9,79.5,85.6,31.8,27.0,55.6,59.7,26.8,16.9,,,,,-47.4,21.2,36.388,11.4,76.667,18.6,29.014,39.5,109.3,51.1,104.3,67.2,44.6,84.6,8.1,94.3,22.6,84.4,0.227,45.0,0.436,86.4,6.757,80.9,,,,
184,Kameron Misner,TBR,CF,26,26.724,24.4,516,,,,,33.8,25.9,50.3,48.6,25.2,20.2,37.8,25.8,29.5,21.8,,,,,-45.0,27.9,27.498,55.1,76.374,17.4,33.628,16.4,109.4,53.5,103.9,62.5,36.9,50.1,3.1,37.3,22.8,85.5,0.216,32.9,0.339,41.8,7.336,88.6,,,,
185,Matt Koperniak,STL,LF,26,26.642,27.4,513,,,,,58.2,62.0,63.0,66.3,72.6,77.2,67.8,81.6,65.4,70.7,,,,,-29.0,69.1,32.092,29.0,84.127,65.3,23.085,74.9,110.0,64.5,104.0,63.6,43.0,78.7,4.9,65.5,11.9,23.2,0.255,79.8,0.407,76.8,3.528,27.0,,,,
186,Andrew Navigato,DET,SS,26,26.344,34.4,512,,,,,42.7,39.8,64.7,69.0,49.1,50.4,56.9,62.4,45.9,44.7,,,,,-38.5,44.9,30.508,38.5,81.221,43.7,28.557,43.7,108.8,43.2,102.4,41.6,33.2,32.6,5.5,75.9,21.5,79.4,0.233,54.5,0.407,76.8,6.905,83.9,,,,
187,DaShawn Keirsey Jr.,MIN,CF,27,27.384,9.0,503,,,,,55.0,58.2,27.8,21.2,60.5,62.5,44.2,37.5,57.8,61.5,,,,,-36.7,50.0,27.152,57.3,81.886,50.4,25.131,64.0,107.6,27.8,102.2,38.3,36.5,47.6,1.8,20.6,10.1,14.4,0.246,70.6,0.333,37.6,7.942,93.3,,,,
188,Sandro Fabian,0,RF,26,26.571,29.2,500,,,,,69.6,75.9,63.5,67.5,88.8,94.0,76.2,91.3,79.2,88.7,,,,,-21.6,87.2,32.404,27.8,88.776,89.1,19.784,88.3,112.4,88.0,103.4,54.1,33.5,35.6,4.0,50.7,20.3,71.5,0.265,88.5,0.392,69.5,3.09,21.3,,,,
189,Isaac Collins,MIL,LF,27,27.192,14.0,498,,,,,87.0,94.5,60.5,62.7,75.6,80.1,68.0,81.9,81.3,92.1,,,,,-24.7,82.0,18.846,97.3,86.074,77.4,20.707,84.1,110.1,66.5,103.8,60.9,39.4,61.8,3.8,48.1,21.8,80.8,0.249,73.8,0.384,66.4,7.558,89.8,,,,
190,Nick Pratto,KCR,1B,25,25.985,42.4,487,,,,,29.3,19.5,45.2,42.9,33.0,28.8,39.1,28.3,31.2,23.6,,,,,-50.3,16.1,28.416,50.4,80.328,35.9,30.736,30.8,109.3,51.1,103.1,50.4,35.1,41.2,3.5,44.0,17.8,59.2,0.214,30.0,0.321,30.6,6.096,70.7,,,,
191,Tyler Gentry,KCR,OF,25,25.662,47.9,482,,,,,37.8,33.0,52.0,52.1,21.8,16.6,36.9,24.6,29.8,22.5,,,,,-50.6,15.6,24.112,76.4,78.871,27.8,29.727,35.5,108.9,44.7,102.3,39.8,38.1,56.2,5.2,71.5,16.3,50.2,0.198,15.9,0.331,36.0,4.646,45.9,,,,
