Rank,Name,Team,Pos,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,PullAir%,PullAir%_R,xBA,xBA_R,xSLG,xSLG_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
344,Rafael Marchán,PHI,C,25,25.596,50.1,140,,,,,67.0,73.3,15.5,8.9,73.2,77.9,44.4,38.5,70.1,77.8,,,,,-27.1,74.6,28.882,47.9,86.956,82.0,22.835,76.9,103.6,5.5,97.2,1.6,15.7,1.2,0.7,8.9,18.6,64.9,0.241,64.5,0.31,23.6,1.506,5.5,,,,
345,Jameson Hannah,0,OF,27,27.14,14.7,140,,,,,48.0,48.4,30.2,24.8,58.4,59.6,44.3,38.1,53.2,56.0,,,,,-34.2,55.7,33.7,22.8,83.648,62.3,24.701,66.7,109.8,60.4,104.1,64.5,33.3,34.0,0.7,8.9,11.1,18.9,0.233,54.5,0.291,16.7,3.423,25.1,,,,
346,Ben Rice,NYY,1B,25,25.604,49.9,138,,,,,85.4,93.5,86.3,94.2,64.4,66.9,75.4,90.6,74.9,82.9,,,,,-19.5,89.8,19.512,94.8,80.488,38.2,25.454,60.5,108.8,43.2,106.3,89.1,49.4,96.3,9.4,97.5,25.9,92.4,0.268,90.6,0.505,97.8,3.62,28.8,,,,
347,Noah Campbell,0,2B,25,25.32,57.1,138,,,,,40.6,36.2,12.2,5.8,15.2,9.1,13.7,3.2,27.9,19.1,,,,,-54.3,11.5,21.194,91.1,78.286,25.3,29.268,37.7,106.0,13.9,99.5,11.2,28.6,18.7,1.4,14.3,11.1,18.9,0.173,5.2,0.24,4.5,5.293,58.8,,,,
348,Gabriel Cancel,0,2B,27,27.811,2.2,136,,,,,36.0,30.8,58.0,58.8,22.2,16.9,40.1,30.5,29.1,20.7,,,,,-45.6,26.3,26.301,63.3,80.0,33.9,33.051,19.4,109.0,46.0,102.2,38.3,31.4,26.9,5.1,70.1,28.2,96.7,0.188,10.4,0.346,45.4,4.018,34.0,,,,
349,Michael Toglia,COL,1B,26,26.125,38.5,135,,,,,47.4,48.0,85.8,93.4,31.5,26.6,58.6,65.1,39.4,36.2,,,,,-40.7,38.7,26.744,60.0,80.899,40.4,27.53,50.1,112.3,87.2,106.9,92.9,41.7,72.1,8.1,94.3,22.6,84.4,0.205,22.6,0.38,64.0,4.715,47.9,,,,
350,Anthony Servideo,0,SS,25,25.558,51.1,130,,,,,32.2,23.3,8.0,2.9,5.2,2.5,6.6,0.5,18.7,9.4,,,,,-53.9,12.4,23.077,82.5,74.033,9.2,37.652,6.5,100.2,0.5,98.0,4.8,22.9,7.1,0.8,10.0,13.7,33.0,0.149,1.2,0.2,1.2,7.714,92.1,,,,
351,Dominic Canzone,SEA,DH,27,27.124,15.2,130,,,,,53.8,56.0,85.5,92.8,72.4,76.6,79.0,94.3,63.1,68.2,,,,,-27.8,72.5,33.454,23.6,81.818,49.4,27.236,52.1,112.4,88.0,105.6,83.4,48.4,94.5,6.9,86.4,18.3,61.9,0.286,95.5,0.493,95.5,3.996,33.3,,,,
352,Frainyer Chavez,TEX,2B,25,25.355,56.4,130,,,,,45.1,44.4,9.0,4.0,46.2,46.4,27.6,12.8,45.7,43.9,,,,,-43.9,30.5,27.586,54.8,82.036,51.6,24.696,67.2,106.3,15.6,99.4,10.5,25.6,9.7,0.0,3.2,9.6,12.4,0.224,40.7,0.27,10.7,4.283,39.7,,,,
353,Austin Martin,MIN,RF,25,25.525,51.9,129,,,,,98.4,99.9,15.7,9.4,89.6,94.3,52.6,52.7,94.0,99.1,,,,,-2.3,99.8,15.132,99.0,89.091,90.8,17.062,93.8,102.1,1.7,97.4,2.2,15.7,1.2,0.8,10.0,14.5,39.5,0.265,88.5,0.333,37.6,4.982,52.9,,,,
354,Tyler McDonough,BOS,2B,25,25.498,52.6,129,,,,,38.8,34.0,26.9,19.9,46.2,46.4,36.6,23.9,42.5,40.0,,,,,-48.8,18.7,25.461,68.2,83.333,59.6,28.31,45.2,106.6,18.0,102.8,46.7,30.6,23.8,2.3,28.4,8.0,7.4,0.216,32.9,0.31,23.6,6.08,70.2,,,,
355,Duke Ellis,NYY,CF,26,26.705,26.2,127,,,,,34.4,27.4,17.2,10.9,30.3,25.4,23.8,9.4,32.4,24.3,,,,,-46.5,24.2,31.227,34.7,83.14,58.1,25.781,59.2,105.2,10.8,100.8,20.1,26.3,12.3,2.4,29.8,7.1,5.6,0.16,2.5,0.234,4.0,2.5,12.9,,,,
356,Kenny Piper,TBR,C,26,26.22,36.4,115,,,,,24.9,15.4,66.3,71.5,15.1,8.7,40.7,31.4,20.0,9.9,,,,,-47.8,19.9,29.832,42.9,74.101,9.7,36.19,10.4,105.8,12.8,103.5,55.8,37.7,53.3,6.1,81.3,31.9,99.3,0.203,20.5,0.413,78.7,6.0,69.2,,,,
357,Yoyner Fajardo,0,OF,25,25.487,52.9,114,,,,,13.0,5.2,20.4,14.1,15.8,10.4,18.1,6.2,14.4,6.0,,,,,-54.3,11.5,34.188,20.7,76.25,16.9,38.333,5.2,108.0,33.0,101.5,27.3,34.7,39.5,1.8,20.6,6.9,4.5,0.197,14.8,0.271,11.0,4.481,43.4,,,,
358,Jahmai Jones,DET,DH,27,27.157,14.5,114,,,,,59.2,64.0,68.6,74.7,72.4,76.6,70.5,84.6,65.8,71.8,,,,,-34.2,55.7,25.676,66.7,85.402,74.2,26.289,56.5,108.5,39.2,103.9,62.5,44.6,84.6,5.3,73.0,27.8,95.7,0.246,70.6,0.411,78.0,8.456,96.3,,,,
359,Lazaro Armenteros,0,LF,25,25.361,56.0,111,,,,,29.0,19.1,41.6,38.2,4.6,2.0,23.1,8.9,16.8,7.4,,,,,-63.9,4.7,22.727,84.6,69.63,2.5,37.949,6.2,108.5,39.2,102.4,41.6,36.0,45.3,4.5,59.3,14.0,35.5,0.177,6.6,0.288,15.9,8.998,98.5,,,,
360,Rodolfo Durán,SDP,C,26,26.612,28.1,107,,,,,52.3,54.5,46.2,44.7,88.3,93.8,67.2,80.6,70.3,78.3,,,,,-29.9,66.5,37.879,7.7,92.064,96.8,20.896,83.6,109.2,49.4,102.8,46.7,41.7,72.1,2.8,33.7,15.3,44.2,0.255,79.8,0.383,65.8,3.22,22.3,,,,
361,Eric Wagaman,MIA,1B,27,27.129,15.0,107,,,,,73.7,82.3,81.1,88.1,91.8,96.5,86.4,99.3,82.8,93.1,,,,,-20.6,88.3,30.851,37.2,87.5,84.7,18.041,91.8,111.0,77.0,106.9,92.9,47.1,90.9,6.5,83.7,12.6,27.4,0.301,99.0,0.499,96.5,5.335,59.6,,,,
362,Michael Turconi,0,SS,25,25.27,58.1,105,,,,,33.2,24.6,4.1,0.5,25.4,20.8,14.8,4.0,29.3,21.2,,,,,-59.0,6.9,24.434,74.9,77.519,22.6,29.508,36.4,100.9,1.0,97.8,4.2,23.3,7.7,0.0,3.2,4.8,1.5,0.212,28.2,0.265,9.4,4.656,46.2,,,,
363,Dominic Fletcher,0,RF,27,27.077,16.2,105,,,,,73.0,80.9,34.1,30.1,86.6,91.1,60.4,69.6,79.8,89.6,,,,,-19.1,90.6,31.98,30.0,88.976,89.8,17.368,93.5,108.6,40.8,99.9,14.0,26.3,12.3,1.9,22.6,18.5,63.6,0.26,83.3,0.359,51.7,2.146,9.4,,,,
364,Payton Henry,PHI,C,27,27.269,12.8,104,,,,,40.2,35.2,79.4,85.4,91.2,96.0,85.3,98.0,65.7,71.5,,,,,-29.9,66.5,40.488,3.5,87.603,85.1,30.882,29.5,109.9,62.3,105.4,81.9,47.4,91.9,8.7,96.3,10.5,16.0,0.292,97.3,0.477,94.0,1.601,6.2,,,,
365,Lorenzo Cedrola,0,CF,26,26.716,25.1,102,,,,,61.0,66.5,12.3,6.2,59.3,60.9,35.8,23.3,60.2,64.8,,,,,-23.6,84.0,40.099,4.0,86.179,77.9,19.608,88.8,100.8,0.7,97.7,4.0,21.3,5.5,1.0,10.9,15.8,46.5,0.224,40.7,0.285,14.8,7.975,93.8,,,,
366,Will Wilson,CLE,3B,26,26.196,36.9,100,,,,,34.8,29.0,50.4,49.1,56.5,57.6,53.4,55.0,45.6,43.7,,,,,-42.0,34.9,33.79,22.3,85.6,75.4,27.136,53.1,106.8,20.8,103.1,50.4,33.3,34.0,4.0,50.7,28.3,97.0,0.221,37.6,0.359,51.7,0.96,2.7,,,,
367,Grant Koch,0,C,27,27.65,4.2,100,,,,,10.9,3.7,17.0,10.2,5.4,2.7,11.2,2.0,8.2,2.0,,,,,-60.0,6.2,34.199,20.3,71.429,5.0,37.173,8.4,107.2,24.9,100.3,16.1,20.0,4.6,0.0,3.2,21.8,80.8,0.175,5.8,0.209,3.1,1.42,5.0,,,,
368,Francisco Urbaez,CIN,2B,26,26.965,20.0,98,,,,,73.4,81.4,43.7,40.2,86.5,90.8,65.1,77.2,80.0,90.3,,,,,-26.6,77.2,26.19,65.0,86.466,78.7,22.872,76.6,107.8,30.6,103.7,59.2,46.3,90.0,2.0,24.6,15.9,47.4,0.28,94.3,0.397,72.3,5.834,67.5,,,,
369,Carson McCusker,0,,,,,98,,,,,19.8,12.5,88.9,97.0,69.6,73.3,79.2,94.5,44.7,41.9,,,,,-60.3,5.7,29.557,44.2,81.982,51.4,33.333,18.4,113.9,93.9,109.6,99.8,44.8,85.2,8.2,95.2,13.8,33.7,0.264,87.7,0.453,91.3,0.0,0.5,,,,
370,Sebastián Rivero,LAA,C,25,25.873,44.4,96,,,,,42.7,39.8,12.7,6.8,40.2,38.7,26.4,11.9,41.4,38.5,,,,,-34.3,55.2,34.737,18.4,79.839,32.5,27.895,48.1,103.8,6.0,99.7,12.5,27.9,16.4,0.0,3.2,15.7,45.9,0.229,47.9,0.296,18.5,3.543,27.5,,,,
371,TT Bowens,BAL,1B,26,26.346,33.9,94,,,,,33.3,24.8,72.4,77.8,16.2,11.2,44.3,38.1,24.8,13.8,,,,,-37.2,48.3,34.104,21.3,75.49,13.9,34.783,13.6,110.3,69.0,104.5,71.0,41.3,70.3,5.3,73.0,20.6,74.1,0.201,18.4,0.402,74.9,1.163,3.7,,,,
372,Chad Stevens,LAA,2B,25,25.656,48.1,90,,,,,17.8,10.4,28.7,22.6,59.4,61.4,44.0,37.0,38.6,33.9,,,,,-52.3,14.0,37.5,8.6,86.598,79.2,28.916,40.9,107.9,32.0,99.3,9.8,28.8,20.2,3.3,40.9,10.0,13.6,0.223,39.6,0.318,29.0,5.175,56.8,,,,
373,Justin Dean,LAD,CF,27,27.817,2.0,88,,,,,29.6,20.2,6.2,1.0,14.4,7.9,10.3,1.0,22.0,11.3,,,,,-54.6,10.9,25.871,66.0,78.226,25.1,32.386,21.5,101.8,1.5,98.2,5.3,20.5,5.0,1.1,11.8,0.0,0.4,0.169,3.7,0.237,4.2,9.496,99.5,,,,
374,Tyler Fitzgerald,SFG,2B,27,27.042,17.7,87,,,,,47.1,47.4,49.3,47.6,43.0,40.9,46.2,41.6,45.0,42.2,,,,,-44.9,28.3,25.0,71.6,85.148,72.5,26.174,57.3,109.5,55.5,101.4,25.9,38.0,55.5,4.6,60.7,18.0,60.2,0.192,13.4,0.335,39.6,3.279,23.3,,,,
375,Ezequiel Duran,TEX,SS,25,25.361,56.0,86,,,,,34.3,27.0,67.7,73.4,75.2,79.7,71.4,86.5,54.8,58.4,,,,,-40.7,38.7,41.772,2.5,84.158,66.0,23.952,71.0,111.5,81.5,102.3,39.8,42.9,77.9,5.8,79.4,17.2,55.2,0.261,84.5,0.387,67.0,9.136,99.0,,,,
376,Tyler Tolbert,KCR,SS,26,26.675,26.8,86,,,,,25.1,15.9,13.9,7.9,7.2,4.3,10.6,1.5,16.2,6.9,,,,,-47.7,20.5,30.435,39.5,74.797,12.2,34.302,14.9,106.7,19.6,101.6,28.9,22.0,6.7,1.2,13.0,5.6,2.9,0.155,2.2,0.207,2.6,7.204,87.1,,,,
377,Daniel Cope,COL,C,27,27.294,11.7,85,,,,,16.5,9.7,7.3,2.5,1.1,0.6,4.2,0.2,8.8,2.4,,,,,-75.4,0.7,28.485,49.9,65.254,1.2,38.182,5.7,104.9,9.2,97.4,2.2,17.5,2.1,1.2,13.0,7.3,6.0,0.147,1.0,0.197,1.0,2.643,14.9,,,,
378,Tommy Sacco Jr.,HOU,SS,25,25.363,55.5,84,,,,,58.9,63.8,21.0,14.4,70.6,75.1,45.8,40.8,64.8,69.9,,,,,-35.7,51.4,24.748,72.7,86.956,82.0,26.241,57.1,104.0,6.3,101.8,31.8,27.1,14.6,1.2,13.0,16.7,52.9,0.236,59.1,0.308,22.0,4.424,41.9,,,,
379,Nolan Jones,CLE,RF,26,26.401,32.7,83,,,,,42.6,39.2,83.3,90.3,56.3,57.2,69.8,83.6,49.4,48.9,,,,,-54.2,12.0,19.209,96.3,79.167,29.3,29.231,38.5,109.7,58.6,107.4,95.3,68.2,100.0,9.6,98.4,11.4,20.8,0.26,83.3,0.516,98.5,4.902,50.9,,,,
380,Bennett Hostetler,MIA,C,27,27.02,18.3,82,,,,,8.7,2.7,46.6,45.3,46.0,45.8,46.3,41.9,27.4,18.5,,,,,-65.9,4.0,37.209,9.2,82.474,55.7,32.919,19.9,105.2,10.8,101.8,31.8,38.8,59.4,4.9,65.5,20.0,70.5,0.22,36.4,0.346,45.4,4.29,40.0,,,,
381,Dalton Shuffield,0,SS,25,25.503,52.4,81,,,,,24.1,14.6,11.8,5.5,23.7,18.7,17.8,6.0,23.9,13.4,,,,,-47.0,22.2,37.58,8.2,80.247,35.0,27.143,52.9,106.5,16.9,101.9,33.4,32.7,31.8,0.0,3.2,7.5,6.2,0.191,12.4,0.248,5.8,7.976,94.0,,,,
382,Anthony Mulrine,0,C,26,26.505,30.9,75,,,,,32.4,23.7,12.2,5.8,37.6,35.5,24.9,10.5,35.0,27.8,,,,,-34.7,54.2,45.882,1.0,77.895,23.8,31.792,24.8,105.9,13.3,99.3,9.8,31.3,26.4,0.0,3.2,15.4,44.5,0.231,51.4,0.276,13.2,1.692,6.7,,,,
383,Brady Whalen,0,2B,26,26.708,25.8,74,,,,,45.5,44.9,13.6,7.4,11.6,6.1,12.6,2.6,28.6,19.9,,,,,-41.9,35.6,26.452,62.5,77.083,21.1,28.467,44.9,106.1,14.5,99.6,11.8,21.4,5.8,0.0,3.2,20.9,76.3,0.154,2.0,0.201,1.5,2.643,14.9,,,,
384,Dylan Shockley,0,C,27,27.474,7.5,74,,,,,35.2,29.7,11.5,5.2,47.2,47.8,29.4,14.8,41.2,38.1,,,,,-43.2,32.0,30.081,42.4,81.188,42.9,30.435,32.5,103.5,5.1,98.8,7.4,28.6,18.7,0.0,3.2,16.3,50.2,0.231,51.4,0.288,15.9,2.643,14.9,,,,
385,Chandler Redmond,0,2B,27,27.723,2.7,74,,,,,16.0,8.8,64.7,69.0,11.8,6.5,38.2,26.8,13.9,5.2,,,,,-68.8,2.7,28.977,47.4,70.103,3.0,42.568,2.2,107.0,22.8,104.6,72.8,54.3,97.9,5.4,74.3,20.0,70.5,0.203,20.5,0.398,73.2,2.643,14.9,,,,
386,Rodolfo Castro,PHI,SS,25,25.363,55.5,73,,,,,28.1,18.1,26.7,19.6,16.0,10.8,21.4,8.2,22.0,11.3,,,,,-42.6,33.1,33.333,24.1,75.904,16.1,32.308,21.8,105.1,9.9,101.4,25.9,30.6,23.8,2.7,32.8,18.5,63.6,0.198,15.9,0.274,12.4,3.211,22.1,,,,
387,Eric Yang,CIN,C,26,26.516,30.7,72,,,,,27.4,17.9,14.0,8.2,44.6,42.9,29.3,14.4,36.0,29.0,,,,,-45.9,25.8,34.043,21.6,86.747,80.1,29.008,40.1,103.2,4.6,98.4,5.7,25.6,9.7,1.4,14.3,18.2,61.2,0.187,9.1,0.245,5.3,3.333,24.3,,,,
388,Mike Jarvis,PIT,SS,26,26.387,33.2,70,,,,,10.5,3.5,39.9,36.4,16.0,10.8,28.0,13.4,13.2,5.0,,,,,-55.8,9.7,37.952,7.4,74.699,11.4,33.562,17.1,109.1,47.8,102.2,38.3,33.3,34.0,2.9,34.9,22.5,83.6,0.203,20.5,0.307,21.3,7.334,88.3,,,,
389,Kobe Kato,0,2B,25,25.536,51.6,69,,,,,66.8,72.7,24.3,17.9,83.5,88.8,53.9,56.6,75.2,83.7,,,,,-31.8,61.5,23.288,81.6,84.932,71.5,26.168,57.6,102.8,3.2,98.8,7.4,24.4,8.7,0.0,3.2,28.9,97.5,0.286,95.5,0.367,57.6,9.079,98.8,,,,
390,Trevor Schwecke,0,SS,26,26.784,22.4,65,,,,,10.0,3.2,7.2,2.2,32.2,27.4,19.7,6.9,21.1,10.4,,,,,-56.8,8.3,35.507,14.6,76.056,16.6,37.5,7.1,105.2,10.8,99.0,8.2,27.8,16.1,0.0,3.2,8.8,9.7,0.229,47.9,0.264,9.2,2.478,12.4,,,,
391,Tyler Nevin,0,3B,27,27.34,10.5,63,,,,,75.2,84.4,67.9,73.7,58.1,59.1,63.0,73.4,66.6,73.1,,,,,-25.5,80.1,26.984,58.7,83.908,63.6,19.835,87.6,109.4,53.5,101.9,33.4,40.0,63.0,7.9,93.2,15.6,45.4,0.232,52.6,0.412,78.4,4.448,42.9,,,,
392,Brandon Martorano,0,C,26,26.732,23.9,62,,,,,51.5,52.9,68.1,74.1,14.4,7.9,41.2,32.6,33.0,25.7,,,,,-45.1,27.5,17.073,98.8,78.481,25.6,29.0,40.4,111.0,77.0,104.8,75.9,36.1,46.0,6.5,83.7,16.2,49.5,0.162,3.2,0.33,35.5,0.69,1.5,,,,
393,Cristopher Navarro,0,SS,25,25.298,57.6,61,,,,,44.6,43.2,5.0,0.7,29.0,24.1,17.0,5.3,36.8,30.1,,,,,-32.8,59.8,33.058,25.1,80.0,33.9,29.6,36.0,105.2,10.8,97.4,2.2,13.6,0.2,0.0,3.2,6.8,4.0,0.208,24.2,0.252,6.3,0.768,1.7,,,,
394,Jeferson Morales,0,C,25,25.385,55.1,60,,,,,73.8,82.8,23.2,17.1,92.6,96.8,57.9,64.3,83.2,93.3,,,,,-26.6,77.2,26.984,58.7,91.667,95.8,19.811,88.1,107.1,24.1,102.2,38.3,38.1,56.2,0.0,3.2,11.9,23.2,0.266,89.3,0.343,43.9,8.262,95.0,,,,
395,Tanner Morris,0,SS,27,27.047,17.3,57,,,,,68.6,75.4,19.8,13.2,22.4,17.5,21.1,7.9,45.5,43.4,,,,,-33.4,57.3,14.414,99.5,80.882,40.2,27.381,50.7,103.2,4.6,98.7,6.6,29.4,21.6,3.5,44.0,5.9,3.3,0.172,4.6,0.269,10.3,2.402,11.7,,,,
396,Matt O'Neill,NYM,C,27,27.113,15.7,57,,,,,14.3,6.0,17.2,10.9,0.4,0.2,8.8,0.7,7.4,1.7,,,,,-64.9,4.2,30.37,40.2,62.5,0.2,45.714,0.5,105.4,11.7,101.3,24.6,39.3,61.5,1.8,20.6,13.3,30.9,0.112,0.5,0.204,2.2,2.643,14.9,,,,
397,Gustavo Campero,LAA,C,27,27.028,18.0,56,,,,,65.9,72.1,31.1,26.6,79.4,85.1,55.2,58.4,72.6,81.4,,,,,-23.3,84.6,32.258,28.2,83.562,61.3,23.009,75.7,107.1,24.1,104.4,69.0,41.0,68.9,0.0,3.2,14.3,37.7,0.293,97.5,0.353,48.6,6.292,74.7,,,,
398,Harrison Spohn,0,SS,25,25.826,45.6,56,,,,,16.7,9.9,17.3,11.4,20.3,15.1,18.8,6.7,18.5,9.1,,,,,-55.3,10.2,34.188,20.7,80.645,39.1,31.372,26.8,104.0,6.3,103.0,49.3,18.2,2.6,0.0,3.2,18.2,61.2,0.15,1.5,0.195,0.7,1.08,3.5,,,,
399,Josh Lowe,TBR,LF,26,26.658,27.2,55,,,,,14.4,6.3,65.9,70.7,13.8,7.4,39.8,29.9,14.1,5.7,,,,,-79.9,0.5,30.469,39.0,73.75,8.4,35.294,12.2,109.8,60.4,106.4,90.6,55.6,98.5,5.5,75.9,11.1,18.9,0.202,19.2,0.363,54.3,3.804,31.3,,,,
400,Michael Massey,KCR,2B,26,26.527,30.2,54,,,,,73.0,80.9,29.1,23.1,59.4,61.4,44.2,37.5,66.2,72.2,,,,,-20.4,88.8,31.193,35.2,80.822,40.0,18.692,90.3,105.7,12.3,101.3,24.6,40.9,68.5,1.9,22.6,15.9,47.4,0.254,78.8,0.354,49.6,5.473,61.3,,,,
401,Esteury Ruiz,LAD,RF,25,25.624,49.4,52,,,,,70.5,76.9,79.0,85.0,62.4,63.9,70.7,85.0,66.4,72.6,,,,,-26.9,75.6,23.364,81.1,81.159,42.7,28.723,41.9,108.0,33.0,105.3,80.4,32.4,30.9,7.7,92.4,20.6,74.1,0.259,82.1,0.494,95.8,5.196,57.3,,,,
402,Garrett Mitchell,MIL,CF,26,26.073,40.4,52,,,,,82.8,90.6,80.7,87.0,94.6,98.5,87.6,99.8,88.7,96.5,,,,,-26.9,75.6,13.265,100.0,89.231,91.3,23.077,75.2,111.2,79.0,103.3,52.4,37.1,51.2,9.6,98.4,14.3,37.7,0.295,97.9,0.506,98.0,4.48,43.2,,,,
403,Josh Breaux,PHI,C,26,26.982,18.7,51,,,,,4.9,1.0,30.4,25.3,6.7,3.6,18.6,6.5,5.8,1.0,,,,,-64.7,4.5,41.414,3.0,71.875,6.5,37.143,8.7,109.5,55.5,100.3,16.1,30.0,22.6,2.0,24.6,16.7,52.9,0.18,6.9,0.304,20.8,0.143,1.0,,,,
