Name,Org,MLBAMId,MinorMasterId,Age,AgeDays,PA,AB,BA,OBP,SLG,ISO,HR,BB,K,BB%,K%,BABIP,wOBA,xwOBA,Chase%,ZContact%,SwStr%,ZSwing%,Whiff%,MaxEV,EV90,AvgEV,HardHit%,Barrel%BBE,Barrel%PA,xBA,xSLG,PullAir%,LA,Spd,wBsR,wBsR/PA,PSScore,Season,Level
Brock Jones,0,686809.0,sa3011783,24,9112,77,73,0.151,0.195,0.397,0.247,5,4,42,5.2,54.5,0.231,0.251,0.242,33.90804597701149,65.74074074074075,24.84472049689441,72.97297297297297,47.9,112.7,107.0,94.2,53.3,23.3,9.090909090909092,0.138,0.38799999999999996,35.5,17.5,0.0,0.0,0.0,29.910032467530275,2025,AAA
Marcus Smith,0,687526.0,sa1169620,25,9390,76,60,0.28300000000000003,0.42100000000000004,0.617,0.33299999999999996,4,15,26,19.7,34.2,0.419,0.433,0.341,20.833333333333336,77.01149425287356,11.398963730569946,51.17647058823529,33.3,111.0,106.1,93.7,51.4,11.4,5.263157894736842,0.205,0.39399999999999996,8.6,13.4,8.3348,0.635471,0.008361460526315789,43.94218853012355,2025,AAA
Nick Kahle,0,685277.0,sa1115979,28,10318,75,68,0.25,0.307,0.397,0.147,2,5,20,6.7,26.7,0.319,0.306,0.307,30.113636363636363,73.11827956989248,15.0,64.58333333333334,32.9,107.1,100.7,87.6,38.8,8.2,5.333333333333334,0.248,0.376,15.7,18.0,1.7053599999999998,-0.143804,-0.0019173866666666664,17.152319348199015,2025,AAA
Leo Jiménez,MIA,677870.0,sa3006891,25,9144,71,56,0.304,0.43700000000000006,0.375,0.071,0,11,13,15.5,18.3,0.386,0.37,0.37200000000000005,21.568627450980397,88.60759493670885,9.12280701754386,59.84848484848485,23.2,108.6,105.3,92.2,59.1,2.3,1.4084507042253522,0.293,0.385,6.3,3.0,2.7825900000000003,-0.686118,-0.0096636338028169,43.82659609687644,2025,AAA
Adrian Del Castillo,ARI,680728.0,sa3016957,26,9739,70,59,0.28800000000000003,0.386,0.5589999999999999,0.271,4,10,19,14.3,27.1,0.35100000000000003,0.4,0.33899999999999997,29.11392405063291,82.29166666666666,14.0893470790378,72.18045112781955,28.9,109.1,102.0,87.0,34.1,14.6,8.571428571428571,0.233,0.439,22.0,14.6,1.9635099999999999,-0.142093,-0.0020299,28.59817417783483,2025,AAA
Marcos Castañon,SDP,676203.0,sa3016818,27,9928,69,60,0.3,0.377,0.55,0.25,3,6,19,8.7,27.5,0.385,0.39299999999999996,0.33799999999999997,31.03448275862069,81.72043010752688,12.8,69.40298507462687,24.8,109.8,106.9,90.8,39.0,9.8,5.797101449275362,0.26899999999999996,0.42,33.3,15.3,5.14286,-0.134615,-0.0019509420289855074,30.711758115376412,2025,AAA
Curtis Mead,WSN,678554.0,sa3008392,25,9345,69,60,0.3,0.391,0.517,0.217,3,7,17,10.1,24.6,0.375,0.39299999999999996,0.368,28.75,79.54545454545455,10.921501706484642,66.16541353383458,23.9,109.2,105.3,85.9,46.5,11.6,7.246376811594202,0.266,0.486,11.6,10.7,2.43452,-0.126886,-0.001838927536231884,33.86782847087193,2025,AAA
Diego Cartaya,0,682616.0,sa3008742,24,9029,69,59,0.085,0.217,0.136,0.051,1,9,40,13.0,58.0,0.222,0.18100000000000002,0.22,25.786163522012576,57.77777777777778,24.579124579124574,65.21739130434783,55.7,107.1,100.6,81.3,31.6,10.5,2.898550724637681,0.12300000000000001,0.203,15.8,15.7,0.9601649999999999,-0.118427,-0.0017163333333333336,17.71620936073663,2025,AAA
Greg Jones,MIL,675659.0,sa3010151,28,10309,69,60,0.15,0.261,0.267,0.11699999999999999,2,5,29,7.2,42.0,0.24100000000000002,0.24600000000000002,0.284,39.0728476821192,67.03296703296702,23.272727272727273,73.38709677419354,42.7,112.3,107.1,88.3,35.5,12.9,5.797101449275362,0.19,0.331,21.9,8.5,3.89618,-0.10005599999999999,-0.0014500869565217392,19.40580890089536,2025,AAA
Karson Simas,CHC,689302.0,sa3011739,25,9129,68,61,0.32799999999999996,0.397,0.426,0.098,1,7,19,10.3,27.9,0.46299999999999997,0.364,0.294,34.306569343065696,92.0,11.764705882352938,63.5593220338983,24.6,106.8,102.9,83.7,33.3,2.4,1.4705882352941175,0.252,0.317,14.3,5.8,4.83092,0.139259,0.0020479264705882357,22.96163867737307,2025,AAA
Kyle Karros,COL,691720.0,sa3022559,23,8705,68,62,0.306,0.368,0.5,0.19399999999999998,2,5,12,7.4,17.6,0.354,0.374,0.317,26.66666666666667,93.10344827586206,11.063829787234043,75.65217391304347,21.8,108.0,103.9,89.0,40.0,6.0,4.411764705882354,0.268,0.386,18.0,6.9,3.7564900000000003,-0.134615,-0.0019796323529411766,37.27321747091472,2025,AAA
Alejandro Osuna,TEX,696030.0,sa3015127,23,8631,67,48,0.292,0.493,0.41700000000000004,0.125,0,16,10,23.9,14.9,0.368,0.415,0.395,25.287356321839084,90.54054054054052,5.5555555555555545,64.91228070175438,13.6,107.4,102.7,84.7,26.3,0.0,0.0,0.29,0.34,10.5,11.2,4.17252,-0.9548270000000001,-0.014251149253731344,36.85493750136472,2025,AAA
Aaron Zavala,TEX,701648.0,sa3017665,25,9467,66,56,0.214,0.318,0.375,0.161,2,9,19,13.6,28.8,0.278,0.307,0.281,25.874125874125877,80.64516129032258,12.408759124087592,70.99236641221374,26.2,105.1,100.8,87.5,43.2,5.4,3.0303030303030303,0.20199999999999999,0.31,5.1,9.4,3.5760199999999998,-0.7549279999999999,-0.011438303030303031,25.71372048155168,2025,AAA
Brady Lindsly,0,686251.0,sa3014942,28,10312,66,56,0.14300000000000002,0.273,0.214,0.071,1,9,21,13.6,31.8,0.20600000000000002,0.235,0.304,33.80281690140845,75.75757575757575,17.00404858299595,62.85714285714285,36.8,107.4,102.8,86.8,37.1,5.7,3.0303030303030303,0.22899999999999998,0.31,21.6,9.0,1.08036,-0.135345,-0.0020506818181818182,16.404165055049187,2025,AAA
Max Ferguson,BOS,681132.0,sa3016819,26,9773,66,60,0.28300000000000003,0.348,0.467,0.183,2,6,17,9.1,25.8,0.366,0.353,0.26899999999999996,20.491803278688526,72.09302325581395,15.079365079365079,66.15384615384615,34.2,107.1,101.9,86.2,30.2,4.7,3.0303030303030303,0.21600000000000003,0.312,24.4,15.5,4.81203,0.46465500000000004,0.0070402272727272735,18.96372795380743,2025,AAA
Matt O'Neill,ARI,690841.0,sa1170279,28,10506,65,59,0.203,0.27699999999999997,0.305,0.102,1,6,20,9.2,30.8,0.289,0.262,0.243,26.95035460992908,71.62162162162163,14.285714285714285,66.66666666666666,32.1,107.7,102.9,87.1,33.3,10.3,6.153846153846153,0.177,0.28600000000000003,7.7,10.6,1.35609,-0.118427,-0.0018219538461538465,14.01993379280854,2025,AAA
Kevin Parada,NYM,691006.0,sa3020575,24,9062,64,56,0.196,0.281,0.28600000000000003,0.08900000000000001,1,7,13,10.9,20.3,0.233,0.257,0.322,25.0,81.70731707317074,11.857707509881422,75.22935779816514,25.4,109.2,103.1,87.1,31.7,4.9,3.125,0.253,0.39,11.4,3.5,4.6418099999999995,-0.184609,-0.002884515625,33.53056210278186,2025,AAA
Dalvy Rosario,0,672537.0,sa3005712,25,9439,63,56,0.14300000000000002,0.222,0.28600000000000003,0.14300000000000002,2,6,19,9.5,30.2,0.16699999999999998,0.226,0.222,36.423841059602644,80.0,14.170040485829961,67.70833333333334,29.2,102.5,98.2,80.8,26.3,5.3,3.1746031746031744,0.146,0.23199999999999998,17.9,14.3,4.10119,-0.0930498,-0.0014769809523809524,13.068957974882386,2025,AAA
Edgar Quero,CHW,700337.0,sa3015239,23,8455,63,51,0.33299999999999996,0.444,0.41200000000000003,0.078,1,11,14,17.5,22.2,0.43200000000000005,0.38299999999999995,0.335,20.394736842105264,80.24691358024691,8.710801393728223,60.0,22.3,107.0,102.3,87.8,42.1,2.6,1.5873015873015872,0.264,0.341,5.3,4.5,1.36971,-0.21993600000000002,-0.0034910476190476193,37.344968509074796,2025,AAA
Zach Cole,HOU,805904.0,sa3019937,25,9426,61,51,0.353,0.45899999999999996,0.745,0.392,5,10,17,16.4,27.9,0.44799999999999995,0.498,0.41200000000000003,17.910447761194032,82.05128205128204,10.15625,63.93442622950821,25.5,113.5,110.1,90.8,46.9,21.9,11.475409836065571,0.275,0.575,20.6,12.1,6.10789,-0.0597284,-0.0009791540983606556,47.544225405853936,2025,AAA
Cody Morissette,0,681357.0,sa3017158,26,9630,61,55,0.218,0.295,0.455,0.23600000000000002,2,6,19,9.8,31.1,0.294,0.321,0.23600000000000002,33.33333333333333,79.6875,11.83673469387755,58.18181818181818,26.6,108.7,101.9,85.4,33.3,11.1,6.557377049180328,0.14800000000000002,0.29600000000000004,20.5,18.6,8.4375,0.915409,0.015006704918032788,23.52808817021469,2025,AAA
Ezequiel Duran,TEX,677649.0,sa3005271,27,9869,59,55,0.345,0.39,0.6729999999999999,0.327,4,4,13,6.8,22.0,0.395,0.447,0.327,38.46153846153847,86.0759493670886,13.807531380753135,72.4770642201835,25.6,107.9,104.4,90.2,42.9,7.1,5.084745762711865,0.265,0.441,16.7,15.5,7.05043,0.9027780000000001,0.015301322033898303,29.16039317663657,2025,AAA
Enrique Bradfield Jr.,BAL,690961.0,sa3022917,24,8943,59,53,0.17,0.22,0.28300000000000003,0.113,1,4,19,6.8,32.2,0.22899999999999998,0.21899999999999997,0.214,27.102803738317753,84.81012658227847,11.946902654867255,66.38655462184873,25.0,103.8,101.2,88.7,33.3,2.8,1.6949152542372878,0.16399999999999998,0.245,7.7,20.6,9.58502,0.649227,0.01100384745762712,23.081799074091364,2025,AAA
Jared Triolo,PIT,669707.0,sa3010272,28,10338,58,46,0.239,0.397,0.413,0.174,2,12,9,20.7,15.5,0.257,0.363,0.355,19.626168224299064,85.07462686567165,12.61682242990654,62.61682242990653,30.7,103.3,102.1,87.8,32.4,8.1,5.172413793103448,0.22899999999999998,0.395,13.5,21.5,6.24449,0.439278,0.007573758620689655,25.559968983644172,2025,AAA
Hudson Haskin,0,681370.0,sa3014449,27,10010,58,50,0.2,0.293,0.28,0.08,1,5,16,8.6,27.6,0.265,0.263,0.218,29.268292682926827,80.327868852459,15.887850467289717,67.03296703296702,35.1,104.9,95.5,80.3,17.1,0.0,0.0,0.151,0.201,16.2,9.1,3.9008300000000005,-1.04233,-0.017971206896551725,9.609059984108836,2025,AAA
Oscar Gonzalez,0,660757.0,sa872782,28,10366,57,54,0.33299999999999996,0.368,0.7040000000000001,0.37,5,3,14,5.3,24.6,0.371,0.44799999999999995,0.355,44.07894736842105,87.09677419354837,14.34599156118143,72.94117647058823,26.4,111.2,107.8,88.6,52.5,17.5,12.280701754385964,0.266,0.535,20.0,4.7,6.8689100000000005,-0.407378,-0.007146982456140352,28.153106766436853,2025,AAA
Bryce Teodosio,LAA,669326.0,sa3016916,26,9838,57,53,0.321,0.368,0.491,0.17,0,3,10,5.3,17.5,0.395,0.369,0.254,38.31775700934579,80.82191780821918,20.304568527918786,81.1111111111111,35.1,106.9,103.5,85.0,34.9,2.3,1.7543859649122806,0.225,0.28300000000000003,22.7,8.2,9.70092,0.7701859999999999,0.0135120350877193,17.30475258559751,2025,AAA
Trey Faltine,CIN,683104.0,sa3020118,25,9273,56,53,0.18899999999999997,0.23199999999999998,0.358,0.17,0,2,26,3.6,46.4,0.37,0.253,0.18899999999999997,36.885245901639344,67.16417910447761,23.981900452488688,67.67676767676768,47.3,108.3,102.8,86.8,44.4,11.1,5.357142857142857,0.139,0.23800000000000002,11.4,16.3,6.597189999999999,-0.508478,-0.009079964285714285,20.86242087333305,2025,AAA
Jalen Battles,0,689216.0,sa3020205,26,9656,56,48,0.22899999999999998,0.321,0.25,0.021,0,7,13,12.5,23.2,0.306,0.266,0.243,27.41935483870968,72.2222222222222,17.105263157894736,69.23076923076923,36.8,108.3,104.8,88.8,38.9,0.0,0.0,0.17800000000000002,0.215,10.3,6.0,3.8087800000000005,-0.66771,-0.011923392857142858,22.413140207041092,2025,AAA
Jonny DeLuca,TBR,676356.0,sa3011644,27,10181,56,50,0.12,0.214,0.14,0.02,0,5,11,8.9,19.6,0.154,0.17600000000000002,0.24,33.33333333333333,80.28169014084506,12.962962962962964,67.6190476190476,25.9,110.0,99.5,84.6,23.1,0.0,0.0,0.184,0.248,28.2,16.7,2.6428599999999998,-0.0930498,-0.0016616035714285716,16.231599530578915,2025,AAA
Carlos Mendoza,TOR,685332.0,sa3008944,26,9662,56,51,0.33299999999999996,0.35700000000000004,0.569,0.235,2,2,9,3.6,16.1,0.35700000000000004,0.386,0.284,26.85185185185185,82.1917808219178,10.377358490566039,70.19230769230771,21.6,108.9,102.3,87.4,40.0,5.0,3.571428571428571,0.231,0.341,15.6,2.5,7.246689999999999,0.37458600000000003,0.006689035714285714,29.373601209607845,2025,AAA
Parker Meadows,DET,678009.0,sa3007943,26,9703,55,45,0.267,0.4,0.5329999999999999,0.267,1,10,18,18.2,32.7,0.423,0.39799999999999996,0.38,30.4,70.37037037037038,17.647058823529417,56.25,42.4,104.1,103.3,88.6,45.5,22.7,9.090909090909092,0.249,0.465,13.3,19.0,7.805389999999999,0.0731139,0.0013293436363636362,29.97900449561359,2025,AAA
Miguel Palma,NYY,682692.0,sa3009279,24,8911,55,51,0.17600000000000002,0.23600000000000002,0.33299999999999996,0.157,1,2,7,3.6,12.7,0.18600000000000003,0.25,0.306,26.923076923076927,87.87878787878788,9.852216748768473,66.66666666666666,21.3,104.8,100.2,85.8,34.1,4.9,3.6363636363636362,0.249,0.384,15.6,9.1,0.14285699999999998,-0.05235019999999999,-0.0009518218181818179,26.028345226645914,2025,AAA
Caleb Durbin,BOS,702332.0,sa3017183,26,9594,55,52,0.26899999999999996,0.309,0.48100000000000004,0.212,2,3,5,5.5,9.1,0.267,0.33799999999999997,0.311,34.693877551020414,90.9090909090909,8.947368421052632,59.78260869565217,19.1,105.0,100.6,88.6,36.2,2.1,1.8181818181818181,0.289,0.381,32.0,11.1,5.805680000000001,-0.408496,-0.007427199999999999,27.450378781938763,2025,AAA
Zach Neto,LAA,687263.0,sa3019855,25,9250,54,46,0.261,0.37,0.522,0.261,3,6,12,11.1,22.2,0.29,0.384,0.359,29.6,86.1111111111111,11.790393013100436,69.23076923076923,24.8,108.6,105.9,94.2,58.8,8.8,5.5555555555555545,0.237,0.48100000000000004,20.6,20.1,4.15325,-0.9549280000000001,-0.017683851851851853,41.32989342995427,2025,AAA
Luke Mann,ATH,680996.0,sa3022529,26,9543,54,45,0.2,0.315,0.489,0.289,3,8,19,14.8,35.2,0.25,0.34,0.265,23.140495867768603,81.57894736842105,13.91304347826087,69.72477064220182,30.8,103.8,102.7,89.5,40.7,7.4,3.7037037037037033,0.162,0.298,25.9,15.0,6.18682,0.11773499999999999,0.002180277777777778,26.626767633856364,2025,AAA
David Mershon,LAA,702574.0,sa3025335,23,8407,54,47,0.128,0.24100000000000002,0.17,0.043,0,7,18,13.0,33.3,0.207,0.201,0.23399999999999999,26.548672566371685,77.92207792207795,16.894977168949772,72.64150943396227,34.6,102.6,99.5,87.9,41.4,0.0,0.0,0.16399999999999998,0.22399999999999998,6.5,0.7,2.20166,-0.917535,-0.01699138888888889,20.32778188923752,2025,AAA
Noelvi Marte,CIN,682622.0,sa3008745,24,8990,53,43,0.326,0.434,0.535,0.209,1,8,7,15.1,13.2,0.361,0.415,0.45,35.353535353535364,91.52542372881358,10.497237569060774,71.95121951219512,20.2,112.8,107.3,90.0,54.1,16.2,11.320754716981131,0.344,0.59,24.3,9.6,4.83744,0.00693166,0.00013078603773584904,52.329165142407504,2025,AAA
Trey Sweeney,DET,700242.0,sa3016973,26,9532,52,43,0.326,0.442,0.512,0.18600000000000003,2,7,11,13.5,21.2,0.4,0.41700000000000004,0.341,29.72972972972973,82.8125,12.371134020618555,77.10843373493977,24.7,106.8,99.4,86.6,40.6,3.1,1.9230769230769231,0.258,0.361,25.0,13.2,5.4135599999999995,0.181554,0.003491423076923077,30.169172954777157,2025,AAA
Phillip Glasser,WSN,701298.0,sa3022680,26,9672,52,44,0.364,0.462,0.5,0.136,1,8,7,15.4,13.5,0.41700000000000004,0.42100000000000004,0.348,38.46153846153847,85.45454545454545,11.5,66.26506024096386,23.0,110.5,99.9,89.4,27.0,2.7,1.9230769230769231,0.28800000000000003,0.371,12.8,3.2,6.99375,0.20544099999999998,0.003950788461538461,35.506608688505324,2025,AAA
Drew Cavanaugh,SFG,701852.0,sa3022682,24,8889,51,47,0.191,0.255,0.27699999999999997,0.085,1,4,15,7.8,29.4,0.258,0.24,0.253,24.770642201834864,80.28169014084506,14.15525114155251,64.54545454545455,31.6,106.7,103.8,90.7,46.9,3.1,1.96078431372549,0.20199999999999999,0.306,17.6,8.7,1.08036,-0.08226460000000001,-0.0016130313725490194,25.65871378775101,2025,AAA
Grant Richardson,0,685300.0,sa3016964,26,9813,50,43,0.27899999999999997,0.36,0.512,0.233,2,6,19,12.0,38.0,0.435,0.371,0.267,34.653465346534645,69.81132075471697,22.15909090909091,70.66666666666667,44.3,112.8,106.8,96.1,60.0,8.0,4.0,0.168,0.273,3.8,7.5,2.9518299999999997,-0.550773,-0.01101546,28.816251951399988,2025,AAA
Oscar Colás,0,693049.0,sa3018099,27,10114,49,43,0.11599999999999999,0.22399999999999998,0.209,0.09300000000000001,0,6,17,12.2,34.7,0.192,0.205,0.222,31.355932203389827,70.49180327868852,19.21182266009852,71.76470588235293,39.8,109.1,106.6,89.6,42.3,0.0,0.0,0.157,0.207,19.2,17.1,6.77388,0.34078600000000003,0.0069548163265306115,19.664273902126183,2025,AAA
Dayson Croes,SFG,806401.0,sa3067396,26,9728,48,43,0.349,0.41700000000000004,0.465,0.11599999999999999,0,2,5,4.2,10.4,0.395,0.387,0.313,39.285714285714285,93.75,6.532663316582915,73.5632183908046,12.0,105.6,99.5,81.1,18.4,0.0,0.0,0.28,0.33399999999999996,7.9,4.8,4.95903,-0.11965799999999999,-0.002492875,20.311751263788064,2025,AAA
Gavin Logan,ARI,678099.0,sa3020191,26,9632,48,41,0.366,0.41700000000000004,0.659,0.293,3,3,16,6.3,33.3,0.5,0.444,0.33,38.29787234042553,73.58490566037736,14.044943820224722,63.0952380952381,28.1,104.6,100.4,91.1,44.4,7.4,4.166666666666666,0.26,0.435,22.2,19.2,2.43452,-0.1047,-0.00218125,23.541400842584128,2025,AAA
Ryan Lasko,ATH,805782.0,sa3022539,23,8737,47,42,0.262,0.319,0.35700000000000004,0.095,1,4,10,8.5,21.3,0.313,0.298,0.29600000000000004,31.11111111111111,89.0909090909091,15.517241379310345,65.47619047619048,32.5,106.2,101.0,88.1,39.4,3.0,2.127659574468085,0.26,0.342,17.6,-3.5,4.93654,0.30277800000000005,0.006442085106382978,27.865006386124566,2025,AAA
Taylor Trammell,HOU,666211.0,sa917943,28,10483,47,36,0.25,0.36200000000000004,0.611,0.361,3,7,6,14.9,12.8,0.2,0.392,0.389,16.304347826086953,83.33333333333334,10.16949152542373,70.58823529411767,24.0,112.7,109.5,91.6,50.0,21.9,14.893617021276595,0.239,0.5379999999999999,21.2,28.8,1.4409299999999998,-0.074786,-0.0015911914893617022,33.620180235344314,2025,AAA
Dustin Dickerson,KCR,815039.0,sa3022828,25,9193,46,38,0.316,0.413,0.368,0.053,0,6,5,13.0,10.9,0.353,0.35200000000000004,0.45299999999999996,17.0,94.64285714285714,3.1413612565445024,61.53846153846154,8.2,108.5,100.4,92.8,59.4,3.1,2.1739130434782608,0.391,0.584,11.8,14.2,4.3533599999999995,0.0561957,0.0012216456521739133,47.363367491574834,2025,AAA
Ezequiel Tovar,COL,678662.0,sa3008239,24,9064,46,43,0.163,0.196,0.209,0.047,0,2,10,4.3,21.7,0.20600000000000002,0.18,0.243,40.625,76.11940298507463,17.51412429378531,82.71604938271605,29.2,107.1,104.2,88.5,41.2,2.9,2.1739130434782608,0.215,0.312,8.8,15.9,1.60119,-0.05235019999999999,-0.0011380478260869565,20.754304920888227,2025,AAA
Victor Bericoto,SFG,682674.0,sa3008767,24,8942,46,46,0.196,0.196,0.28300000000000003,0.087,1,0,9,0.0,19.6,0.222,0.20600000000000002,0.225,33.70786516853933,94.0,13.414634146341465,66.66666666666666,27.5,108.7,105.7,90.9,45.9,10.8,8.695652173913043,0.18899999999999997,0.34299999999999997,5.4,6.5,1.3498700000000001,-0.5699850000000001,-0.012390978260869564,31.4521289273647,2025,AAA
Zach Morgan,SFG,681439.0,sa3019968,26,9556,46,41,0.268,0.348,0.39,0.122,1,4,9,8.7,19.6,0.32299999999999995,0.32799999999999996,0.301,24.719101123595504,82.14285714285714,11.25,78.8732394366197,23.1,103.6,100.6,87.4,28.1,6.2,4.3478260869565215,0.243,0.33799999999999997,5.9,8.1,1.3035700000000001,-0.0972217,-0.002113515217391304,23.16079196101334,2025,AAA
Miguel Amaya,CHC,665804.0,sa917354,27,9942,45,41,0.195,0.244,0.195,0.0,0,3,7,6.7,15.6,0.22899999999999998,0.203,0.222,25.806451612903228,86.66666666666669,8.187134502923977,57.69230769230769,20.3,103.3,101.6,85.8,31.4,5.7,4.4444444444444455,0.179,0.265,25.7,12.7,0.654221,-0.0930498,-0.0020677733333333333,17.737410095204968,2025,AAA
Addison Barger,TOR,680718.0,sa3006910,26,9694,45,38,0.21100000000000002,0.311,0.42100000000000004,0.21100000000000002,2,5,13,11.1,28.9,0.25,0.318,0.415,40.18691588785047,81.0344827586207,15.104166666666664,68.23529411764707,28.7,115.5,111.0,96.5,57.7,23.1,13.333333333333336,0.249,0.625,19.2,13.7,1.7905799999999998,-0.08459080000000001,-0.0018797955555555554,38.27292451053751,2025,AAA
Dylan Crews,WSN,686611.0,sa3022882,24,8860,45,41,0.244,0.311,0.415,0.171,2,1,7,2.2,15.6,0.25,0.319,0.322,32.95454545454545,86.7924528301887,11.801242236024844,72.60273972602741,23.2,107.4,105.6,83.7,32.4,8.8,6.666666666666668,0.26,0.402,14.7,11.3,4.737419999999999,0.10695,0.002376666666666667,29.698018149247233,2025,AAA
David Hamilton,MIL,666152.0,sa3014434,28,10467,45,39,0.282,0.35600000000000004,0.5379999999999999,0.256,2,5,6,11.1,13.3,0.281,0.376,0.275,27.472527472527474,92.98245614035088,6.382978723404255,58.76288659793815,14.6,105.8,102.3,87.4,30.3,3.0,2.2222222222222223,0.22,0.306,20.6,21.3,10.0,1.10695,0.02459888888888889,20.90723087230164,2025,AAA
Caden Connor,CHW,804645.0,sa3022755,25,9428,45,39,0.33299999999999996,0.42200000000000004,0.41,0.077,1,5,10,11.1,22.2,0.429,0.373,0.303,23.232323232323232,88.0,6.842105263157897,54.94505494505495,17.8,104.2,102.8,88.3,41.4,0.0,0.0,0.247,0.303,6.9,-1.6,2.71354,-0.86771,-0.019282444444444442,28.20353460048168,2025,AAA
Frainyer Chavez,TEX,669413.0,sa3007019,27,9867,43,34,0.235,0.395,0.529,0.294,3,8,7,18.6,16.3,0.20800000000000002,0.39899999999999997,0.314,20.689655172413797,94.0,7.142857142857142,62.5,18.9,103.5,99.4,84.6,29.6,3.7,2.3255813953488373,0.182,0.32299999999999995,17.9,8.7,3.8814599999999997,-0.422335,-0.009821744186046512,26.156946970096367,2025,AAA
Garrett Spain,MIN,696521.0,sa3017174,25,9380,43,37,0.162,0.256,0.21600000000000003,0.054000000000000006,0,4,15,9.3,34.9,0.261,0.221,0.24600000000000002,36.14457831325301,62.0,25.517241379310345,80.64516129032258,46.3,105.8,105.1,88.2,30.4,8.7,4.651162790697675,0.165,0.273,21.7,10.0,6.56204,0.523868,0.012182976744186046,18.70252671572784,2025,AAA
Jordan Westburg,BAL,676059.0,sa3014499,27,9963,43,39,0.33299999999999996,0.395,0.7440000000000001,0.41,4,3,10,7.0,23.3,0.36,0.474,0.40299999999999997,30.952380952380953,86.7924528301887,12.578616352201259,70.66666666666667,25.3,106.6,106.0,93.2,58.6,24.1,16.27906976744186,0.261,0.64,31.0,21.9,1.60119,-0.0761317,-0.0017705046511627906,30.604106047806603,2025,AAA
Grae Kessinger,NYM,666197.0,sa3010327,28,10501,42,34,0.235,0.381,0.324,0.08800000000000001,0,8,12,19.0,28.6,0.364,0.326,0.28300000000000003,30.76923076923077,82.6086956521739,12.650602409638553,61.33333333333333,28.4,104.7,102.0,84.8,27.3,0.0,0.0,0.19399999999999998,0.23399999999999999,13.6,6.8,2.77434,-0.45225,-0.010767857142857143,12.676766385556064,2025,AAA
Francisco Acuna,SDP,672696.0,sa3003291,26,9634,42,33,0.364,0.452,0.667,0.303,2,4,4,9.5,9.5,0.345,0.45899999999999996,0.28800000000000003,22.222222222222218,89.58333333333334,7.236842105263157,53.932584269662925,17.7,102.9,97.1,88.2,26.7,0.0,0.0,0.174,0.28600000000000003,29.0,24.6,5.14286,-0.1047,-0.002492857142857143,25.77285235084804,2025,AAA
Jared Serna,MIA,691858.0,sa3015579,24,8764,41,34,0.235,0.366,0.294,0.059000000000000004,0,7,6,17.1,14.6,0.28600000000000003,0.308,0.33299999999999996,28.865979381443296,88.63636363636364,7.831325301204821,63.76811594202898,18.1,102.6,100.4,88.4,32.1,0.0,0.0,0.272,0.325,17.9,9.0,7.00657,0.8900319999999999,0.02170809756097561,36.24524310196837,2025,AAA
Mario Camilletti,CHW,680519.0,sa3020192,27,9902,41,33,0.273,0.415,0.273,0.0,0,8,6,19.5,14.6,0.33299999999999996,0.32899999999999996,0.321,19.27710843373494,100.0,4.320987654320987,53.16455696202531,12.1,102.9,101.2,86.4,29.6,3.7,2.4390243902439024,0.233,0.306,0.0,5.2,3.4196800000000005,0.0561957,0.0013706268292682927,27.334874339838038,2025,AAA
Alex Binelas,PHI,681323.0,sa3017044,26,9500,41,35,0.257,0.366,0.457,0.2,2,4,17,9.8,41.5,0.43799999999999994,0.36200000000000004,0.266,24.324324324324326,71.73913043478261,15.92356687898089,55.42168674698795,39.1,112.8,107.0,92.3,61.1,5.6,2.4390243902439024,0.17600000000000002,0.27399999999999997,33.3,15.5,4.5282599999999995,-0.359232,-0.008761756097560977,32.03945485688941,2025,AAA
Drake Logan,CHW,805763.0,sa3019936,25,9395,41,36,0.306,0.39,0.389,0.083,0,5,13,12.2,31.7,0.478,0.348,0.312,29.347826086956523,77.58620689655173,16.95906432748538,73.41772151898734,34.1,109.4,103.4,84.1,30.4,4.3,2.4390243902439024,0.24,0.363,8.7,6.7,5.95876,0.290032,0.007073951219512195,24.46754386856655,2025,AAA
Josh Jung,TEX,673962.0,sa3011468,28,10334,40,39,0.205,0.225,0.41,0.205,2,1,8,2.5,20.0,0.207,0.27,0.259,51.68539325842697,94.73684210526315,12.837837837837837,64.40677966101694,22.6,104.3,103.2,89.4,40.0,3.3,2.5,0.217,0.368,12.9,22.6,2.75791,-0.555028,-0.013875700000000001,16.957735403565213,2025,AAA
Paul McIntosh,PHI,682192.0,sa3017372,28,10416,40,30,0.133,0.3,0.33299999999999996,0.2,2,6,8,15.0,20.0,0.091,0.28600000000000003,0.33299999999999996,24.41860465116279,89.47368421052632,10.45751633986928,56.71641791044776,27.1,106.5,104.4,87.3,34.8,8.7,5.0,0.17300000000000001,0.358,12.5,21.9,0.299107,-0.08459080000000001,-0.00211477,22.647193971844533,2025,AAA
Chase Meidroth,CHW,805367.0,sa3020011,24,9073,40,30,0.267,0.45,0.6,0.33299999999999996,3,8,5,20.0,12.5,0.22699999999999998,0.447,0.408,18.269230769230766,100.0,2.6881720430107525,42.68292682926829,9.3,105.3,102.8,89.8,40.0,12.0,7.5,0.256,0.486,24.0,12.4,6.41749,0.281573,0.007039325000000002,47.18207805277376,2025,AAA
